category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,elon-musk,epstein,extended,fdv,felix,fifa-world-cup,foreign-policy
bernie-sanders,-1.5465638936305284e-05,1.4704268438831192e-05,0.0,5.7656376646832726e-05,1.1323131267906153e-05,6.962236643215833e-08,3.4575829622940936e-05,0.0,-0.0018104917276101254,-1.188995922464286e-05,1.0,4.226937390824022e-05,2.80003218073115e-05,1.4574865052040282e-05,-1.9786967246560827e-06,4.656496470044558e-05,-0.006541599105228225,2.796721409878892e-05,1.872396399764946e-05,0.0,2.1685335763839526e-05,0.0033636196555104293,2.711369664265285e-05,3.194115001529329e-05,-5.513452256646708e-06,-9.0506961862244e-06,-0.030077225924364837,-5.5369838748889656e-06,6.466761750632208e-06,0.003149837205949947,-4.45842684711461e-05,8.270104527184242e-05,-5.117782631522655e-06,3.121757909884958e-05,2.662786483035805e-05,-7.379238530194428e-06,1.2578235747300171e-05,9.289285653644746e-05,3.186332178657907e-06,-2.5644184688933886e-05
best-of-2025,3.39480156238144e-05,-3.227676119648845e-05,0.0,-5.8003189631699646e-05,-2.4854960003692297e-05,-1.5282531766746205e-07,-7.58960434211718e-05,0.0,-5.5454038323549806e-05,2.609918175298745e-05,4.226937390824022e-05,1.0,-6.146240489004788e-05,-3.199271291276308e-05,4.343359340023258e-06,-0.00010221292218727856,9.455323415799595e-05,-6.138973146150128e-05,-4.1100236786197566e-05,0.0,-4.760062745227849e-05,0.00019386972282911522,-5.9516208870196594e-05,-0.0002553281702024085,1.2102362153977151e-05,1.9866827151582456e-05,-4.3869778454858005e-05,1.2154015483466449e-05,-1.4194934321829975e-05,0.00012457034478801713,9.786517381327164e-05,-0.00018153381108644177,1.1233843325177619e-05,-6.852447980649676e-05,-5.844977857124458e-05,0.000267959950616638,-0.00022232871991278113,-0.00020390545505606447,-6.994192417736967e-06,5.629054098995578e-05
big-tech,0.007149679546791192,-2.138095781502037e-05,0.0,-8.383610255627435e-05,0.006886765431023231,-1.0123542601619378e-07,-5.0275493654290516e-05,0.0,-3.6734183050477903e-05,1.72887701052214e-05,2.80003218073115e-05,-6.146240489004788e-05,1.0,-2.1192796917006726e-05,-0.003912530022874716,-6.77084718671844e-05,6.263449726256474e-05,-4.0666139042371434e-05,-2.722585526978585e-05,0.0,-5.682024540248625e-05,2.7543020340427192e-05,-3.942506943051483e-05,-4.644449901613081e-05,8.016916353567075e-06,-0.001787908150469803,-2.9060470992973297e-05,-0.0007035837287594781,-9.403090045942883e-06,8.251860435132494e-05,6.482841138003908e-05,-0.00012025267136349157,7.441587115075485e-06,-4.53923800817518e-05,-3.8718638537533115e-05,1.072989032928703e-05,-1.828956870715188e-05,-0.00013507222444861486,-4.633133173536815e-06,3.7288303958513415e-05
bitcoin,1.1705584936643524e-05,-1.1129321190727665e-05,0.0,-4.3638779927439903e-05,-8.570216552392416e-06,-5.269556124482807e-08,-2.6169646923295342e-05,0.0,-1.912105740934164e-05,8.999235542126876e-06,1.4574865052040282e-05,-3.199271291276308e-05,-2.1192796917006726e-05,1.0,1.497629853491138e-06,-3.524394637801593e-05,3.2602816192131477e-05,-2.116773845703923e-05,-1.417173592554649e-05,0.0,-1.6413129823391776e-05,1.433682824611296e-05,-2.052173080621555e-05,-2.417551877539367e-05,4.173004681546627e-06,6.850262920267142e-06,-1.5126699113890874e-05,4.190815219938337e-06,-4.894542621150296e-06,4.295298928990327e-05,3.37448031456386e-05,-6.259451121067547e-05,3.873531480159552e-06,-2.3627864659389074e-05,-2.015401592762788e-05,5.585175222226862e-06,-9.520176146588718e-06,-7.030845778005932e-05,-2.411661238650168e-06,-0.0013296889404294794
brazil,-0.011085626568921878,1.5109266061191021e-06,0.0,5.924439821711992e-06,-0.006888111915906108,7.1539965595407744e-09,3.552814689373433e-06,0.0,2.595891868139459e-06,-1.2217442719385892e-06,-1.9786967246560827e-06,4.343359340023258e-06,-0.003912530022874716,1.497629853491138e-06,1.0,4.784749705271468e-06,-4.426187507300535e-06,2.8737511190511313e-06,1.923967553623092e-06,0.0,-0.005611010050126502,-1.9463806348285905e-06,2.786048542166981e-06,3.2820900671739924e-06,-5.66530850602565e-07,-9.299978253631754e-07,2.0536142108101648e-06,0.0012309010244945448,6.644874870936343e-07,-5.831336270943304e-06,-4.581224678241968e-06,8.497886866993696e-06,-5.258741007395829e-07,3.2077400542094467e-06,2.736127241128203e-06,-7.582483871644955e-07,1.2924676346669245e-06,9.545139157599136e-06,3.274092883096326e-07,-2.6350498904412496e-06
bundesliga,3.739795513897894e-05,-3.5556860837868595e-05,0.0,-0.00013942072462669013,-2.738082512684713e-05,-1.68356066450156e-07,-8.360891719102383e-05,0.0,-6.10895099283647e-05,0.014555839284502273,4.656496470044558e-05,-0.00010221292218727856,-6.77084718671844e-05,-3.524394637801593e-05,4.784749705271468e-06,1.0,0.00010416212978308864,-6.762841306048632e-05,-4.527701496794909e-05,0.0,-5.243800255584908e-05,-0.026985287654783224,-6.556449525751792e-05,-0.01287902716368672,-0.001105438853071303,2.188577732501061e-05,-4.832800905926342e-05,1.3389157435472521e-05,-1.563748299314691e-05,0.00013722970490096152,0.00010781064261587028,0.054893450017335234,1.2375473528961455e-05,-7.548822441119418e-05,-6.438968984559072e-05,1.784397221793642e-05,-0.022638903900997664,-0.027781543464457444,-7.70497154149978e-06,6.201102149883739e-05
business,-3.4595406663034014e-05,3.289228129655033e-05,0.0,0.00012897273788876925,2.532894583440517e-05,1.5573970719559056e-07,7.734338629292378e-05,0.0,5.6511550724187975e-05,-2.6596894979738293e-05,-0.006541599105228225,9.455323415799595e-05,6.263449726256474e-05,3.2602816192131477e-05,-4.426187507300535e-06,0.00010416212978308864,1.0,6.256043794663883e-05,4.1884021184673374e-05,0.0,4.8508374756727045e-05,-4.237194519683507e-05,6.065118714810053e-05,7.144981714723162e-05,-1.2333155049170079e-05,0.011225230134044405,-0.07094975178515536,-1.2385793411275418e-05,1.446563271504592e-05,-0.00012694591000107718,-9.973146954261841e-05,0.00018499567359749915,-1.1448073505382299e-05,6.983124644303951e-05,5.956441994854323e-05,-1.6506770839989998e-05,2.813651492664375e-05,0.0002077939463868795,7.127572157748307e-06,-5.7364005555120405e-05
california-midterm,2.2461449825146706e-05,-2.1355676872746063e-05,0.0,-8.373697436531609e-05,-1.6445097799392516e-05,-1.0111572478467737e-07,-0.005614722264390155,0.0,-3.669074838449173e-05,1.7268327784405197e-05,2.796721409878892e-05,-6.138973146150128e-05,-4.0666139042371434e-05,-2.116773845703923e-05,2.8737511190511313e-06,-6.762841306048632e-05,6.256043794663883e-05,1.0,-2.7193663294039335e-05,0.0,-3.149459800574585e-05,2.7510453347249917e-05,-3.9378453048168264e-05,-4.6389582828150744e-05,-0.002382621816223588,1.3144737123812508e-05,-2.9026109759204858e-05,8.041613152918302e-06,-9.391971789283154e-06,8.242103397626388e-05,6.475175797002787e-05,-0.00012011048405507914,7.4327881484482736e-06,-4.5338707924010745e-05,-3.867285744230482e-05,1.0717203257904812e-05,-1.826794303749343e-05,-0.00013491251443287813,-4.627654935689029e-06,3.7244214097430564e-05
celebrities,1.5037871715626642e-05,-1.4297560118011125e-05,0.0,-5.606164731853392e-05,-1.1009942500743162e-05,-6.769666738290618e-08,-3.361948979104827e-05,0.0,-2.456434342624659e-05,1.1561092448918616e-05,1.872396399764946e-05,-4.1100236786197566e-05,-2.722585526978585e-05,-1.417173592554649e-05,1.923967553623092e-06,-4.527701496794909e-05,4.1884021184673374e-05,-2.7193663294039335e-05,0.9999999999999998,0.0,-2.1085536696540893e-05,1.8418164076457704e-05,-2.636375344904171e-05,-3.1057683317046214e-05,5.3609545707842315e-06,8.800361158443174e-06,-1.9432891392164854e-05,5.383835323260251e-06,-6.287896285568825e-06,5.518062926716167e-05,4.3351103214382305e-05,-8.041360041238086e-05,4.9762288514717106e-06,0.00928475780477232,0.031690967994055935,7.1751346861968835e-06,-1.2230331792680991e-05,-9.032351431753264e-05,-3.098200775498387e-06,2.4934887022273397e-05
champions-league,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
claude-5,0.01755364987482156,-1.6558854300386922e-05,0.0,-6.492832638051356e-05,-0.030270269825775145,-7.84035347693318e-08,-3.89367296593487e-05,0.0,-2.8449426365233678e-05,1.338958842171769e-05,2.1685335763839526e-05,-4.760062745227849e-05,-5.682024540248625e-05,-1.6413129823391776e-05,-0.005611010050126502,-5.243800255584908e-05,4.8508374756727045e-05,-3.149459800574585e-05,-2.1085536696540893e-05,0.0,1.0,2.133117069663286e-05,0.08353883394173205,-3.596974929356398e-05,6.208840173840675e-06,1.0192221400758626e-05,-2.2506386722075262e-05,0.11244670537119951,-7.2823864763822435e-06,6.390796700253097e-05,5.020748966697239e-05,0.017310434914723064,5.76326644803573e-06,-3.515491750297021e-05,-2.9986322399547808e-05,8.30995001061015e-06,-0.004713606434537378,-0.0004545568546540434,-3.5882104926557375e-06,2.887857493099601e-05
climate-science,-1.5213054004583305e-05,1.446411821581474e-05,0.0,-0.006285449610477029,1.1138201802660588e-05,6.848529341819091e-08,3.401113691282975e-05,0.0,2.4850503462021314e-05,0.003441969958041661,0.0033636196555104293,0.00019386972282911522,2.7543020340427192e-05,1.433682824611296e-05,-1.9463806348285905e-06,-0.026985287654783224,-4.237194519683507e-05,2.7510453347249917e-05,1.8418164076457704e-05,0.0,2.133117069663286e-05,0.9999999999999998,2.667087554464284e-05,0.08674164293730226,-5.423406512819076e-06,-8.90288014786663e-06,1.965927305437808e-05,-5.446553812493475e-06,6.361146548960564e-06,-5.5823450879415533e-05,-4.385611786229831e-05,0.012432196944554566,-5.03419896699435e-06,3.07077333616198e-05,2.6192978341169138e-05,-0.00181624225544729,0.05829379114101701,0.03791563360765619,3.134292977490976e-06,-2.522536367123106e-05
colombia-election,2.1775960042425953e-05,-2.0703933623164823e-05,0.0,-8.118144741535336e-05,-1.5943218062994975e-05,-9.802982442023142e-08,-4.868352917094337e-05,0.0,-3.5571001737068445e-05,1.674132430274847e-05,2.711369664265285e-05,-5.9516208870196594e-05,-3.942506943051483e-05,-2.052173080621555e-05,2.786048542166981e-06,-6.556449525751792e-05,6.065118714810053e-05,-3.9378453048168264e-05,-2.636375344904171e-05,0.0,0.08353883394173205,2.667087554464284e-05,0.9999999999999999,-4.4973842290431376e-05,7.763062136070284e-06,1.2743579448547888e-05,-2.8140276394619264e-05,-0.07922677537204331,-9.105342887262485e-06,7.990566755460235e-05,6.277563136879924e-05,-0.00011644489210716708,7.2059505946587005e-06,-4.39550385132815e-05,-3.7492619797286776e-05,1.0390130277764178e-05,-1.771043279656783e-05,-0.00013079518670359888,-4.486425843130756e-06,3.610757650600077e-05
colorado-midterm,2.5653057036419034e-05,-0.049166591161325074,0.0,-9.563538401005973e-05,-1.878182553224932e-05,-1.1548352734888878e-07,-5.735137960040433e-05,0.0,-4.190423451483896e-05,-0.015307281971460088,3.194115001529329e-05,-0.0002553281702024085,-4.644449901613081e-05,-2.417551877539367e-05,3.2820900671739924e-06,-0.01287902716368672,7.144981714723162e-05,-4.6389582828150744e-05,-3.1057683317046214e-05,0.0,-3.596974929356398e-05,0.08674164293730226,-4.4973842290431376e-05,1.0,-0.0009066003468634027,1.5012507820771788e-05,-3.3150506979502914e-05,9.184267377328703e-06,-1.0726502067784555e-05,9.413245814732025e-05,7.39525076673309e-05,0.02166707589679696,8.488932806924431e-06,-5.178100565129291e-05,-4.416798672621946e-05,1.2240039204332936e-05,0.20757801938252704,0.2653550197902391,-5.285210747046821e-06,4.2536343644581806e-05
comex-gold-futures,-4.42804674032126e-06,4.210054831716613e-06,0.0,1.6507894159511237e-05,3.241984033610514e-06,1.9933938326169622e-08,0.005776420022318861,0.0,7.233208454870584e-06,-3.40427546537655e-06,-5.513452256646708e-06,1.2102362153977151e-05,8.016916353567075e-06,4.173004681546627e-06,-5.66530850602565e-07,-0.001105438853071303,-1.2333155049170079e-05,-0.002382621816223588,5.3609545707842315e-06,0.0,6.208840173840675e-06,-5.423406512819076e-06,7.763062136070284e-06,-0.0009066003468634027,1.0,-2.591351441095254e-06,5.722202783168934e-06,-1.5853223717034988e-06,1.8515318641703448e-06,-1.624846987498978e-05,-1.27651515392497e-05,0.0006799774728578363,-1.465298704600207e-06,8.938065859333996e-06,7.623961127593294e-06,-2.1127877906798162e-06,3.601339461577889e-06,4.432262060697049e-05,9.122951774187365e-07,-0.007799376810997004
comex-silver-futures,-7.26893131190803e-06,6.91108318989773e-06,0.0,2.7098799038656272e-05,5.321931008548274e-06,3.2722876917711456e-08,1.625082103730113e-05,0.0,1.1873789620240807e-05,-5.588343117362927e-06,-9.0506961862244e-06,1.9866827151582456e-05,-0.001787908150469803,6.850262920267142e-06,-9.299978253631754e-07,2.188577732501061e-05,0.011225230134044405,1.3144737123812508e-05,8.800361158443174e-06,0.0,1.0192221400758626e-05,-8.90288014786663e-06,1.2743579448547888e-05,1.5012507820771788e-05,-2.591351441095254e-06,0.9999999999999999,9.393373968913306e-06,-2.6024114249319253e-06,0.0345339242107377,-2.6672936933892668e-05,-2.0954839721989496e-05,3.886992448096432e-05,-2.405384644696253e-06,1.4672425699847144e-05,1.2515235951894533e-05,-3.468280762992139e-06,5.9118366883305105e-06,4.366012916190024e-05,1.4975928145599886e-06,-1.2052901132727842e-05
commodities,1.6051199510818137e-05,-1.5261001976339856e-05,0.0,-5.983936444143416e-05,-1.175184806892634e-05,-7.225841095926397e-08,-3.588494092068146e-05,0.0,-2.621961303056114e-05,1.2340137286033648e-05,-0.030077225924364837,-4.3869778454858005e-05,-2.9060470992973297e-05,-1.5126699113890874e-05,2.0536142108101648e-06,-4.832800905926342e-05,-0.07094975178515536,-2.9026109759204858e-05,-1.9432891392164854e-05,0.0,-2.2506386722075262e-05,1.965927305437808e-05,-2.8140276394619264e-05,-3.3150506979502914e-05,5.722202783168934e-06,9.393373968913306e-06,1.0,5.746625356383032e-06,-6.711606515309263e-06,0.0066564024696883235,4.627231963849381e-05,-8.58322752056075e-05,5.311552300547342e-06,-3.2399540195142564e-05,-2.7636050000872614e-05,7.658631523334012e-06,-1.30544733590074e-05,-9.640996919281379e-05,-3.3069732015612618e-06,2.661512572675442e-05
congress,-0.06865099712457283,4.228023501520754e-06,0.0,1.6578350462614458e-05,-0.0014316758124645532,2.001901711237217e-08,9.941835653946702e-06,0.0,7.26408005620268e-06,-3.4188050390292065e-06,-5.5369838748889656e-06,1.2154015483466449e-05,-0.0007035837287594781,4.190815219938337e-06,0.0012309010244945448,1.3389157435472521e-05,-1.2385793411275418e-05,8.041613152918302e-06,5.383835323260251e-06,0.0,0.11244670537119951,-5.446553812493475e-06,-0.07922677537204331,9.184267377328703e-06,-1.5853223717034988e-06,-2.6024114249319253e-06,5.746625356383032e-06,0.9999999999999998,1.8594342706778266e-06,-1.6317818945648122e-05,-1.2819633678360637e-05,0.010300583405061464,-1.4715526536909569e-06,8.976213855152213e-06,7.656500475791927e-06,-2.121805247148207e-06,-0.005443857643932622,0.0005030159027299375,9.161888869928373e-07,-7.373655887279906e-06
connecticut-primary,5.193683006105238e-06,-4.937998968067253e-06,0.0,-1.9362209658299797e-05,-3.8025428295742907e-06,-2.338063773953248e-08,-1.1611282241508293e-05,0.0,-8.483874275671739e-06,3.992895438891987e-06,6.466761750632208e-06,-1.4194934321829975e-05,-9.403090045942883e-06,-4.894542621150296e-06,6.644874870936343e-07,-1.563748299314691e-05,1.446563271504592e-05,-9.391971789283154e-06,-6.287896285568825e-06,0.0,-7.2823864763822435e-06,6.361146548960564e-06,-9.105342887262485e-06,-1.0726502067784555e-05,1.8515318641703448e-06,0.0345339242107377,-6.711606515309263e-06,1.8594342706778266e-06,1.0,1.90579293340615e-05,1.4972324030835334e-05,-2.777272993275484e-05,1.7186577801118254e-06,-1.0483511914716669e-05,-8.94219046674207e-06,2.478101674952778e-06,-4.224033000937979e-06,-3.119535199088317e-05,-1.0700365730934293e-06,8.611850229589496e-06
crypto-prices,-4.557815260866571e-05,4.333434872390544e-05,0.0,0.00016991675187134957,3.3369937515161313e-05,2.0518123145380516e-07,0.00010189701477035408,0.0,0.009442741080515446,-3.504041302680733e-05,0.003149837205949947,0.00012457034478801713,8.251860435132494e-05,4.295298928990327e-05,-5.831336270943304e-06,0.00013722970490096152,-0.00012694591000107718,8.242103397626388e-05,5.518062926716167e-05,0.0,6.390796700253097e-05,-5.5823450879415533e-05,7.990566755460235e-05,9.413245814732025e-05,-1.624846987498978e-05,-2.6672936933892668e-05,0.0066564024696883235,-1.6317818945648122e-05,1.90579293340615e-05,1.0,-0.00013139247597157474,0.00024372487149222435,0.000329436945773724,9.200005186338139e-05,7.847389247087542e-05,-2.174705236881287e-05,3.706880464488493e-05,0.00027376074204953007,9.390309375442243e-06,-7.557492891763474e-05
delaware-midterm,-3.580718857867336e-05,3.404440741628031e-05,0.0,0.0001334902980639098,2.6216149121340697e-05,1.6119484066390142e-07,8.00525123256599e-05,0.0,5.8490994870033066e-05,-2.752851103681959e-05,-4.45842684711461e-05,9.786517381327164e-05,6.482841138003908e-05,3.37448031456386e-05,-4.581224678241968e-06,0.00010781064261587028,-9.973146954261841e-05,6.475175797002787e-05,4.3351103214382305e-05,0.0,5.020748966697239e-05,-4.385611786229831e-05,6.277563136879924e-05,7.39525076673309e-05,-1.27651515392497e-05,-2.0954839721989496e-05,4.627231963849381e-05,-1.2819633678360637e-05,1.4972324030835334e-05,-0.00013139247597157474,0.9999999999999998,0.00019147556307878903,0.059584775129761486,7.227724288442247e-05,6.165079770418226e-05,-1.7084957608666972e-05,2.9122059634622022e-05,0.0002150723966407856,7.377231400876405e-06,-5.937330884839507e-05
democratic-primary,6.642010792705322e-05,-6.315025850001751e-05,0.0,-0.00024761620100776044,-4.8629326210444844e-05,-2.9900640455558993e-07,-0.00014849243181490644,0.0,-0.00010849715786796374,5.106367594650286e-05,8.270104527184242e-05,-0.00018153381108644177,-0.00012025267136349157,-6.259451121067547e-05,8.497886866993696e-06,0.054893450017335234,0.00018499567359749915,-0.00012011048405507914,-8.041360041238086e-05,0.0,0.017310434914723064,0.012432196944554566,-0.00011644489210716708,0.02166707589679696,0.0006799774728578363,3.886992448096432e-05,-8.58322752056075e-05,0.010300583405061464,-2.777272993275484e-05,0.00024372487149222435,0.00019147556307878903,1.0,2.1979284278708098e-05,-0.00013406979055353066,-0.00011435839561387879,3.169153383275298e-05,-0.0021128454416114786,-0.017517584694425516,-1.3684305450915325e-05,0.0026618451091070298
