category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,epstein,extended,fdv,felix,fifa-world-cup,foreign-policy,formula1
bernie-sanders,2.845399370665251e-09,-2.524503410088366e-09,0.0,-1.0983579041239947e-08,-1.4869060579930092e-09,-1.1843236227051084e-10,-1.7967215891666504e-10,0.0,-6.796589272410486e-10,-5.4598096736246306e-08,0.0002887833879863695,-2.8813215685441983e-07,-4.428034677883984e-08,1.1122776520696544e-07,-2.5883598820021937e-10,-1.3469432632419688e-10,5.911171562234492e-08,-1.1701337062983807e-08,-3.0384492394271984e-09,0.0,-1.9074686789126883e-08,8.039994556041666e-10,-1.2622517050441869e-08,1.5229550578373475e-10,6.609062996343805e-10,3.3475568698470257e-07,1.481118738939418e-07,-7.827080657023191e-09,-4.919350845919363e-07,2.353375842006615e-10,2.6036305774125085e-09,5.912935678201819e-09,-7.160303995670825e-09,3.1027963703999553e-09,1.0063882200426703e-09,-1.6815180229054035e-09,-2.0378556301698245e-07,7.406481501896044e-10,3.231113528956585e-10,-2.7048250822375894e-09
best-of-2025,8.41963688582978e-08,-7.470094444075633e-08,0.0,-1.4700858660893344e-07,-4.3998073594552465e-08,-3.5044552836044405e-09,-5.316562420612641e-09,0.0,-2.0111346873055876e-08,-1.6155768990316631e-06,-2.8813215685441983e-07,0.08711326105614838,-1.3102710463075608e-06,-9.243771118557006e-09,-7.659047991992369e-09,-3.985652523589276e-09,2.062301072395453e-07,-3.4624668215200636e-07,-8.99087824217154e-08,0.0,-5.644266957078609e-07,2.3790626870805212e-08,-3.735047222037896e-07,4.506477618791609e-09,1.9556450021908892e-08,1.4196182512653644e-07,-6.174993868824686e-08,-2.3160607149790138e-07,-8.9449286215801e-09,2.167812088302454e-06,7.704234517185439e-08,1.749658478629934e-07,-2.1187591540658986e-07,9.181283667511883e-08,3.4920239733110014e-07,-4.838819022875332e-07,-6.030086535009583e-06,2.1916039446161954e-08,2.525744732676231e-06,-8.003672618652445e-08
big-tech,1.0940057976369137e-06,-1.1480092193301065e-08,0.0,-4.994744689270553e-08,1.1416084599331799e-06,-5.385670829761695e-10,-8.170529462111083e-10,0.0,-3.090725531820321e-09,3.2870656181662044e-07,-4.428034677883984e-08,-1.3102710463075608e-06,0.0012472509460519526,-1.4205890628191077e-09,-2.5642716750486776e-07,-6.125178036745809e-10,3.1693583821044615e-08,-5.321142674283182e-08,-1.3817243127459237e-08,0.0,-1.1288909494161219e-07,3.6561597963450564e-09,-5.740046096650525e-08,6.925585602442638e-10,3.0054486045117232e-09,2.181679030409655e-08,-9.489772778361234e-09,-3.559337935055016e-08,-1.3746627436505438e-09,1.0701895479229576e-09,1.1839920257801295e-08,2.68888710736339e-08,-3.2561235478578884e-08,1.4109859486379016e-08,4.576515722725299e-09,-7.646645217633883e-09,-9.267078197437404e-07,3.3680719198066587e-09,1.4693377339560174e-09,-1.2300098778536671e-08
bitcoin,9.128526579767804e-11,-8.099037596369595e-11,0.0,-3.523719526074284e-10,-4.7702482863885304e-11,-3.799512216234625e-12,-5.764189362041557e-12,0.0,-2.1804617820819795e-11,8.083483063300473e-06,1.1122776520696544e-07,-9.243771118557006e-09,-1.4205890628191077e-09,6.3638576445181955e-06,-8.303900051591146e-12,-4.3212237644760765e-12,2.2359361110370606e-10,-3.7539885437346304e-10,-9.74786349126991e-11,0.0,-6.11948491837213e-10,2.5793674084093553e-11,-4.0495187981849794e-10,4.885899627512918e-12,2.1203001536957902e-11,1.0669689708788438e-07,-6.694896279474591e-11,-2.5110609974906253e-10,-9.698045151286042e-12,7.550031165192052e-12,8.352891047504578e-11,1.8969706347514619e-10,-2.2971476699390463e-10,9.954300064453051e-11,3.2286650903688574e-11,-5.3945966688193496e-11,-6.537788500805702e-09,2.376125613495492e-11,1.0365963398810551e-11,-8.677540281823947e-11
brazil,-1.3429041789804204e-07,-6.710563994279606e-11,0.0,-2.919624103018377e-10,-9.16321917880727e-08,-3.1481357594274933e-12,-4.775994817762735e-12,0.0,-1.806650253395822e-11,-2.853175530643401e-07,-2.5883598820021937e-10,-7.659047991992369e-09,-2.5642716750486776e-07,-8.303900051591146e-12,5.233310478464483e-06,-3.5804067162392298e-12,1.85261423739504e-10,-3.1104165225521814e-10,-6.259194258451223e-07,0.0,-4.6436225263580297e-07,2.1371687503519613e-11,-3.3552819971401474e-10,4.048276320478685e-12,1.756802545877084e-11,1.275276931755406e-10,-5.547144260524361e-11,-2.0805725762720654e-10,-8.035442709426117e-12,6.255677503649107e-12,6.920897605987594e-11,1.5717599391652917e-10,-1.9033318786350787e-10,8.247766084047732e-11,2.6751528743030176e-11,-4.4697639366022806e-11,-5.416970546646684e-09,1.9687700912705326e-11,8.588855147587606e-12,-7.189889993870906e-11
bundesliga,3.935962339684665e-11,-3.492075822800994e-11,0.0,-1.5193281444762873e-10,-2.056796071316121e-11,-1.6382421480180112e-12,-2.485355336324796e-12,0.0,-9.401534171372964e-12,-7.55240388353934e-10,-1.3469432632419688e-10,-3.985652523589276e-09,-6.125178036745809e-10,-4.3212237644760765e-12,-3.5804067162392298e-12,2.3394925688482847e-08,9.640723779550422e-11,-1.6186136286763956e-10,-4.2030028897607564e-11,0.0,-2.6385487259643263e-10,1.1121502348703499e-11,-1.7460379114004842e-10,2.1066616568760196e-12,9.14213425447261e-12,6.636347920316388e-11,-2.886649821725999e-11,-1.0826984434356092e-10,-4.18152263133306e-12,3.2553597856094305e-12,3.60153024731685e-11,-2.6018482687305177e-09,-9.904650699723731e-11,4.2920124983191115e-11,1.3921090213303323e-11,-2.4250212692511705e-08,-3.833697133579792e-07,1.0245181242947417e-11,4.469510078735427e-12,-3.741509810143937e-11
business,-2.0365898196087327e-09,1.8069090748942272e-09,0.0,7.861478247613142e-09,1.0642505131766797e-09,8.476776434232745e-11,1.286000459159601e-10,0.0,4.864647354236619e-10,3.907849602042079e-08,5.911171562234492e-08,2.062301072395453e-07,3.1693583821044615e-08,2.2359361110370606e-10,1.85261423739504e-10,9.640723779550422e-11,4.29315705989066e-05,8.375212345925068e-09,2.174764938873439e-09,0.0,1.3652675026029338e-08,-5.75461259721768e-10,9.034545374471125e-09,9.768100078949152e-08,-4.730425737163279e-10,-6.508924670461321e-08,-1.6540740139155796e-06,5.602219831665596e-09,2.1636503824168438e-10,-1.6844248055144903e-10,-1.8635442119819602e-09,-4.2321737786185444e-09,5.124975556410937e-09,-2.220821289771378e-09,-7.203206778786385e-10,1.2035437001370439e-09,1.4585917439300341e-07,-5.301176692942148e-10,-2.3126640804492549e-10,1.9359740088152856e-09
california-midterm,3.4192993321048265e-09,-3.0336805838237742e-09,0.0,-1.3198900958163378e-08,-1.7868060784062644e-09,-1.423194583459646e-10,-3.3988112155366385e-08,0.0,-8.167420503193336e-10,-6.561020489042585e-08,-1.1701337062983807e-08,-3.4624668215200636e-07,-5.321142674283182e-08,-3.7539885437346304e-10,-3.1104165225521814e-10,-1.6186136286763956e-10,8.375212345925068e-09,0.0003444024018314453,-3.6512861997923183e-09,0.0,-2.2921936537479616e-08,9.661613163700223e-10,-1.516840291911885e-08,1.8301259449814342e-10,7.942071303666756e-10,5.765212685792873e-09,-2.507727197470775e-09,-9.405755810170361e-09,-3.6326255961186615e-10,2.828037613181617e-10,3.1287672254995365e-09,7.105539286925301e-09,-8.604494301388485e-09,3.728611760564678e-09,1.2093706788954162e-09,-2.020670107654783e-09,-2.448878869870703e-07,8.900324331891369e-10,3.8828097192314985e-10,-3.250372054096869e-09
celebrities,8.878786585743178e-10,-7.877462560875695e-10,0.0,-3.427316926411217e-09,2.2009158310231116e-07,-3.6955644268660663e-11,-5.606491555692515e-11,0.0,-2.120808287329262e-10,1.0404528814196183e-06,-3.0384492394271984e-09,-8.99087824217154e-08,-1.3817243127459237e-08,-9.74786349126991e-11,-6.259194258451223e-07,-4.2030028897607564e-11,2.174764938873439e-09,-3.6512861997923183e-09,6.319092781690621e-05,0.0,-5.952066867539789e-09,2.508800576452912e-10,-3.938731280438004e-09,4.752230241427665e-11,2.0622925723971735e-10,1.4970345701515908e-09,-6.511736013442731e-10,-2.4423629055228996e-09,-9.432724158138056e-11,7.343475953722882e-11,8.124371040243727e-10,1.8450729455846834e-09,-2.234301860119634e-09,9.681968399872668e-10,3.140334646969113e-10,-5.24701025078548e-10,-6.35892641973911e-08,2.3727519772359376e-07,6.641631148020298e-08,-8.440138458081099e-10
champions-league,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
claude-5,8.374496445588211e-07,-4.945290153016084e-09,0.0,-2.1515908855760073e-08,-6.383237517873963e-06,-2.319990508208351e-10,-3.5196266905838975e-10,0.0,-1.3313947554450077e-09,-2.0718834939163115e-06,-1.9074686789126883e-08,-5.644266957078609e-07,-1.1288909494161219e-07,-6.11948491837213e-10,-4.6436225263580297e-07,-2.6385487259643263e-10,1.3652675026029338e-08,-2.2921936537479616e-08,-5.952066867539789e-09,0.0,0.0012672803566840432,1.5749674074278625e-09,6.244891748070096e-05,2.9833410487429954e-10,1.2946599329541722e-09,9.398039357577323e-09,-4.087918379486061e-09,-1.5332593628259565e-08,-5.92164767967644e-10,4.6100656197619985e-10,5.100293628091898e-09,1.158294437946756e-08,-1.40264341497376e-08,6.078117492745127e-09,1.971429998786998e-09,-1.288226999002035e-06,-1.6322817125814322e-06,1.4508675208540446e-09,6.329480029287082e-10,-5.298525163945627e-09
climate-science,-2.4205388784317105e-07,2.0844434484218107e-10,0.0,9.068971458405513e-10,1.2277153513108563e-10,9.778777110361984e-12,1.4835252470685207e-11,0.0,5.611838718013262e-11,4.508080463800884e-09,8.039994556041666e-10,2.3790626870805212e-08,3.6561597963450564e-09,2.5793674084093553e-11,2.1371687503519613e-11,1.1121502348703499e-11,-5.75461259721768e-10,9.661613163700223e-10,2.508800576452912e-10,0.0,1.5749674074278625e-09,8.265213554797879e-06,1.042221724210958e-09,-8.673950584740849e-08,-5.457001170164112e-11,-3.961280523644641e-10,1.7230606132596605e-10,6.462699527600061e-10,2.4959788663231875e-11,-1.943146060307308e-11,-2.1497775275368625e-10,-4.882219602522327e-10,5.912152343641657e-10,-2.5619310079844873e-10,-8.309591991257351e-11,1.3884034429273806e-10,1.682625897894425e-08,-6.115417305752119e-11,-2.6678805026067382e-11,2.2333322661664072e-10
colombia-election,3.688481400693239e-09,-3.272505072607696e-09,0.0,-1.4237975668485562e-08,-1.9274712000103213e-09,-1.5352346316601313e-10,-2.329084005636569e-10,0.0,-8.810395256949831e-10,-7.077532468765531e-08,-1.2622517050441869e-08,-3.735047222037896e-07,-5.740046096650525e-08,-4.0495187981849794e-10,-3.3552819971401474e-10,-1.7460379114004842e-10,9.034545374471125e-09,-1.516840291911885e-08,-3.938731280438004e-09,0.0,6.244891748070096e-05,1.042221724210958e-09,0.00042639104843543977,1.9742013943058074e-10,8.567305591384892e-10,6.219075224834765e-09,-2.7051463552883906e-09,-1.0146217688382245e-08,-3.9186016331357073e-10,3.05067299570405e-10,3.375077346986535e-09,7.664918147305098e-09,-9.281877399573953e-09,4.022144244617051e-09,1.304577582245037e-09,-2.1797460196131327e-09,-2.641665232188987e-07,9.60099645271799e-10,4.1884813351503293e-10,-3.506255434936909e-09
colorado-midterm,-4.4502941707081186e-11,3.948402788611716e-11,0.0,1.7178663313371224e-10,2.325567873001023e-11,1.8523194208500963e-12,2.810129114769331e-12,0.0,1.0630079535244194e-11,1.0017242775874861e-07,1.5229550578373475e-10,4.506477618791609e-09,6.925585602442638e-10,4.885899627512918e-12,4.048276320478685e-12,2.1066616568760196e-12,9.768100078949152e-08,1.8301259449814342e-10,4.752230241427665e-11,0.0,2.9833410487429954e-10,-8.673950584740849e-08,1.9742013943058074e-10,1.0732643805212138e-06,-1.0336782537345452e-11,-7.503552604352341e-11,3.2638627521855937e-11,1.224180049406152e-10,4.727943050490828e-12,-3.680753886129584e-12,-4.072160168724125e-11,-9.248017502133313e-11,1.1198940809837408e-10,-4.8528711795055314e-11,-1.574022850816072e-11,2.629947111265076e-11,3.1872703442571146e-09,-1.158397017766772e-11,-5.0535632540920495e-12,4.230431559226719e-11
comex-gold-futures,-1.931263458833581e-10,1.7134611182767373e-10,0.0,7.454906003087911e-10,1.00921064583226e-10,8.038382799775597e-12,1.2194923449510098e-11,0.0,-1.0635847872287222e-06,3.705747257682872e-09,6.609062996343805e-10,1.9556450021908892e-08,3.0054486045117232e-09,2.1203001536957902e-11,1.756802545877084e-11,9.14213425447261e-12,-4.730425737163279e-10,7.942071303666756e-10,2.0622925723971735e-10,0.0,1.2946599329541722e-09,-5.457001170164112e-11,8.567305591384892e-10,-1.0336782537345452e-11,7.226721295004001e-05,-3.2562649569557927e-10,1.416396001287336e-10,5.312489704641406e-10,2.0517528277022866e-11,-1.5973113705671498e-11,-2.1699404433266247e-07,-4.0132983536418466e-10,4.859927082131711e-10,-2.1059670259757952e-10,-6.830678374382466e-11,1.1413000039597933e-10,1.3831577224271178e-08,-5.0270156205859907e-11,-2.1930599810164705e-11,1.8358511981534817e-10
comex-silver-futures,-1.4019194951490151e-09,1.2438150449669654e-09,0.0,5.411575521935906e-09,7.325940293815776e-10,5.835125966332759e-11,8.85239186166972e-11,0.0,3.3486585748717447e-10,2.690031388974211e-08,3.3475568698470257e-07,1.4196182512653644e-07,2.181679030409655e-08,1.0669689708788438e-07,1.275276931755406e-10,6.636347920316388e-11,-6.508924670461321e-08,5.765212685792873e-09,1.4970345701515908e-09,0.0,9.398039357577323e-09,-3.961280523644641e-10,6.219075224834765e-09,-7.503552604352341e-11,-3.2562649569557927e-10,5.546590069438309e-05,-1.9962718824606162e-06,3.856378502192199e-09,1.4893836857041141e-10,-1.1595010199043816e-10,-1.2828007562914832e-09,-2.9132851740579642e-09,3.527859697381303e-09,-1.5287382031451732e-09,-4.958443724671368e-10,8.284787443403585e-10,1.0040451845485899e-07,-3.649150595524766e-10,-1.5919596714551695e-10,1.3326589767503168e-09
commodities,6.098008587459702e-10,-5.410292710576603e-10,0.0,-2.353903638450007e-09,-3.1866057200495213e-10,-2.5381377728691468e-11,-3.850574999407047e-11,0.0,-1.4565849762912772e-10,-1.1700981809057592e-08,1.481118738939418e-07,-6.174993868824686e-08,-9.489772778361234e-09,-6.694896279474591e-11,-5.547144260524361e-11,-2.886649821725999e-11,-1.6540740139155796e-06,-2.507727197470775e-09,-6.511736013442731e-10,0.0,-4.087918379486061e-09,1.7230606132596605e-10,-2.7051463552883906e-09,3.2638627521855937e-11,1.416396001287336e-10,-1.9962718824606162e-06,1.277513175394977e-05,-1.677430787162476e-09,-6.478456528263004e-11,5.0435472229411123e-11,5.579871066015731e-10,1.2672081435915082e-09,-1.5345331029652798e-09,6.649639100543553e-10,2.1568023355202792e-10,-3.603680892517367e-10,-4.3673521758995176e-08,1.5872916915302444e-10,6.924637100071521e-11,-5.796742189903692e-10
congress,2.287185773628618e-09,-2.029243537676397e-09,0.0,-9.652984360449123e-06,-1.1952031822403828e-09,-9.519817039214678e-11,-1.444238759690318e-10,0.0,-5.463226868367924e-10,-4.3886981704487286e-08,-7.827080657023191e-09,-2.3160607149790138e-07,-3.559337935055016e-08,-2.5110609974906253e-10,-2.0805725762720654e-10,-1.0826984434356092e-10,5.602219831665596e-09,-9.405755810170361e-09,-2.4423629055228996e-09,0.0,-1.5332593628259565e-08,6.462699527600061e-10,-1.0146217688382245e-08,1.224180049406152e-10,5.312489704641406e-10,3.856378502192199e-09,-1.677430787162476e-09,0.00023103568218146904,-2.429880737948771e-10,1.8916879652574683e-10,2.09284744975895e-09,4.752929414053869e-09,-5.755587634759934e-09,1.4104116980462558e-07,8.089538654430711e-10,3.216161386272692e-06,-1.6380668577091968e-07,5.953469765413382e-10,2.597230101544671e-10,-2.174189504653347e-09
connecticut-primary,8.833409831221455e-11,-7.837203266271389e-11,0.0,-3.409800960987238e-10,-4.6160306093366856e-11,-3.676677530756112e-12,-5.577838497236566e-12,0.0,-2.1099694867664232e-11,-1.6949724859293496e-09,-4.919350845919363e-07,-8.9449286215801e-09,-1.3746627436505438e-09,-9.698045151286042e-12,-8.035442709426117e-12,-4.18152263133306e-12,2.1636503824168438e-10,-3.6326255961186615e-10,-9.432724158138056e-11,0.0,-5.92164767967644e-10,2.4959788663231875e-11,-3.9186016331357073e-10,4.727943050490828e-12,2.0517528277022866e-11,1.4893836857041141e-10,-6.478456528263004e-11,-2.429880737948771e-10,4.299059620146381e-06,7.305945700858102e-12,8.082849872146073e-11,1.8356433437668651e-10,-2.222883028722487e-10,9.632486829488718e-11,3.124285359939279e-11,-5.2201943910028847e-11,-6.326427897515681e-09,2.299307689039706e-11,1.003084147228176e-11,-8.397003499577414e-11
crypto-prices,-6.876903384161152e-11,6.101345991408534e-11,0.0,2.654566267836179e-10,3.593628861930594e-11,2.862332512225798e-12,4.3424065192107175e-12,0.0,1.6426336580396272e-11,1.319554084692528e-09,2.353375842006615e-10,2.167812088302454e-06,1.0701895479229576e-09,7.550031165192052e-12,6.255677503649107e-12,3.2553597856094305e-12,-1.6844248055144903e-10,2.828037613181617e-10,7.343475953722882e-11,0.0,4.6100656197619985e-10,-1.943146060307308e-11,3.05067299570405e-10,-3.680753886129584e-12,-1.5973113705671498e-11,-1.1595010199043816e-10,5.0435472229411123e-11,1.8916879652574683e-10,7.305945700858102e-12,6.5513612829691035e-06,-6.292584483396122e-11,-1.4290678417577477e-10,1.7305380498462714e-10,-7.498993315296173e-11,8.680001800470659e-07,4.0639767835274177e-11,4.925191319020438e-09,-1.7900354597047484e-11,-4.32528597235516e-07,6.53715641936542e-11
delaware-midterm,-7.608183788292655e-10,6.75015469397295e-10,0.0,2.9368491769735537e-09,3.9757703898317157e-10,3.1667089967238115e-11,4.804172028609448e-11,0.0,9.221210737152252e-08,1.4598736428455165e-08,2.6036305774125085e-09,7.704234517185439e-08,1.1839920257801295e-08,8.352891047504578e-11,6.920897605987594e-11,3.60153024731685e-11,-1.8635442119819602e-09,3.1287672254995365e-09,8.124371040243727e-10,0.0,5.100293628091898e-09,-2.1497775275368625e-10,3.375077346986535e-09,-4.072160168724125e-11,-2.1699404433266247e-07,-1.2828007562914832e-09,5.579871066015731e-10,2.09284744975895e-09,8.082849872146073e-11,-6.292584483396122e-11,6.512466102735205e-06,-1.5810329415232526e-09,2.3277731663157415e-06,-8.296425903170059e-10,-2.690935627313358e-10,4.496134459536712e-10,5.448929358803402e-08,-1.9803853572176361e-10,-8.639527309445287e-11,7.232308600685488e-10
