category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,elon-musk,epstein,extended,fdv,felix,fifa-world-cup,foreign-policy
bernie-sanders,-2.6874406383956275e-10,2.953908518327445e-10,0.0,1.3100590245723239e-09,1.7398211676428943e-10,-2.8584775471643128e-11,2.9829532339469246e-11,0.0,-5.919740286259119e-09,-3.6923856479092915e-10,1.0065911690574725e-05,1.7396244420164633e-06,2.0844384251462524e-09,8.532505118532475e-11,2.2212978220134194e-10,1.9120157954718216e-11,-1.3420526275716762e-07,1.3691674603425198e-09,2.1895631739263265e-10,0.0,2.1045953910665724e-09,3.6105487537497484e-09,1.956964393391779e-09,9.600979252343208e-10,2.8996689272765994e-11,8.517659737899984e-07,-3.334599221709739e-07,2.959004405764472e-09,3.537103988299828e-11,-3.303739590854274e-10,-2.4216295483040176e-10,2.422124140792826e-10,-3.314234766329443e-10,2.0549752196245902e-10,1.2198994193403113e-09,-1.144347234889397e-10,2.5060085386410605e-10,2.3850631884916183e-08,8.564846928712689e-11,-9.32143924660218e-11
best-of-2025,3.157694223560198e-08,-3.470789170925148e-08,0.0,-1.539295698410108e-07,-2.044258456392575e-08,-1.0742048972767271e-05,-3.504916187323596e-09,0.0,-8.176562719407641e-09,4.338486463656213e-08,1.7396244420164633e-06,0.0047660141567434765,-2.4491775112772605e-07,-1.0025539444612432e-08,-6.63846404335109e-08,-1.1231436034976983e-08,8.775697381232403e-08,-1.6087470431313845e-07,-2.5726971928780703e-08,0.0,-2.4728615822633607e-07,-4.2423295907305455e-07,-2.2993978257378127e-07,-9.257538347884498e-07,-3.4070586308312672e-09,7.39509711793677e-08,-2.1978622432102605e-08,-3.4767767466481057e-07,-4.1560333175039375e-09,3.881834364317478e-08,2.8453709923978864e-08,-1.041830256539874e-06,-4.913596422723163e-06,-2.414558776800279e-08,-1.433359790255613e-07,1.3445873377560161e-08,-2.372947665877358e-06,7.37629669122535e-05,-1.0063540487583724e-08,1.0952522799475029e-08
big-tech,1.0488024675834905e-06,-4.314489984608502e-09,0.0,-1.9134771797077047e-08,1.1073866386571627e-06,4.1751031462047345e-10,-4.3569128063951105e-10,0.0,-1.0164171957471026e-09,5.393112480760543e-09,2.0844384251462524e-09,-2.4491775112772605e-07,0.0007884452749462774,-1.2462609335775156e-09,-3.2444360231357723e-09,-2.7926975222131524e-10,1.0908947963898985e-08,-1.9998111851632304e-08,-3.1980842757858405e-09,0.0,-5.60121097301461e-08,-5.2735812027839613e-08,-2.8583496148032412e-08,-1.4023226707821996e-08,-4.235267432213766e-10,9.192742883326473e-09,-2.7321321373585523e-09,-4.321933057125498e-08,-5.166307499827126e-10,7.594782849173236e-07,3.5370413023173043e-09,-3.5377637059818103e-09,4.8407838689830794e-09,-3.0015045993062604e-09,-1.7817897183742693e-08,1.6714379112326713e-09,-3.6602855756120084e-09,-3.483632338496622e-07,-1.2509847906379632e-09,1.3614929515278186e-09
bitcoin,1.6067887823100217e-10,-1.7661067572647187e-10,0.0,-7.832687036032786e-10,-1.0402183756001403e-10,1.709049715052053e-11,-1.7834722471573218e-11,0.0,-4.160633780615706e-11,2.2076334465809752e-10,8.532505118532475e-11,-1.0025539444612432e-08,-1.2462609335775156e-09,1.1598043694079193e-05,-1.3280875386001428e-10,-1.1431714947935597e-11,4.465502708876588e-10,-8.186089340733684e-10,-1.3091137700903499e-10,0.0,-1.2583125436719413e-09,-2.1587041412648582e-09,-1.1700457266879704e-09,-5.740311261745748e-10,-1.733677551122393e-11,1.2284607167791872e-07,-1.1183794716738702e-10,-1.7691535277320166e-09,-2.114792389854054e-11,1.975266593210249e-10,1.4478634941860801e-10,-1.448159205150419e-10,1.981541533754113e-10,-1.2286452335516813e-10,-7.293633483612667e-10,6.841915962043064e-11,-1.4983126885605053e-10,-1.4260009027237725e-08,-5.1208200734336224e-11,5.573177618303141e-11
brazil,4.1830111708087354e-10,-4.5977693993225355e-10,0.0,5.177685298120035e-07,-2.708038002954605e-10,4.4492307440996545e-11,-4.6429776052834056e-11,0.0,-1.0831527935451273e-10,9.278744244389993e-07,2.2212978220134194e-10,-6.63846404335109e-08,-3.2444360231357723e-09,-1.3280875386001428e-10,5.724427846648757e-05,-5.635123017206482e-09,1.1625204208641866e-09,-2.1311141535538795e-09,-3.408063078629503e-10,0.0,3.393855709532633e-06,1.0231106944015534e-05,-3.046022227051163e-09,-1.0821448401048084e-05,1.0918276876544537e-06,9.7963170793246e-10,-2.911517602512351e-10,-4.605701166733035e-09,-5.5055152787314496e-11,5.14228274163379e-10,3.76927523808065e-10,-1.912981596534397e-07,5.158618520599778e-10,-3.198576436113394e-10,-1.8987779024618463e-09,1.4067807310515147e-07,-2.684620604006502e-06,-3.209934180283295e-05,-1.3331215531689745e-10,8.342099012986467e-09
bundesliga,3.600590317949021e-11,-3.9575997546667934e-11,0.0,-1.7551962906361173e-10,-2.330984789646071e-11,3.829742853979696e-12,-3.996513403717531e-12,0.0,-9.323401975384414e-12,2.3501614647610316e-08,1.9120157954718216e-11,-1.1231436034976983e-08,-2.7926975222131524e-10,-1.1431714947935597e-11,-5.635123017206482e-09,1.967341341833046e-08,1.0006570866918741e-10,-1.834388834836885e-10,-2.933541992310856e-11,0.0,-2.819703505264245e-10,1.5285368119952812e-07,-2.621909837466712e-10,-2.01324538720194e-08,-3.8849304113512104e-12,8.43232852771778e-11,-2.5061329415759562e-11,-5.763750208455287e-11,-4.73895579008969e-12,4.4262978738595e-11,3.244460837835572e-11,8.355628328330368e-09,4.440359143403726e-11,-2.7532231870327196e-11,-1.634401882368697e-10,1.5331782646460995e-11,-2.344951799994628e-08,-3.710071379957001e-07,-1.1475045991953228e-11,1.2488716372430166e-11
business,-1.4064771463933505e-09,1.5459336158749477e-09,0.0,6.856218709215521e-09,9.105387021913204e-10,-1.4959896364318277e-10,1.5611342227864925e-10,0.0,3.6419449720921447e-10,-1.93241701984351e-09,-1.3420526275716762e-07,8.775697381232403e-08,1.0908947963898985e-08,4.465502708876588e-10,1.1625204208641866e-09,1.0006570866918741e-10,4.175483361299939e-05,7.165563826953596e-09,1.145912032702747e-09,0.0,1.1014439826685629e-08,1.8895875263387534e-08,1.0241810205171408e-08,5.024690669810992e-09,1.517547223202446e-10,-6.288531702272397e-08,-1.5991677138677592e-06,1.5486005582134086e-08,1.8511500692830324e-10,-1.7290183700375708e-09,-1.26736440911823e-09,1.2676232550336013e-09,-1.7345110399935456e-09,1.075475171995655e-09,6.384366708188689e-09,-5.988962920391579e-10,1.3115243134706962e-09,1.2482273354771105e-07,4.4824288564688437e-10,-4.878392878537333e-10
california-midterm,2.5783317862933136e-09,-2.8339811930329685e-09,0.0,-1.25687123157882e-08,-1.6691852295859491e-09,2.7424246753452203e-10,-3.292784389919608e-08,0.0,-6.676356249055255e-10,3.5424764912911547e-09,1.3691674603425198e-09,-1.6087470431313845e-07,-1.9998111851632304e-08,-8.186089340733684e-10,-2.1311141535538795e-09,-1.834388834836885e-10,7.165563826953596e-09,0.0003328738075001483,-2.1006679175624677e-09,0.0,-2.0191497875512605e-08,-3.463962137341082e-08,-1.8775125403843767e-08,-9.21118391684225e-09,-2.781943704396718e-10,6.038271159898837e-09,-1.7946063432238369e-09,-1.574433832907436e-06,-3.3934991955396765e-10,3.169609285145131e-09,2.3233125040286114e-09,-2.3237870162900497e-09,3.179678361329529e-09,-1.9715441722152527e-09,-1.170372064792288e-08,1.0978872642314257e-09,-2.404265746222345e-09,-2.288230721582332e-07,-8.217118088315633e-10,8.942993106581628e-10
celebrities,4.123250437181096e-10,-4.5320832079315184e-10,0.0,-2.00997981820556e-09,-2.6693495244541183e-10,4.3856666553391086e-11,-4.57664554529653e-11,0.0,-1.0676782937337774e-10,5.665104009914212e-10,2.1895631739263265e-10,-2.5726971928780703e-08,-3.1980842757858405e-09,-1.3091137700903499e-10,-3.408063078629503e-10,-2.933541992310856e-11,1.145912032702747e-09,-2.1006679175624677e-09,1.899258102705881e-05,0.0,-3.2290104355512615e-09,-5.539544395759861e-09,-3.002505125254783e-09,-1.4730461887790847e-09,-4.448865214453967e-11,9.656361656876954e-10,-2.8699221056822183e-10,-4.539901657873139e-09,-5.426860544468929e-11,5.068817341563442e-10,3.7154253571516957e-10,-3.7161841938924995e-10,5.084919738858238e-10,1.2831554892087855e-07,2.398506129431109e-06,1.7557337524527638e-10,-3.8448852245901973e-10,-3.659322812251139e-08,-1.314075866035992e-10,1.4301572990894113e-10
champions-league,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
claude-5,3.1858172781971616e-06,-4.356212026638757e-09,0.0,-1.9319809137759353e-08,-6.169305871332473e-06,4.2154772876598216e-10,-4.3990450861959456e-10,0.0,-1.026246167679403e-09,5.44526503329861e-09,2.1045953910665724e-09,-2.4728615822633607e-07,-5.60121097301461e-08,-1.2583125436719413e-09,3.393855709532633e-06,-2.819703505264245e-10,1.1014439826685629e-08,-2.0191497875512605e-08,-3.2290104355512615e-09,0.0,0.001266873634034053,-5.3245778622675884e-08,-2.8859904676481514e-08,-1.415883431293444e-08,2.3010375593568002e-07,9.281638675486536e-09,-2.7585524401690776e-09,-4.363727075260429e-08,-5.216266799631865e-10,-1.5258969963649947e-06,3.5712452491112244e-09,6.725233464087869e-07,4.887595285572943e-09,-3.0305297915055667e-09,-1.799020006492474e-08,1.6876010737459865e-09,-1.2456149267638752e-06,-1.5435368002970998e-06,-1.2630820814416622e-09,1.3746588799108015e-09
climate-science,6.799162912786296e-09,-7.473320511207458e-09,0.0,-3.314419156342968e-08,-4.401707479193934e-09,-2.8004252141573877e-06,-7.546802972710349e-10,0.0,-1.760581552864602e-09,-3.005231560521657e-06,3.6105487537497484e-09,-4.2423295907305455e-07,-5.2735812027839613e-08,-2.1587041412648582e-09,1.0231106944015534e-05,1.5285368119952812e-07,1.8895875263387534e-08,-3.463962137341082e-08,-5.539544395759861e-09,0.0,-5.3245778622675884e-08,0.001415432114482461,-4.9510748386748194e-08,1.4494750540244828e-05,-7.336095595197379e-10,1.5923159907496688e-08,-4.732447917201516e-09,-2.1457562278549845e-07,-8.948791616944918e-10,8.358385066711645e-09,6.126666977531957e-09,-9.86826917322689e-07,2.5146003518462208e-06,-5.199039971467959e-09,-3.086317431836928e-08,1.062403029824238e-06,2.4826665502750515e-06,2.702229649927421e-06,-2.1668865447443304e-09,-5.501162809791805e-07
colombia-election,3.6852347475918154e-09,-4.050636935908612e-09,0.0,-1.7964582993105167e-08,-2.3857827145978796e-09,3.9197743129733534e-10,-4.0904653859609846e-10,0.0,-9.542581046828917e-10,5.0632961698856086e-09,1.956964393391779e-09,-2.2993978257378127e-07,-2.8583496148032412e-08,-1.1700457266879704e-09,-3.046022227051163e-09,-2.621909837466712e-10,1.0241810205171408e-08,-1.8775125403843767e-08,-3.002505125254783e-09,0.0,-2.8859904676481514e-08,-4.9510748386748194e-08,0.0005003543877416376,-1.3165634933899218e-08,-3.976259246302944e-10,8.63055981085823e-09,-2.5650483345299725e-09,-4.057624826612017e-08,-4.850361469308628e-10,4.5303534386081456e-09,3.320733202327794e-09,-3.32141142732703e-09,4.544745267320576e-09,-2.8179472977388478e-09,-1.672824197301619e-08,1.569220965506663e-09,-3.436440460272036e-09,-3.270590468810624e-07,-1.1744806958170319e-09,1.2782307195314691e-09
colorado-midterm,1.8079972467112502e-09,-4.1233192801574825e-06,0.0,-8.813527173831389e-09,-1.1704786464587853e-09,1.9230636990527142e-10,-2.0068057158143223e-10,0.0,-4.681644845137411e-10,-1.984586710645768e-06,9.600979252343208e-10,-9.257538347884498e-07,-1.4023226707821996e-08,-5.740311261745748e-10,-1.0821448401048084e-05,-2.01324538720194e-08,5.024690669810992e-09,-9.21118391684225e-09,-1.4730461887790847e-09,0.0,-1.415883431293444e-08,1.4494750540244828e-05,-1.3165634933899218e-08,0.00012548592540052582,-1.9507755304384821e-10,4.234202010008851e-09,-1.2584273849967963e-09,1.4269051898891677e-06,-2.3796150809102325e-10,2.222617310602691e-09,1.6291707036557548e-09,2.649679496822283e-07,2.229678024090218e-09,-1.3825010629290967e-09,-8.206971197504888e-09,7.698687816215961e-10,1.7265326779222813e-05,0.0002844339533558896,-5.762069473972613e-10,-6.993422036985126e-08
comex-gold-futures,4.265114208620374e-07,-6.001900749134192e-11,0.0,-2.661844194634556e-10,-3.535056656171845e-11,5.807999274608045e-12,-6.0609152715365185e-12,0.0,-1.413941195912218e-11,7.502375936412879e-11,2.8996689272765994e-11,-3.4070586308312672e-09,-4.235267432213766e-10,-1.733677551122393e-11,1.0918276876544537e-06,-3.8849304113512104e-12,1.517547223202446e-10,-2.781943704396718e-10,-4.448865214453967e-11,0.0,2.3010375593568002e-07,-7.336095595197379e-10,-3.976259246302944e-10,-1.9507755304384821e-10,0.00012076721682873572,1.2788053882342492e-10,-3.800677711720914e-11,-6.012254831004678e-10,-7.186866805598602e-12,6.712705218272281e-11,4.9203894128434215e-11,6.132749007838376e-08,6.73402984669914e-11,-4.1754026008559467e-11,-1.177771298051113e-06,-4.533037061818247e-08,1.774685355840517e-06,-6.028728664059898e-07,-1.7402489237126045e-11,-3.55097844912116e-08
comex-silver-futures,-1.1852089514824656e-09,1.302726009186164e-09,0.0,5.777592482267701e-09,7.672919700655869e-10,-1.260639259564638e-10,1.315535243538666e-10,0.0,3.068991055275193e-10,-1.6284075114826067e-09,8.517659737899984e-07,7.39509711793677e-08,9.192742883326473e-09,1.2284607167791872e-07,9.7963170793246e-10,8.43232852771778e-11,-6.288531702272397e-08,6.038271159898837e-09,9.656361656876954e-10,0.0,9.281638675486536e-09,1.5923159907496688e-08,8.63055981085823e-09,4.234202010008851e-09,1.2788053882342492e-10,5.332988200664335e-05,-1.8803293243664524e-06,1.3049733858611411e-08,1.5599255475123758e-10,-1.457007712283884e-09,-1.0679815497386359e-09,1.0681996737918684e-09,-1.4616362706758416e-09,9.062804925163548e-10,5.379972644060053e-09,-5.046774120394435e-10,1.1051941799397939e-09,1.0518551369897787e-07,3.7772492917446036e-10,-4.1109199131439924e-10
commodities,3.5225041175722735e-10,-3.8717710709890213e-10,0.0,-1.7171312520873051e-09,-2.2804325942320747e-10,3.7466870099448594e-11,-3.9098407975908686e-11,0.0,-9.121204843651253e-11,4.839713838736374e-10,-3.334599221709739e-07,-2.1978622432102605e-08,-2.7321321373585523e-09,-1.1183794716738702e-10,-2.911517602512351e-10,-2.5061329415759562e-11,-1.5991677138677592e-06,-1.7946063432238369e-09,-2.8699221056822183e-10,0.0,-2.7585524401690776e-09,-4.732447917201516e-09,-2.5650483345299725e-09,-1.2584273849967963e-09,-3.800677711720914e-11,-1.8803293243664524e-06,1.2166492037167573e-05,-3.8784503941421175e-09,-4.636181795071391e-11,4.3303045082765644e-10,3.1740980370931054e-10,-3.174746313394719e-10,4.3440608302953407e-10,-2.693513884257628e-10,-1.5989565187998323e-09,1.499928143245299e-10,-3.284695955667768e-10,-3.1261694796529264e-08,-1.1226186038020232e-10,1.2217872893170341e-10
congress,5.5722147481182576e-09,-6.124716719414449e-09,0.0,-2.716313102262722e-08,-3.6073939758589922e-09,5.926847468891679e-10,-1.8114248135753675e-09,0.0,-1.4428744567493219e-09,-4.822030058601213e-06,2.959004405764472e-09,-3.4767767466481057e-07,-4.321933057125498e-08,-1.7691535277320166e-09,-4.605701166733035e-09,-5.763750208455287e-11,1.5486005582134086e-08,-1.574433832907436e-06,-4.539901657873139e-09,0.0,-4.363727075260429e-08,-2.1457562278549845e-07,-4.057624826612017e-08,1.4269051898891677e-06,-6.012254831004678e-10,1.3049733858611411e-08,-3.8784503941421175e-09,0.00042341356816717415,-7.33393055371744e-10,6.8500662708925505e-09,5.021074583286165e-09,-5.0221000852154004e-09,6.871827261900779e-09,-4.260843220948358e-09,-2.5293736496173653e-08,2.3727216326632743e-09,-5.196028346978155e-09,-4.945256867902506e-07,-1.7758593693081726e-09,1.9327333412140176e-09
connecticut-primary,6.660856256528247e-11,-7.321300331031256e-11,0.0,-3.246998175726675e-10,-4.3121691858657196e-11,7.084773439141474e-12,-7.393288033006642e-12,0.0,-1.7247682989727097e-11,9.151625413788042e-11,3.537103988299828e-11,-4.1560333175039375e-09,-5.166307499827126e-10,-2.114792389854054e-11,-5.5055152787314496e-11,-4.73895579008969e-12,1.8511500692830324e-10,-3.3934991955396765e-10,-5.426860544468929e-11,0.0,-5.216266799631865e-10,-8.948791616944918e-10,-4.850361469308628e-10,-2.3796150809102325e-10,-7.186866805598602e-12,1.5599255475123758e-10,-4.636181795071391e-11,-7.33393055371744e-10,4.155146670519624e-06,8.188361152721153e-11,6.002040044108486e-11,-6.00326589796444e-11,8.21437358039328e-11,-5.09328256523568e-11,-3.0235364322309827e-10,2.8362793693949035e-11,-6.211174459088144e-11,-5.911409850065661e-09,-2.1228083491873628e-11,2.3103307302308735e-11
crypto-prices,-5.609547434190917e-08,6.838269341295162e-10,0.0,3.0327738342056372e-09,1.446703224664209e-07,-6.617347576024571e-11,6.90550757400122e-11,0.0,-5.181046114835242e-10,-8.547836676619091e-10,-3.303739590854274e-10,3.881834364317478e-08,7.594782849173236e-07,1.975266593210249e-10,5.14228274163379e-10,4.4262978738595e-11,-1.7290183700375708e-09,3.169609285145131e-09,5.068817341563442e-10,0.0,-1.5258969963649947e-06,8.358385066711645e-09,4.5303534386081456e-09,2.222617310602691e-09,6.712705218272281e-11,-1.457007712283884e-09,4.3303045082765644e-10,6.8500662708925505e-09,8.188361152721153e-11,5.5658924412453875e-06,-5.606048729471033e-10,5.607193706246889e-10,-7.672421082721629e-10,4.757247543142724e-10,2.824055229531034e-09,-2.6491526611566135e-10,5.801385267177109e-10,5.521397963993015e-08,1.9827536906479248e-10,-2.1579040725637915e-10
delaware-midterm,-4.5602635323054396e-10,5.012427475211901e-10,0.0,2.2230125977746147e-09,2.9522672650628e-10,-4.8504925950775684e-11,5.0617128642741255e-11,0.0,1.18083887004377e-10,-6.265534344015011e-10,-2.4216295483040176e-10,2.8453709923978864e-08,3.5370413023173043e-09,1.4478634941860801e-10,3.76927523808065e-10,3.244460837835572e-11,-1.26736440911823e-09,2.3233125040286114e-09,3.7154253571516957e-10,0.0,3.5712452491112244e-09,6.126666977531957e-09,3.320733202327794e-09,1.6291707036557548e-09,4.9203894128434215e-11,-1.0679815497386359e-09,3.1740980370931054e-10,5.021074583286165e-09,6.002040044108486e-11,-5.606048729471033e-10,4.097489009794094e-06,4.110053346729044e-10,2.2474368948622906e-06,3.487045786224372e-10,2.070022591613103e-09,-1.9418196216148448e-10,4.2523950807088847e-10,4.047165368168003e-08,1.4533515103835537e-10,-1.5817361268399068e-10
