category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,elon-musk,epstein,extended,fdv,fifa-world-cup,foreign-policy,formula1,france
bernie-sanders,2.578198092325175e-05,-1.7656744828955692e-05,0.0,-0.05703538017393423,-1.3596707077638829e-05,3.5042702800881616e-06,-3.9738181769229806e-05,-6.304205847291273e-05,-4.8267994569742966e-05,5.523048833260704e-07,1.0,-5.0756699147032606e-05,-2.9956223980087694e-05,-8.397549952417002e-06,-7.3731334202297444e-06,-1.1183700377811932e-05,-1.2612654096158607e-05,-3.358277246504064e-05,3.936244947223307e-05,0.0,9.279214062705674e-07,-3.255787582674592e-05,7.971904609885718e-06,6.456331469282596e-06,2.6016186311209292e-05,-1.4491433944706604e-05,0.0047586143114234794,1.4752169299241604e-06,5.184044061867269e-05,5.353640987422226e-05,-9.640866803500801e-05,2.4948790263612333e-05,-3.235030228729216e-05,-4.0624486468842323e-05,3.527883798562788e-06,-1.6924760883176085e-05,9.94401787830075e-06,0.0004842992140317222,-3.692179481432987e-05,-6.982413039030957e-05
best-of-2025,4.802825592572497e-05,-3.289206760274829e-05,0.0,-5.1872734711782794e-05,-2.53287801746469e-05,6.52796968340039e-06,-7.402672314889111e-05,-0.00011743861448950944,-8.991658178314951e-05,1.028867423506582e-06,-5.0756699147032606e-05,0.9999999999999999,-5.580429200404934e-05,-1.5643471285792976e-05,-1.3735125316220637e-05,-2.0833683243390964e-05,-2.349562590385177e-05,-6.25600490298909e-05,7.33267859728706e-05,0.0,1.7285889285237473e-06,-6.065080868920736e-05,1.4850553026115587e-05,1.2027250391313828e-05,4.846454809216322e-05,-2.6995532278876962e-05,-0.00011871842264966196,2.748124609481023e-06,9.657155347169146e-05,9.973090905768133e-05,-0.00017959598200104185,4.647613724426021e-05,-6.0264127964169986e-05,-7.567778592284886e-05,0.00025360166835172444,-3.152848299743026e-05,1.852432662217465e-05,0.0020482850511765963,-6.878018472895448e-05,-0.00013007267417347988
big-tech,0.008125131205775087,-1.9412652139213243e-05,0.0,-7.195231705770922e-05,0.00780819363216234,3.852758852672184e-06,-4.3690017996170116e-05,-6.931139137649378e-05,-5.306809364448659e-05,6.07229853445046e-07,-2.9956223980087694e-05,-5.580429200404934e-05,0.9999999999999998,-9.23265967918383e-06,-0.004518404550977365,-0.00023003667338503507,-1.3866942570264872e-05,-3.692247274622464e-05,4.3276920313120976e-05,0.0,1.0202002490814455e-06,-3.5795653385659005e-05,8.764685256418572e-06,7.098393170587378e-06,-0.002108553320721303,-1.593256111996278e-05,-7.006672457469515e-05,1.6219225779121197e-06,0.01356161818983186,5.886043615277835e-05,-0.00010599620450420169,2.7429868380236582e-05,-3.556743731561039e-05,-4.466446288902383e-05,3.878720660713363e-06,-1.8607874710044535e-05,1.0932918938772415e-05,4.569169946666869e-06,-4.059355028513211e-05,-7.676791885032416e-05
bitcoin,7.946136865507944e-06,-5.441898022804719e-06,0.0,-2.017020493256674e-05,-4.190573861673467e-06,1.0800338167266197e-06,-1.2247508524062174e-05,-1.9429881140642817e-05,-1.4876439953024716e-05,1.7022315730751594e-07,-8.397549952417002e-06,-1.5643471285792976e-05,-9.23265967918383e-06,0.9999999999999998,-2.2724369961799488e-06,-0.0010314951658441868,-3.8872837577427025e-06,-1.0350380256846785e-05,1.2131705930552013e-05,0.0,2.85990068668766e-07,-1.003450193139426e-05,2.456981304016107e-06,1.9898739998573646e-06,8.018320150139716e-06,-4.466333205539461e-06,-1.9641621721395687e-05,4.5466931599986727e-07,1.5977485886382472e-05,1.6500192185188602e-05,-2.9713638897954288e-05,7.689343291877918e-06,-9.970526717113441e-06,-1.2520672113339876e-05,1.0873116225027032e-06,-5.216296870052562e-06,3.0647965836779383e-06,1.280863465759744e-06,-1.1379483825863368e-05,-2.152014999344425e-05
brazil,-0.011287412689470542,-4.7780412630799016e-06,0.0,-1.7709643041587835e-05,-0.007006500394328153,9.482805668567971e-07,-1.0753435814610832e-05,-1.7059631297332806e-05,-1.30616640821678e-05,1.4945764623649448e-07,-7.3731334202297444e-06,-1.3735125316220637e-05,-0.004518404550977365,-2.2724369961799488e-06,1.0,-3.026389201223376e-06,-3.4130742836344514e-06,-9.087738092213441e-06,1.0651759971398012e-05,0.0,2.51102160166448e-07,-8.81039374162123e-06,2.1572543263412664e-06,1.7471294095935467e-06,7.040165835046514e-06,-3.921485529737077e-06,-1.7245541659429144e-05,3.992042378962761e-07,-0.02230583929247341,1.4487334892936184e-05,-2.6088874164075685e-05,6.751320840746418e-06,-8.754222859260744e-06,-1.0993276196711865e-05,9.546705536141348e-07,-4.579961179195887e-06,2.690922262488878e-06,1.1246110210312291e-06,-9.99130138872168e-06,-1.8894908398769972e-05
bundesliga,1.0582516849375945e-05,-7.247418273010212e-06,0.0,-2.6862302671980386e-05,-5.580928097552552e-06,1.4383688900472376e-06,-1.6311003385980864e-05,-2.5876353255978317e-05,-1.9812165222698776e-05,2.267000255409161e-07,-1.1183700377811932e-05,-2.0833683243390964e-05,-0.00023003667338503507,-0.0010314951658441868,-3.026389201223376e-06,1.0,-5.177011994744741e-06,-1.3784443348940953e-05,1.6156779652139106e-05,0.0,3.8087623856307195e-07,-1.3363762487532329e-05,3.2721618678900013e-06,2.650077073683236e-06,1.107743600180683e-05,-5.948179247668187e-06,-2.6158345411590565e-05,6.055201135972862e-07,-0.00015446449206316467,2.1974648155840946e-05,-3.957207000282252e-05,1.0240523958269757e-05,0.00029247342202988724,-1.667479755855673e-05,1.4480613360181056e-06,-6.946966866162562e-06,4.081638919091352e-06,1.7058300703318271e-06,-1.515498428514708e-05,-2.8660134322033283e-05
business,1.1934656685971302e-05,-8.173428890226973e-06,0.0,-3.029452867855752e-05,-6.294009429080506e-06,1.6221508677783459e-06,-1.8395078258426675e-05,-2.9182603419451094e-05,-2.2343587400247068e-05,2.556657375592159e-07,-1.2612654096158607e-05,-2.349562590385177e-05,-1.3866942570264872e-05,-3.8872837577427025e-06,-3.4130742836344514e-06,-5.177011994744741e-06,0.9999999999999999,-1.5545696861946096e-05,1.822114918820357e-05,0.0,0.100901559874562,-1.50712651434118e-05,-0.027382038528643494,2.988680340975685e-06,1.204307197444715e-05,-6.708184663246693e-06,-2.950062602345791e-05,6.828880856124343e-07,2.39972973013606e-05,2.4782373160163476e-05,-4.4628236983602386e-05,1.1548966986394871e-05,-1.4975177921181135e-05,0.00042616579903346656,1.6330817282495104e-06,-7.834588476120045e-06,4.603154420521157e-06,1.9237858577297582e-06,-1.7091353323494326e-05,-3.232207125920566e-05
california-midterm,3.1777519376780676e-05,-2.176277891925081e-05,0.0,-8.066297987649193e-05,-1.675858902798386e-05,4.319180014074479e-06,-0.00560306777811654,0.015034711060810316,-5.949260211169834e-05,6.807420726914893e-07,-3.358277246504064e-05,-6.25600490298909e-05,-3.692247274622464e-05,-1.0350380256846785e-05,-9.087738092213441e-06,-1.3784443348940953e-05,-1.5545696861946096e-05,1.0,4.8516093644823735e-05,0.0,1.1437073262791298e-06,-4.012913255312255e-05,9.82575210045398e-06,7.957736024192874e-06,3.20661886716719e-05,-1.7861382503774105e-05,-0.004191133230588767,1.8182751246000803e-06,6.38958120077983e-05,6.598617488724936e-05,-0.00011882827489834616,3.0750572207358646e-05,-3.9873288279878385e-05,-5.0071614348735806e-05,4.348284800207966e-06,-2.086057384471488e-05,1.2256475627354443e-05,5.1223209832788285e-06,-4.5507870540689404e-05,-8.606156613993486e-05
celebrities,-3.724650792675532e-05,2.5508206223182018e-05,0.0,9.454527534835415e-05,1.964278305272967e-05,-5.062521423521542e-06,5.7408641588420477e-05,9.107510154554174e-05,6.973142396243265e-05,-7.978994428714336e-07,3.936244947223307e-05,7.33267859728706e-05,4.3276920313120976e-05,1.2131705930552013e-05,1.0651759971398012e-05,1.6156779652139106e-05,1.822114918820357e-05,4.8516093644823735e-05,0.9999999999999999,0.0,-1.3405421451883992e-06,4.703545408978062e-05,-1.151678798954009e-05,-0.01618786378215234,-3.7584857910996006e-05,2.0935369974021602e-05,9.206760864085504e-05,-2.1312047060186016e-06,-7.489243701551771e-05,-7.734255644227598e-05,-0.02799826283059286,-3.604282064604594e-05,4.67355783934299e-05,5.868906123957198e-05,-0.08725767187799142,-0.0010182954517158583,-1.4365844960884986e-05,-0.0035925569229939064,5.333988599695551e-05,0.00010087297146806815
champions-league,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
climate-science,-0.016560803743685126,6.013246357228907e-07,0.0,2.2287887576533067e-06,4.6305448765924286e-07,-1.1934272540396533e-07,1.353338223334773e-06,2.1469836718888706e-06,1.643832684501156e-06,-1.8809499485400367e-08,9.279214062705674e-07,1.7285889285237473e-06,1.0202002490814455e-06,2.85990068668766e-07,2.51102160166448e-07,3.8087623856307195e-07,0.100901559874562,1.1437073262791298e-06,-1.3405421451883992e-06,0.0,1.0,1.1088030671053422e-06,-0.030698122215212058,-2.1987921366500304e-07,-8.860168682305768e-07,4.935256369351715e-07,2.170380807785498e-06,-5.0240533665291003e-08,-1.7654972291179365e-06,-1.8232557856738107e-06,3.2833292743522447e-06,-8.49665233445879e-07,1.1017338658333308e-06,0.02952435990088354,-1.20146916127245e-07,5.763959195967929e-07,-3.386571526189038e-07,-1.4153421356509306e-07,1.2574223070018156e-06,2.377956422792819e-06
colombia-election,3.080771639769406e-05,-2.1098611034436946e-05,0.0,-7.820126481123896e-05,-1.6247141631101814e-05,4.187365016334926e-06,-4.748442866942111e-05,-7.533097880810339e-05,-5.767697572257365e-05,6.599668295940822e-07,-3.255787582674592e-05,-6.065080868920736e-05,-3.5795653385659005e-05,-1.003450193139426e-05,-8.81039374162123e-06,-1.3363762487532329e-05,-1.50712651434118e-05,-4.012913255312255e-05,4.703545408978062e-05,0.0,1.1088030671053422e-06,0.9999999999999999,9.525884651839974e-06,7.714877668527235e-06,3.1087575931861544e-05,-1.7316279478033562e-05,-7.615191152951056e-05,1.7627840520668365e-06,6.194580615298167e-05,6.397237424329863e-05,-0.0001152018113714195,2.981211013982862e-05,-3.865641438543489e-05,-4.854350259818244e-05,4.215581567361872e-06,-2.0223939926874603e-05,1.188242608511174e-05,4.965995308814259e-06,-4.411903751382912e-05,-8.343509419170869e-05
colorado-midterm,-7.543372229740783e-06,5.166065361961948e-06,0.0,1.9147840810162436e-05,3.978166879057845e-06,-1.0252903062417573e-06,1.162672091453115e-05,1.8445041698150216e-05,1.4122400094337094e-05,-1.6159508191527044e-07,7.971904609885718e-06,1.4850553026115587e-05,8.764685256418572e-06,2.456981304016107e-06,2.1572543263412664e-06,3.2721618678900013e-06,-0.027382038528643494,9.82575210045398e-06,-1.151678798954009e-05,0.0,-0.030698122215212058,9.525884651839974e-06,1.0,-1.8890135578165217e-06,-7.611896771157403e-06,4.239948850827871e-06,1.8646049816155342e-05,-4.316235612449719e-07,-1.5167637479234667e-05,-1.5663849443043698e-05,2.8207548183613346e-05,-7.299594713082278e-06,9.465152139555821e-06,1.1886038702332764e-05,-1.0321992229785574e-06,4.951899220668651e-06,-2.909451703440356e-06,-1.2159405332725685e-06,1.0802693652737304e-05,2.042936141020246e-05
comex-gold-futures,0.007500347179238925,4.183922412650259e-06,0.0,1.5507562275416957e-05,3.2218604296232464e-06,-8.303679475956315e-07,9.416314895688161e-06,1.4938375331327172e-05,1.1437529751397365e-05,-1.3087354449252533e-07,6.456331469282596e-06,1.2027250391313828e-05,7.098393170587378e-06,1.9898739998573646e-06,1.7471294095935467e-06,2.650077073683236e-06,2.988680340975685e-06,7.957736024192874e-06,-0.01618786378215234,0.0,-2.1987921366500304e-07,7.714877668527235e-06,-1.8890135578165217e-06,1.0,-6.1647662722437035e-06,3.4338739025813368e-06,1.5101168929763629e-05,-3.495657459188846e-07,-1.2284052552564788e-05,-1.2685927521491583e-05,0.005187305007433464,-5.9118373043059725e-06,7.66569127588242e-06,-0.005864925906268785,-0.0009663889088533288,0.007940032784480104,-2.356323301710139e-06,-0.0007941509588884047,8.74894700780878e-06,1.6545447471423394e-05
comex-silver-futures,-2.461767757486772e-05,1.6859373704250676e-05,0.0,6.248867972615473e-05,1.2982685539703537e-05,-3.3460189171340143e-06,3.794362229645656e-05,6.019510578965702e-05,4.6088232360446297e-05,-5.273630285127379e-07,2.6016186311209292e-05,4.846454809216322e-05,-0.002108553320721303,8.018320150139716e-06,7.040165835046514e-06,1.107743600180683e-05,1.204307197444715e-05,3.20661886716719e-05,-3.7584857910996006e-05,0.0,-8.860168682305768e-07,3.1087575931861544e-05,-7.611896771157403e-06,-6.1647662722437035e-06,0.9999999999999998,1.383700692007221e-05,6.0851092646500305e-05,0.03558328406688091,-4.949934825754911e-05,-5.111872825919849e-05,9.205489338360648e-05,-2.3822113452835915e-05,3.088937632561052e-05,3.8789901850891794e-05,-3.3685660591070692e-06,1.6160445843707443e-05,-9.494950238906486e-06,-3.968202958392353e-06,3.525442218463549e-05,6.667090220921943e-05
commodities,1.3712442099727722e-05,-9.39094214123759e-06,0.0,-3.480719901491317e-05,-7.231564521907077e-06,1.8637863188459756e-06,-2.1135207503298574e-05,-3.352964146668677e-05,-2.5671886220766164e-05,2.9374968341466255e-07,-1.4491433944706604e-05,-2.6995532278876962e-05,-1.593256111996278e-05,-4.466333205539461e-06,-3.921485529737077e-06,-5.948179247668187e-06,-6.708184663246693e-06,-1.7861382503774105e-05,2.0935369974021602e-05,0.0,4.935256369351715e-07,-1.7316279478033562e-05,4.239948850827871e-06,3.4338739025813368e-06,1.383700692007221e-05,0.9999999999999999,-3.389503668990332e-05,7.846110349837392e-07,2.757193260378579e-05,2.847395329369542e-05,-5.127605525258873e-05,1.326930009631329e-05,-1.7205879111605315e-05,-2.1606598817735326e-05,1.8763454393338378e-06,-9.00162808874731e-06,5.288839899492437e-06,2.2103528304593424e-06,-1.9637279816343194e-05,-3.713676416064224e-05
congress,6.030329315004424e-05,-4.129860551311861e-05,0.0,-0.00015307183874780793,-3.180229693051669e-05,8.196384855229603e-06,-0.0002726792127316081,-0.001940086585541336,-0.00011289741602745053,1.2918248363690717e-06,0.0047586143114234794,-0.00011871842264966196,-7.006672457469515e-05,-1.9641621721395687e-05,-1.7245541659429144e-05,-2.6158345411590565e-05,-2.950062602345791e-05,-0.004191133230588767,9.206760864085504e-05,0.0,2.170380807785498e-06,-7.615191152951056e-05,1.8646049816155342e-05,1.5101168929763629e-05,6.0851092646500305e-05,-3.389503668990332e-05,0.9999999999999999,3.4504888995923317e-06,0.00012125326199570143,0.00012522008407564084,-0.0002254970317458075,5.835448476531372e-05,-7.566640314142026e-05,-9.501947596242894e-05,8.251616178648547e-06,-3.9586516647839036e-05,2.3258764599566268e-05,9.720482590249182e-06,-8.635898936323815e-05,-0.00016331658208917297
connecticut-primary,-1.3959161538687685e-06,9.559907520227769e-07,0.0,3.5433463290081233e-06,7.361677562945353e-07,-1.8973202664512947e-07,2.151548014178931e-06,3.4132919443756972e-06,2.613378449673858e-06,-2.9903493870036696e-08,1.4752169299241604e-06,2.748124609481023e-06,1.6219225779121197e-06,4.5466931599986727e-07,3.992042378962761e-07,6.055201135972862e-07,6.828880856124343e-07,1.8182751246000803e-06,-2.1312047060186016e-06,0.0,-5.0240533665291003e-08,1.7627840520668365e-06,-4.316235612449719e-07,-3.495657459188846e-07,0.03558328406688091,7.846110349837392e-07,3.4504888995923317e-06,1.0,-2.806801723214717e-06,-2.8986267419082133e-06,5.219863341132305e-06,-1.3508046356916433e-06,1.7515453789127019e-06,2.1995352906860444e-06,-1.9101053553813035e-07,9.16358878222094e-07,-5.38399870514342e-07,-2.250122333676817e-07,1.999060117396537e-06,3.780494285205584e-06
crypto-prices,-0.004771351957414478,3.3594368941250445e-05,0.0,0.0001245163550080789,0.011196480728253458,-6.667352889761228e-06,7.560731903542863e-05,0.00011994612776427073,-0.00018770462559305727,-1.0508354851507943e-06,5.184044061867269e-05,9.657155347169146e-05,0.01356161818983186,1.5977485886382472e-05,-0.02230583929247341,-0.00015446449206316467,2.39972973013606e-05,6.38958120077983e-05,-7.489243701551771e-05,0.0,-1.7654972291179365e-06,6.194580615298167e-05,-1.5167637479234667e-05,-1.2284052552564788e-05,-4.949934825754911e-05,2.757193260378579e-05,0.00012125326199570143,-2.806801723214717e-06,0.9999999999999999,-0.00010186033283752878,0.0001834306603214469,-4.746848147112419e-05,6.155086913970941e-05,7.729363479530576e-05,-6.712280834254949e-06,3.2201669495695975e-05,-1.891985236226477e-05,-7.907130867167508e-06,7.02487581364176e-05,0.00013284994601538104
delaware-midterm,-5.0658542379505724e-05,3.469341470946125e-05,0.0,0.0001285899297575743,2.6715920850485255e-05,-6.885476528027404e-06,7.808082595490182e-05,0.00012387018671482559,9.484089898925689e-05,0.0012129624697424812,5.353640987422226e-05,9.973090905768133e-05,5.886043615277835e-05,1.6500192185188602e-05,1.4487334892936184e-05,2.1974648155840946e-05,2.4782373160163476e-05,6.598617488724936e-05,-7.734255644227598e-05,0.0,-1.8232557856738107e-06,6.397237424329863e-05,-1.5663849443043698e-05,-1.2685927521491583e-05,-5.111872825919849e-05,2.847395329369542e-05,0.00012522008407564084,-2.8986267419082133e-06,-0.00010186033283752878,1.0,0.00018943162707092136,0.06329093587224958,6.356451679523928e-05,7.982230983545053e-05,-6.93187429823209e-06,3.325515285328834e-05,-1.953881870481531e-05,-8.165814062958457e-06,7.254695878089952e-05,0.00013719615568016667
democratic-primary,9.122618806298458e-05,-6.247609635355006e-05,0.0,-0.00023156546880465589,-4.811018054021404e-05,1.239940486134416e-05,-0.00014060839057139217,-0.00022306612898549436,-0.00017079002436432554,1.9542590348037313e-06,-9.640866803500801e-05,-0.00017959598200104185,-0.00010599620450420169,-2.9713638897954288e-05,-2.6088874164075685e-05,-3.957207000282252e-05,-4.4628236983602386e-05,-0.00011882827489834616,-0.02799826283059286,0.0,3.2833292743522447e-06,-0.0001152018113714195,2.8207548183613346e-05,0.005187305007433464,9.205489338360648e-05,-5.127605525258873e-05,-0.0002254970317458075,5.219863341132305e-06,0.0001834306603214469,0.00018943162707092136,0.9999999999999998,8.827805122141163e-05,-0.00011446733938482608,-0.00014374446453905193,1.2482958226905374e-05,-5.9886066312970796e-05,3.5185614626276445e-05,1.4705043895938498e-05,-0.00013064297143736104,-0.0002470636088546722
