category_a,category_b,correlation,abs_correlation
ligue-1,nba-champion,-1.630162671546746e-05,1.630162671546746e-05
primaries,south-dakota-primary,-1.6205191663193547e-05,1.6205191663193547e-05
grooming-gangs,taylor-swift,-1.606872999663214e-05,1.606872999663214e-05
airdrops,grooming-gangs,-1.4729701480327182e-05,1.4729701480327182e-05
roland-garros,south-dakota-primary,1.4713626783691675e-05,1.4713626783691675e-05
grooming-gangs,serie-a,-1.4281625079184334e-05,1.4281625079184334e-05
ligue-1,primaries,-1.3959300946739905e-05,1.3959300946739905e-05
ligue-1,roland-garros,1.26744532592032e-05,1.26744532592032e-05
grooming-gangs,nba-champion,-1.229928344794648e-05,1.229928344794648e-05
grooming-gangs,roland-garros,9.562646471028425e-06,9.562646471028425e-06
league-of-legends,prediction-markets,-8.257669311681632e-06,8.257669311681632e-06
prediction-markets,uefa-europa-league,-7.5422219443870606e-06,7.5422219443870606e-06
ligue-1,south-dakota-primary,-7.520975541270719e-06,7.520975541270719e-06
prediction-markets,ufc,-6.259585184111246e-06,6.259585184111246e-06
la-liga,prediction-markets,-6.010943361690044e-06,6.010943361690044e-06
colombia-election,prediction-markets,-5.808449279692817e-06,5.808449279692817e-06
best-of-2025,prediction-markets,-5.795133117877259e-06,5.795133117877259e-06
grooming-gangs,south-dakota-primary,-5.674440447061715e-06,5.674440447061715e-06
grooming-gangs,ligue-1,-4.88801512201873e-06,4.88801512201873e-06
new-mexico-primary,prediction-markets,4.741539717793376e-06,4.741539717793376e-06
prediction-markets,taylor-swift,-4.406872937726614e-06,4.406872937726614e-06
airdrops,prediction-markets,-4.039642389165948e-06,4.039642389165948e-06
prediction-markets,serie-a,-3.9167567742680466e-06,3.9167567742680466e-06
nba-champion,prediction-markets,-3.373096653658681e-06,3.373096653658681e-06
prediction-markets,primaries,-2.8884277705971903e-06,2.8884277705971903e-06
prediction-markets,south-dakota-primary,-1.5562236746862662e-06,1.5562236746862662e-06
ligue-1,prediction-markets,-1.3405453676138076e-06,1.3405453676138076e-06
grooming-gangs,prediction-markets,-1.011417310609331e-06,1.011417310609331e-06
