category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,epstein,extended,fdv,fifa-world-cup,foreign-policy,formula1,france
bernie-sanders,-2.0850381038591216e-10,2.302843278498324e-10,0.0,9.71764812669621e-10,1.356350562936113e-10,-1.9324600477557728e-11,2.7346487953543562e-11,2.4765547342601843e-09,8.024391193144999e-11,7.327678677523465e-10,2.541952113223106e-05,1.0309439063114689e-07,1.830805453206849e-06,1.0041562293262159e-07,-5.357673285344648e-09,-9.676373134012193e-08,4.792387760152635e-10,1.0603054161092188e-09,-1.8030503691538446e-10,0.0,-5.066973184726273e-10,3.5573657755966124e-11,1.1514216392491402e-09,7.620010366019232e-10,-3.176586340773133e-10,-4.3081243017227034e-10,4.1103728139272224e-11,4.977486218751013e-10,-1.2961543888211288e-11,4.829238292842118e-08,-1.9353315764604174e-10,-5.438845841817546e-10,-8.537738066523763e-10,1.1626758276659825e-09,8.372214572358385e-11,8.798921114268169e-11,-1.406240851378198e-10,4.5942553798438595e-07,8.972116669474321e-11,1.3529827324834681e-09
best-of-2025,-9.228036431314332e-07,-5.192543589870019e-08,0.0,-2.1911743608444083e-07,-3.0583537694252105e-08,4.357388593200053e-09,-6.1661960262103386e-09,-5.584235162859276e-07,4.7011814185065106e-07,-1.6522744426799307e-07,1.0309439063114689e-07,0.03782593246709975,-2.4031017949327762e-05,-3.0907592385448964e-08,-1.220359737339695e-07,-1.5806859386699672e-08,-1.0806068557291682e-07,-2.390819272474666e-07,4.065590448112279e-08,0.0,1.1425214809906577e-07,-8.021291343344527e-09,-2.596271794934911e-07,-1.7181905668638683e-07,7.162694567824388e-08,9.714131845681151e-08,-9.268233842145657e-09,-1.1223436001990293e-07,1.115856706241098e-07,3.3007681342132243e-07,4.363863431546389e-08,1.2263728224977062e-07,1.925123497688591e-07,-2.621648191352519e-07,-1.8878005948830188e-08,-1.984016101150194e-08,3.170848397203191e-08,3.495677314316263e-08,-2.023068931118127e-08,-3.050759849946533e-07
big-tech,1.175302069848384e-06,-4.548906229106817e-09,0.0,-1.9195691912052847e-08,1.2414182055366982e-06,3.8172721655938356e-10,-5.401870398978326e-10,-4.892046003558998e-08,-1.5850928034967419e-09,-1.4474681578338805e-08,1.830805453206849e-06,-2.4031017949327762e-05,0.0006819019636051078,-2.707646784191647e-09,-2.780891291295523e-07,-1.7780283296481207e-08,-9.466611444209705e-09,-2.0944672862152123e-08,3.561643613449123e-09,0.0,1.0009011945332508e-08,-7.027018940853212e-10,-2.2744531145535172e-08,-1.5052137044449373e-08,6.274848804414743e-09,8.510024826636783e-09,-8.11939773401249e-10,-9.832244459351362e-09,2.5603499935247644e-10,8.498965493497812e-07,3.822944420815308e-09,1.0743588137325416e-08,1.686496438377592e-08,-2.2966840011581698e-08,-1.6537998645072747e-09,-1.7380890588529518e-09,2.7778085587439177e-09,3.0623735814300396e-09,-1.7723011282235234e-09,-2.6726054860676277e-08
bitcoin,4.13986839902326e-10,-4.572323210263265e-10,0.0,-1.9294508008308025e-09,-2.693050464211925e-10,3.8369228213482404e-11,-5.4296782919028796e-11,-4.917229408824494e-09,-1.5932525866272899e-10,-1.454919473132454e-09,1.0041562293262159e-07,-3.0907592385448964e-08,-2.707646784191647e-09,1.908338785784882e-05,-1.5695719135944498e-10,-1.229394218497191e-08,-9.51534391980732e-10,-2.105249240932303e-09,3.5799783377062254e-10,0.0,1.006053660473709e-09,-7.063192816909801e-11,-2.286161605131759e-09,-1.5129622838128387e-09,6.307150638924511e-10,4.948188449908413e-08,-8.161194986838228e-11,-9.882859150363546e-10,2.573530231703396e-11,4.040919812402447e-10,3.842624276357852e-10,1.0798894267699733e-09,1.6951782298520713e-09,-2.3085069324891963e-09,-1.6623133396843348e-10,-1.747036440199112e-10,2.792108235941265e-10,3.078138150062207e-10,-1.781424627375422e-10,-2.6863635960735152e-09
brazil,-1.453279647738641e-07,-2.636915382193169e-10,0.0,-1.1127381556218839e-09,-9.93830811142807e-08,2.212800876628438e-11,-3.1313626683563413e-11,-2.8358270554445396e-09,-9.188484847190736e-11,-8.390700661632359e-10,-5.357673285344648e-09,-1.220359737339695e-07,-2.780891291295523e-07,-1.5695719135944498e-10,5.522141800452144e-06,-8.027154695873552e-11,-5.487616599954413e-10,-1.2141232917006644e-09,2.0646178129808404e-10,0.0,5.802035968629707e-10,-4.073430711218588e-11,-1.3184576910965442e-09,-8.725440734173954e-10,3.637411830436169e-10,4.933101329857107e-10,-4.706662151433959e-11,-5.699567181765175e-10,1.484186734500173e-11,-1.2433397618251564e-07,2.2160889762936448e-10,6.22785597073572e-10,9.776302645932216e-10,-1.3313445179281433e-09,-9.586766756992683e-11,-1.007537536295004e-10,1.6102433746535857e-10,1.7752003660186108e-10,-1.0273696294259687e-10,-1.5492591321516073e-09
bundesliga,2.1172246885724643e-10,-2.3383921061805957e-10,0.0,-9.867658768739407e-10,-1.3772884499772784e-10,1.9622912958834233e-11,-2.7768633740470937e-11,-2.514785133313438e-09,-8.148263148498017e-11,-7.440795531393582e-10,-9.676373134012193e-08,-1.5806859386699672e-08,-1.7780283296481207e-08,-1.229394218497191e-08,-8.027154695873552e-11,8.214640606082743e-06,-4.866367508693467e-10,-1.0766732753031093e-09,1.8308839292898012e-10,0.0,5.145191688910526e-10,-3.6122805777202364e-11,-1.1691960530902744e-09,-7.73763992334487e-10,3.2256230778802337e-10,4.374628509744994e-10,-4.1738243463162785e-11,-5.054323319014251e-10,1.3161630318091014e-11,-9.979355128799321e-10,1.965207152172295e-10,5.52280491772427e-10,8.66953452100051e-10,-1.1806239716121687e-09,-8.501455852444239e-11,-8.934749432851789e-11,1.4279488912487977e-10,1.574231221380401e-10,-9.110618595509561e-11,-1.373868630565824e-09
business,1.4474016992367202e-09,-1.5985987345772477e-09,0.0,-6.745843342206134e-09,-9.415579053068047e-10,1.3414843362582535e-10,-1.8983515485329532e-10,-1.719186581763764e-08,-5.570410165071053e-10,-5.08676294676747e-09,4.792387760152635e-10,-1.0806068557291682e-07,-9.466611444209705e-09,-9.51534391980732e-10,-5.487616599954413e-10,-4.866367508693467e-10,0.000494314379757368,-7.3604787276833625e-09,1.251650108116745e-09,0.0,-5.415414544488931e-07,-2.4694691472905825e-10,-7.992993672885884e-09,-5.289695153083728e-09,2.205137862419725e-09,2.990634283035474e-09,-2.8533582117096324e-10,-3.4552951323107074e-09,8.99770637946495e-11,1.412806794614562e-09,1.343477707755313e-09,3.775563956726814e-09,5.926767746954594e-09,1.847076647612735e-07,-5.811863858015876e-10,-6.108077041215177e-10,9.761909837779892e-10,1.0761942070274846e-09,-6.228306758093085e-10,-9.392200086943194e-09
california-midterm,3.202344922393375e-09,-3.53686508957214e-09,0.0,-1.4925032342829895e-08,-2.0831764801636195e-09,2.968005049982772e-10,-4.2000617006102435e-10,-3.8036630906690774e-08,-1.2324411887295046e-09,-1.1254352888067706e-08,1.0603054161092188e-09,-2.390819272474666e-07,-2.0944672862152123e-08,-2.105249240932303e-09,-1.2141232917006644e-09,-1.0766732753031093e-09,-7.3604787276833625e-09,0.0002707683750637576,2.769248765186942e-09,0.0,7.782205907882319e-09,-5.463647022802192e-10,-1.7684325447859915e-08,-1.1703336000931533e-08,4.878819777965563e-09,4.444447232205235e-06,3.2719857941775594e-06,-7.644765670899154e-09,1.990723055850456e-10,3.1258044449185624e-09,2.972415341261225e-09,8.353353510896201e-09,1.311284532184411e-08,-1.785717501384906e-08,-1.2858622955308987e-09,-1.3513988209935444e-09,2.159801416452824e-09,2.3810563827590296e-09,-1.3779993855476284e-09,-2.0780039345253783e-08
celebrities,-4.802644026701393e-07,6.0144424507433e-10,0.0,2.5380031702676334e-09,3.5424435870130947e-10,-5.0470954120510835e-11,7.142208918957174e-11,6.468132705511947e-09,2.0957674143108653e-10,1.9138037796580498e-09,-1.8030503691538446e-10,4.065590448112279e-08,3.561643613449123e-09,3.5799783377062254e-10,2.0646178129808404e-10,1.8308839292898012e-10,1.251650108116745e-09,2.769248765186942e-09,5.917580011609289e-06,0.0,-1.3233648552438986e-09,9.290936961859571e-11,3.0072212253715785e-09,1.9901534007288645e-09,-8.296437675453256e-10,-1.125172777726138e-09,1.0735251057374214e-10,1.2999931298652743e-09,-3.385226450983167e-11,-5.315433433315959e-10,-5.054595116571061e-10,-1.420488559490828e-09,-2.229840594888743e-09,3.036614310517484e-09,2.1866100572660975e-10,2.2980549811838883e-10,-3.6727443640945814e-10,-4.0489886448598317e-10,2.3432892665231145e-10,3.5336476682327946e-09
champions-league,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
claude-5,-1.5303322612037806e-09,1.6901923063465938e-09,0.0,7.132354273902277e-09,9.955055594050715e-10,-1.4183462398570006e-10,2.0071198060345905e-10,1.81768937433834e-08,5.889573287250597e-10,5.378214939666834e-09,-5.066973184726273e-10,1.1425214809906577e-07,1.0009011945332508e-08,1.006053660473709e-09,5.802035968629707e-10,5.145191688910526e-10,-5.415414544488931e-07,7.782205907882319e-09,-1.3233648552438986e-09,0.0,0.00026043624614191714,2.6109602511445753e-10,8.450961531733553e-09,5.59277438251323e-09,-2.3314837982035766e-09,-7.459558631062015e-08,8.68049281230074e-07,3.6532702813213017e-09,-9.513240420126394e-11,-1.4937552013285233e-09,-1.4204538238901693e-09,-3.991889280124763e-09,-6.266348790809134e-09,1.591702285168882e-07,6.14486135005716e-10,6.458046411731852e-10,-1.0321229803443602e-09,-1.1378560044549475e-09,6.585164829921791e-10,9.930337102899827e-09
climate-science,1.0743991358998924e-10,-1.186631948812904e-10,0.0,-5.007406210456149e-10,-6.989137848842373e-11,9.957772002476408e-12,-1.4091369828111367e-11,-1.2761437124689688e-09,-4.1348879658748394e-11,-3.7758790233676966e-10,3.5573657755966124e-11,-8.021291343344527e-09,-7.027018940853212e-10,-7.063192816909801e-11,-4.073430711218588e-11,-3.6122805777202364e-11,-2.4694691472905825e-10,-5.463647022802192e-10,9.290936961859571e-11,0.0,2.6109602511445753e-10,7.173586589519628e-07,-5.93315974406464e-10,-3.926514598293038e-10,1.6368629490854388e-10,2.2199330643182854e-10,-2.1180337142695718e-11,-2.564848518826312e-10,6.678953026156873e-12,1.0487195089848837e-10,9.972568700687997e-11,2.8025824861070217e-10,4.399410439662924e-10,-5.99115144353487e-10,-1.2525841988821358e-07,3.437734573836778e-08,7.246217480589618e-11,1.417328370367808e-08,-4.62324135901177e-11,-6.971783757703594e-10
colombia-election,3.4775350422270847e-09,-3.840801845737781e-09,0.0,-1.620759919258625e-08,-2.262192045040029e-09,3.2230574210296996e-10,-4.560989555263919e-10,-4.1305268505372584e-08,-1.3383497172090792e-09,-1.2221483785886717e-08,1.1514216392491402e-09,-2.596271794934911e-07,-2.2744531145535172e-08,-2.286161605131759e-09,-1.3184576910965442e-09,-1.1691960530902744e-09,-7.992993672885884e-09,-1.7684325447859915e-08,3.0072212253715785e-09,0.0,8.450961531733553e-09,-5.93315974406464e-10,0.0004619332379868656,-1.270904978711025e-08,5.2980759892366844e-09,7.185313878812445e-09,-6.855493657690782e-10,-8.301710513525516e-09,2.1617937336104848e-10,3.394417139871988e-09,3.2278467060208193e-09,9.071190099204866e-09,1.423968379893879e-08,-1.9391712439093952e-08,-1.3963615102542332e-09,-1.4675298476332218e-09,2.3454016640885326e-09,2.5856699416298853e-09,-1.4964163035342406e-09,-2.2565750021696462e-08
colorado-midterm,2.301403080043526e-09,-4.622066229918334e-06,0.0,-1.0726051139383933e-08,-1.4970994330427738e-09,2.1329919571901864e-10,-3.0184240512521e-10,-2.733547498615927e-08,-8.857084469198015e-10,-8.088073904649408e-09,7.620010366019232e-10,-1.7181905668638683e-07,-1.5052137044449373e-08,-1.5129622838128387e-09,-8.725440734173954e-10,-7.73763992334487e-10,-5.289695153083728e-09,-1.1703336000931533e-08,1.9901534007288645e-09,0.0,5.59277438251323e-09,-3.926514598293038e-10,-1.270904978711025e-08,0.00014392440965872833,-8.888426682219008e-08,4.755179542687701e-09,-4.53690732873912e-10,-2.5250788069727718e-06,1.4306566854215662e-10,2.2463963600063254e-09,2.136161465216155e-09,3.5623157043695924e-07,9.42370148849312e-09,-1.2833270173480634e-08,-9.241001575917193e-10,-8.250621536080426e-08,1.552166850406615e-09,-7.737970576770926e-08,-9.903155678268676e-10,-1.4933821218999428e-08
comex-gold-futures,-9.593957537486608e-10,1.0596151978473655e-09,0.0,4.47141485420339e-09,6.241022493867947e-10,-8.891894880359781e-11,1.6824240286526903e-08,1.804604052737499e-06,3.692290717791551e-10,3.371709991792854e-09,-3.176586340773133e-10,7.162694567824388e-08,6.274848804414743e-09,6.307150638924511e-10,3.637411830436169e-10,3.2256230778802337e-10,2.205137862419725e-09,4.878819777965563e-09,-8.296437675453256e-10,0.0,-2.3314837982035766e-09,1.6368629490854388e-10,5.2980759892366844e-09,-8.888426682219008e-08,7.77300138417347e-05,-1.982312051777056e-09,1.8913199795760216e-10,2.2903078527789508e-09,-5.964039767597712e-11,-9.364648668957728e-10,-8.90510774414666e-10,-2.502594842883345e-09,-3.928498780180716e-09,5.349860273461325e-09,3.8523358855294144e-10,4.0486778342195216e-10,-6.470584393940084e-10,-7.133445766822236e-10,4.1283709007036444e-10,6.225525979776815e-09
comex-silver-futures,-1.3011439697520888e-09,1.4370627757625328e-09,0.0,6.064186182890885e-09,8.464149180621118e-10,-1.2059293944176011e-10,1.7065260260133124e-10,1.5454654052987007e-08,5.007528731761611e-10,4.572753325656153e-09,-4.3081243017227034e-10,9.714131845681151e-08,8.510024826636783e-09,4.948188449908413e-08,4.933101329857107e-10,4.374628509744994e-10,2.990634283035474e-09,4.444447232205235e-06,-1.125172777726138e-09,0.0,-7.459558631062015e-08,2.2199330643182854e-10,7.185313878812445e-09,4.755179542687701e-09,-1.982312051777056e-09,5.9230678377582665e-05,-2.108294338574409e-06,3.1061428402985336e-09,-8.088501902006719e-11,-1.2700448273668919e-09,-1.2077213387714143e-09,-3.3940489895095958e-09,-5.327876924656274e-09,7.255544343022626e-09,5.224583898075204e-10,5.490865191846733e-10,-8.775483768873441e-10,-9.674464272735205e-10,5.598945879594351e-10,8.443132623291104e-09
commodities,1.241418869491914e-10,-1.3710987315381313e-10,0.0,4.208943832468471e-08,-8.075627871538398e-11,1.1505748328450656e-11,-1.628193081796693e-11,-1.47452546442663e-09,-4.7776731873217087e-11,-4.3628548384861856e-10,4.1103728139272224e-11,-9.268233842145657e-09,-8.11939773401249e-10,-8.161194986838228e-11,-4.706662151433959e-11,-4.1738243463162785e-11,-2.8533582117096324e-10,3.2719857941775594e-06,1.0735251057374214e-10,0.0,8.68049281230074e-07,-2.1180337142695718e-11,-6.855493657690782e-10,-4.53690732873912e-10,1.8913199795760216e-10,-2.108294338574409e-06,1.368882816970747e-05,-2.963564696086825e-10,7.717223551354143e-12,1.2117472396954703e-10,1.1522845233830388e-10,3.238255379502267e-10,5.083316759988145e-10,8.25924450310433e-08,-4.984765089099771e-11,-5.2388235410192276e-11,8.37267158197245e-11,9.230387089820378e-11,-5.341943109889781e-11,-8.055576016058375e-10
congress,1.503305319083202e-09,-1.6603421027051733e-09,0.0,-6.3815606508786165e-06,-9.779241022164854e-10,1.3932970641300474e-10,-1.9716723988265022e-10,-1.7855874663026485e-08,-5.785558518442181e-10,-5.283231185111519e-09,4.977486218751013e-10,-1.1223436001990293e-07,-9.832244459351362e-09,-9.882859150363546e-10,-5.699567181765175e-10,-5.054323319014251e-10,-3.4552951323107074e-09,-7.644765670899154e-09,1.2999931298652743e-09,0.0,3.6532702813213017e-09,-2.564848518826312e-10,-8.301710513525516e-09,-2.5250788069727718e-06,2.2903078527789508e-09,3.1061428402985336e-09,-2.963564696086825e-10,0.00020596087991951986,9.345228672133054e-11,1.4673742405450466e-09,1.3953674264742e-09,3.921389191183132e-09,6.155679852847301e-09,-2.7455988806854286e-06,-6.036337981467434e-10,-6.343991934147111e-10,1.013894829008789e-09,1.1177605198641243e-09,-6.468865335214836e-10,-9.754959080152053e-09
connecticut-primary,-3.914658326379818e-11,4.3235874672200396e-11,0.0,1.8244881031955502e-10,2.5465477176949527e-11,-3.6281930782657946e-12,5.134302177330804e-12,4.649730665960045e-10,1.5065791718734196e-11,1.3757714209114051e-10,-1.2961543888211288e-11,1.115856706241098e-07,2.5603499935247644e-10,2.573530231703396e-11,1.484186734500173e-11,1.3161630318091014e-11,8.99770637946495e-11,1.990723055850456e-10,-3.385226450983167e-11,0.0,-9.513240420126394e-11,6.678953026156873e-12,2.1617937336104848e-10,1.4306566854215662e-10,-5.964039767597712e-11,-8.088501902006719e-11,7.717223551354143e-12,9.345228672133054e-11,5.02843153052529e-06,-3.82109257231277e-11,-3.633584372426124e-11,-1.0211431206538194e-10,-1.6029600297813772e-10,2.1829234685116898e-10,1.5718829994169005e-11,1.651997138056266e-11,-2.6402167171692278e-11,-2.9106865188603244e-11,1.684514597618835e-11,2.54022461717253e-10
crypto-prices,-6.279370305348036e-08,6.788834279744121e-10,0.0,2.8647847353304113e-09,1.621066756433619e-07,-5.696936104569128e-11,8.061806749205797e-11,7.300939596103061e-09,-5.247441177422826e-10,2.1602163143885506e-09,4.829238292842118e-08,3.3007681342132243e-07,8.498965493497812e-07,4.040919812402447e-10,-1.2433397618251564e-07,-9.979355128799321e-10,1.412806794614562e-09,3.1258044449185624e-09,-5.315433433315959e-10,0.0,-1.4937552013285233e-09,1.0487195089848837e-10,3.394417139871988e-09,2.2463963600063254e-09,-9.364648668957728e-10,-1.2700448273668919e-09,1.2117472396954703e-10,1.4673742405450466e-09,-3.82109257231277e-11,5.741194586689646e-06,-5.705401436398176e-10,-1.6033841051158645e-09,-2.5169445701614087e-09,3.4275947428933725e-09,2.4681478681978687e-10,2.5939419257509165e-10,-4.145629963858292e-10,-4.5703177203269663e-10,2.645000368731369e-10,3.9886238199307905e-09
