category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,elon-musk,epstein,extended,fdv,felix,fifa-world-cup,foreign-policy
bernie-sanders,-2.6929313217874063e-10,2.9599436196096483e-10,0.0,1.3127355932101008e-09,1.7433757790648542e-10,7.704002209419066e-10,2.989047676200337e-11,0.0,-5.925713641448389e-09,7.703641816602118e-09,1.0076189557215458e-05,1.7414178598994967e-06,2.088697120679443e-09,8.549937795361009e-11,2.2258361336265767e-10,1.9159222160354033e-11,5.611588304082163e-10,4.184003637302155e-09,2.1940366487939942e-10,5.6825487975365746e-11,2.1088952690974217e-09,-6.04480990358195e-10,1.4799718098048123e-09,9.620594918108364e-10,2.905593212184339e-11,8.526350442541085e-07,-3.3380021731896167e-07,2.7309894821421963e-11,3.544330610479181e-11,-3.310489428541207e-10,-2.426577155686487e-10,2.42707275867203e-10,-1.1945733166119667e-09,2.0591737191739486e-10,-6.411267786315532e-10,-1.146685239408472e-10,2.5111285399041513e-10,2.3899360875057942e-08,5.828629165297733e-11,-2.3502195109382997e-10
best-of-2025,3.1641456774013266e-08,-3.47788030595683e-08,0.0,-1.542440618229216e-07,-2.0484350606288276e-08,-9.05206348650706e-08,-3.5120770469252493e-09,0.0,-8.193268173840778e-09,-9.051640031455009e-07,1.7414178598994967e-06,0.004770878582899008,-2.4541814016303157e-07,-1.0046022525106296e-08,-6.647909841639657e-08,-1.1245200182179702e-08,-6.593514930016763e-08,-4.916128724149579e-07,-2.577953445071125e-08,-6.676892228508109e-09,-2.477913861307634e-07,-1.3583142691052802e-06,-1.7389401529784935e-07,-9.26814389085521e-07,-3.4140195586273648e-09,7.410205967727324e-08,-2.2023526738241823e-08,-3.2088633286104724e-09,-4.16452446807477e-09,3.889765301719134e-08,2.8511843417341505e-08,-1.0429231255755306e-06,1.403602076857976e-07,-2.4194919379591257e-08,7.53312388199618e-08,1.3473344508490746e-08,-2.3754007078877903e-06,7.383542004101518e-05,-6.848534022884213e-09,2.7614654879293664e-08
big-tech,1.0498773812904894e-06,-4.323304876429227e-09,0.0,-1.9173865860109138e-08,1.108514762113658e-06,-1.1252494844614795e-08,-4.3658143718637535e-10,0.0,-1.01849382766833e-09,3.2983828033435747e-07,2.088697120679443e-09,-2.4541814016303157e-07,0.0007892503025907906,-1.2488071569664463e-09,-3.2510646982903463e-09,-2.798403254903454e-10,-8.196307158969108e-09,-6.11117158053617e-08,-3.2046182501434917e-09,-8.299952324828137e-10,-5.6100718739179564e-08,8.829072270198892e-09,-2.1616524382148375e-08,-1.4051877423630424e-08,-4.243920465218008e-10,9.211524485403218e-09,-2.7377141295098496e-09,-3.988893594933826e-10,-5.176862731588993e-10,7.602586980242719e-07,3.5442677964236e-09,-3.544991676024123e-09,1.7447983166796292e-08,-3.0076369436708652e-09,9.364322043516034e-09,1.6748528095002511e-09,-3.667763868874035e-09,-3.4907497132772416e-07,-8.513317863992261e-10,3.4327395309171564e-09
bitcoin,1.6100715965815576e-10,-1.7697150725151174e-10,0.0,-7.848689921457383e-10,-1.0423436354766458e-10,-4.6061312581684493e-10,-1.787116041668423e-11,0.0,-4.1691343303474724e-11,4.255383871610633e-06,8.549937795361009e-11,-1.0046022525106296e-08,-1.2488071569664463e-09,1.1609886070292924e-05,-1.3308009411164882e-10,-1.145507097169686e-11,-3.35510187987723e-10,-2.501565993128005e-09,-1.3117884074879233e-10,-3.3975283146209575e-11,-1.260883389586365e-09,3.614119919713194e-10,-8.848575362576041e-10,-5.752039234918358e-10,-1.7372196105818668e-11,1.229718908475984e-07,-1.1206644217127475e-10,-1.6328261178388324e-11,-2.119113101272183e-11,1.9793022408529313e-10,1.450821609773069e-10,-1.4511179249013794e-10,7.14221172872095e-10,-1.2311554664781168e-10,3.8332207276540116e-10,6.855894612883602e-11,-1.5013738763974328e-10,-1.4289143510664084e-08,-3.484868028428928e-11,1.821913290151055e-08
brazil,4.1915574395657664e-10,-4.607163056514033e-10,0.0,5.182951243335695e-07,-2.7135707686178393e-10,-1.1991307581467265e-09,-4.652463626913833e-11,0.0,-1.0853657723061265e-10,-1.1990746628731351e-08,2.2258361336265767e-10,-6.647909841639657e-08,-3.2510646982903463e-09,-1.3308009411164882e-10,5.7302728597036126e-05,-5.640907294899915e-09,-8.734457694279314e-10,-1.8455763136498892e-07,-3.415026058602709e-10,1.5033944786341614e-07,3.3973177299025533e-06,-7.603901663646551e-06,-2.3035815282571412e-09,-1.0832499397615947e-05,1.092942475330632e-06,9.816331837871901e-10,-2.917466095333553e-10,-4.250795105183203e-11,-5.5167635425514354e-11,5.152788888650422e-10,3.7769762070449127e-10,-1.914938739999419e-07,1.8593577310497802e-09,-3.205111415998764e-10,9.97916172958327e-10,1.4082189747361083e-07,-2.6873621914287194e-06,-3.213215545719202e-05,-9.072282587607122e-11,3.658125254062634e-10
bundesliga,3.607946648420761e-11,-3.965685487588231e-11,0.0,-1.758782314820058e-10,-2.3357472016181645e-11,-1.0321699898550913e-10,-4.004678640730486e-12,0.0,-9.342450525759943e-12,-1.0321217049974397e-09,1.9159222160354033e-11,-1.1245200182179702e-08,-2.798403254903454e-10,-1.145507097169686e-11,-5.640907294899915e-09,1.969349875601496e-08,-7.518316954547728e-11,-5.605661673601283e-10,-2.939535482945184e-11,-7.613388697544196e-12,-2.8254644136113633e-10,-4.2633873660542715e-08,-1.9828427437940827e-10,-2.015314200552036e-08,-3.892867674256153e-12,8.449556534743977e-11,-2.5112531970053812e-11,-3.658936367685395e-12,-4.7486379038007045e-12,4.435341199273315e-11,3.251089563688404e-11,8.364126853969376e-09,1.6004703718556657e-10,-2.7588482700992573e-11,8.589714834023264e-11,1.536310685996817e-11,-2.3473495941741607e-08,-3.713892285285792e-07,-7.809104855991431e-12,3.1487868030420404e-11
business,-3.5566763346482246e-08,-1.1615186730214286e-09,0.0,-5.151337661136041e-09,-6.841223285679372e-10,1.330833848866735e-07,-1.1729394666361162e-10,0.0,-2.736331656005423e-10,-3.023004817042021e-08,5.611588304082163e-10,-6.593514930016763e-08,-8.196307158969108e-09,-3.35510187987723e-10,-8.734457694279314e-10,-7.518316954547728e-11,0.00044151017419078744,-1.6418550409271363e-08,-1.0748919583121496e-05,-2.2299027910418953e-10,2.605671318955351e-06,2.3720585525210593e-09,-5.807593365107149e-09,-3.7752410447705664e-09,-1.140190897488423e-10,2.4748098971971262e-09,-7.35526680099922e-10,-1.0716742232246392e-10,-1.3908393930745355e-10,1.2990772062739891e-09,9.522190420061937e-10,-9.524135227789199e-10,4.687654198362462e-09,-8.080453661245266e-10,2.515861181345111e-09,4.499735430186044e-10,-9.853980562780262e-10,-9.378406313468577e-08,-2.2872265433568711e-10,9.222553529631879e-10
california-midterm,7.879057810302064e-09,-8.660290258965071e-09,0.0,-3.8408404792431846e-08,-5.100820224117944e-09,-1.4289747516400492e-06,-8.74544376530853e-10,0.0,-2.0402105395481065e-09,-2.2539542219954827e-07,4.184003637302155e-09,-4.916128724149579e-07,-6.11117158053617e-08,-2.501565993128005e-09,-1.8455763136498892e-07,-5.605661673601283e-10,-1.6418550409271363e-08,0.0009482706449422515,-6.419377075793713e-09,-1.662616871191931e-09,-6.935214863624934e-06,-1.1160020104232309e-06,-4.330145129482294e-08,-3.919877416338877e-08,4.881247947758801e-06,1.8452197578310675e-08,-5.484091380389442e-09,-7.990409497276835e-10,-1.0370106936202733e-09,9.685927515803079e-09,7.099750942820081e-09,-7.10120099263884e-09,3.495117808642129e-08,-6.024791142484764e-09,1.8758276201479337e-08,3.068860561761728e-06,-4.4601537309303325e-06,-6.99254542588374e-07,-1.7053574956271364e-09,6.8763414958876355e-09
celebrities,4.1316746093736225e-10,-4.5413426623152964e-10,0.0,-2.014086388095127e-09,-2.674803246070059e-10,-1.346813990637186e-08,-4.5859960445507626e-11,0.0,-1.0698596566973042e-10,-1.1819440412701657e-08,2.1940366487939942e-10,-2.577953445071125e-08,-3.2046182501434917e-09,-1.3117884074879233e-10,-3.415026058602709e-10,-2.939535482945184e-11,-1.0748919583121496e-05,-6.419377075793713e-09,1.901197346115853e-05,-8.718544878345703e-11,-3.235607594839943e-09,9.274349997363669e-10,-2.270671331157719e-09,-1.4760557548802586e-09,-4.457954646976799e-11,9.67609047388554e-10,-2.875785615155166e-10,-5.957081310008923e-07,-5.4379481095791885e-11,5.079173392147653e-10,3.7230163059566146e-10,-3.723776693069021e-10,1.8327939525783942e-09,-3.1593214810071703e-10,9.836594090722021e-10,1.7593208747199986e-10,-3.852740671570302e-10,-3.66679913850126e-08,-8.94267110894287e-11,3.605863321220464e-10
champions-league,1.0701025708123657e-10,-1.1762064821992695e-10,0.0,-5.216478124509001e-10,-6.927732942818584e-11,-3.061374979429698e-10,-1.1877716957370616e-11,0.0,-2.7709335252171966e-11,-3.061231768469798e-09,5.6825487975365746e-11,-6.676892228508109e-09,-8.299952324828137e-10,-3.3975283146209575e-11,1.5033944786341614e-07,-7.613388697544196e-12,-2.2299027910418953e-10,-1.662616871191931e-09,-8.718544878345703e-11,9.852739356931703e-06,-8.380214641110651e-10,-3.418028387747925e-08,-5.881032410995312e-10,2.2464716676695258e-07,-1.1546090094983671e-11,2.5061047324555144e-10,-7.448276717873404e-11,-1.0852259179644552e-11,-1.4084270428275002e-11,1.3155044911347578e-10,9.642601842705452e-11,2.3101018795418186e-08,4.746931222448802e-10,-8.182633819173828e-11,2.5476751244247933e-10,4.556636155834831e-11,-9.978587587624812e-11,-9.496999535879682e-09,-2.3161493216087803e-11,9.339175939173766e-11
claude-5,3.1890742749679195e-06,-4.365112160351169e-09,0.0,-1.9359281248751622e-08,-6.175607794118722e-06,-1.1361308879303209e-08,-4.408032731708538e-10,0.0,-1.028342881075899e-09,-2.0147002869635643e-06,2.1088952690974217e-09,-2.477913861307634e-07,-5.6100718739179564e-08,-1.260883389586365e-09,3.3973177299025533e-06,-2.8254644136113633e-10,2.605671318955351e-06,-6.935214863624934e-06,-3.235607594839943e-09,-8.380214641110651e-10,0.0012681671704909163,8.914451289655089e-09,6.0422135331957085e-05,-1.4187762087301116e-08,2.3033827121497327e-07,9.300601899677033e-09,-2.7641884113796437e-09,-4.0274670501538864e-10,-5.226924102746322e-10,-1.5274500664403173e-06,3.5785416249630267e-09,6.73206390001143e-07,1.7616708900224186e-08,-3.036721436953205e-09,9.454877042896126e-09,1.6910489948108486e-09,-1.2468905653437847e-06,-1.5454723380018587e-06,-8.595643470727486e-10,3.4659348572473605e-09
climate-science,1.2184081779714213e-07,1.25118935984091e-09,0.0,-6.157035683696471e-07,7.369374235778086e-10,3.2565368910263128e-09,1.2634918529334624e-10,0.0,2.947579864630433e-10,3.256384550402347e-08,-6.04480990358195e-10,-1.3583142691052802e-06,8.829072270198892e-09,3.614119919713194e-10,-7.603901663646551e-06,-4.2633873660542715e-08,2.3720585525210593e-09,-1.1160020104232309e-06,9.274349997363669e-10,-3.418028387747925e-08,8.914451289655089e-09,0.00012826208292110737,6.25594679920471e-09,1.1007742256712203e-05,4.1068628412548415e-06,-2.6658683006341306e-09,7.923102550097842e-10,1.1544088067276915e-10,1.4982139248229439e-10,-1.399367583022823e-09,-1.02573153688257e-09,1.5374196735889634e-07,-5.04954693526225e-09,8.70427473829545e-10,-4.2397515567144894e-08,-8.707487458670687e-08,4.903311043989502e-06,4.110164922822679e-05,2.463803278469543e-10,-9.934546137620954e-10
colombia-election,2.7869917088760333e-09,-3.0633303790000198e-09,0.0,-1.3585876418841256e-08,-1.8042694971087817e-09,-7.97309241015522e-09,-3.093451000256531e-10,0.0,-7.216662188526898e-10,-7.972719429313435e-08,1.4799718098048123e-09,-1.7389401529784935e-07,-2.1616524382148375e-08,-8.848575362576041e-10,-2.3035815282571412e-09,-1.9828427437940827e-10,-5.807593365107149e-09,-4.330145129482294e-08,-2.270671331157719e-09,-5.881032410995312e-10,6.0422135331957085e-05,6.25594679920471e-09,0.0004125387021399446,-9.956629065989123e-09,-3.007081586600464e-10,6.5269379790632915e-09,-1.9398407240878005e-09,-2.8263791884251883e-10,-3.668129203668142e-10,3.4261202708809957e-09,2.5113341581088176e-09,-2.5118470718250724e-09,1.236298119490216e-08,-2.1310978249024605e-09,6.63520455173931e-09,1.1867373776174838e-09,-2.5988388058814143e-09,-2.4734132678145135e-07,-6.032215165077286e-10,2.4323094458555647e-09
colorado-midterm,1.8116911480063573e-09,-4.127531513731475e-06,0.0,-8.831534004042223e-09,-1.1728700398063883e-09,-5.182929283826535e-09,-2.010905800726726e-10,0.0,-4.691209867423283e-10,-5.1826868266680544e-08,9.620594918108364e-10,-9.26814389085521e-07,-1.4051877423630424e-08,-5.752039234918358e-10,-1.0832499397615947e-05,-2.015314200552036e-08,-3.7752410447705664e-09,-3.919877416338877e-08,-1.4760557548802586e-09,2.2464716676695258e-07,-1.4187762087301116e-08,1.1007742256712203e-05,-9.956629065989123e-09,0.00012561404886316118,-1.9547611406314283e-10,4.242852866262769e-09,-1.260998465542311e-09,-1.8372950806675717e-10,-2.384476848949052e-10,2.2271583180501797e-09,1.6324992462093136e-09,2.6523683544030347e-07,8.03658780987414e-09,-1.3853256371791007e-09,4.31323183105025e-09,7.71441692915949e-10,1.72829541840358e-05,0.0002847242166828447,-3.921257025141082e-10,1.5811290282042888e-09
comex-gold-futures,4.269469751959774e-07,-6.014163173198902e-11,0.0,-2.6672825821844716e-10,-3.5422790954668384e-11,-1.137669556555323e-07,-6.073298267591031e-12,0.0,-1.4168300051870269e-11,-1.5652649126832374e-09,2.905593212184339e-11,-3.4140195586273648e-09,-4.243920465218008e-10,-1.7372196105818668e-11,1.092942475330632e-06,-3.892867674256153e-12,-1.140190897488423e-10,4.881247947758801e-06,-4.457954646976799e-11,-1.1546090094983671e-11,2.3033827121497327e-07,4.1068628412548415e-06,-3.007081586600464e-10,-1.9547611406314283e-10,0.00012089052874930113,1.281418102877378e-10,-3.808442838767969e-11,3.8996406595476686e-08,-7.201550222093131e-12,6.726419879929399e-11,4.930442211795159e-11,6.139005951447612e-08,2.427194491428644e-10,-4.183933324620652e-11,1.3026738198166997e-10,-4.537663239054747e-08,1.7764973839007429e-06,-6.034933953227342e-07,-1.1842903575584057e-11,4.775294886692918e-11
comex-silver-futures,-1.18763044017058e-09,1.3053875958126503e-09,0.0,5.789396624332589e-09,7.688596167017772e-10,3.397601513644819e-09,1.3182230005851191e-10,0.0,3.075261280550439e-10,3.3974425740254283e-08,8.526350442541085e-07,7.410205967727324e-08,9.211524485403218e-09,1.229718908475984e-07,9.816331837871901e-10,8.449556534743977e-11,2.4748098971971262e-09,1.8452197578310675e-08,9.67609047388554e-10,2.5061047324555144e-10,9.300601899677033e-09,-2.6658683006341306e-09,6.5269379790632915e-09,4.242852866262769e-09,1.281418102877378e-10,5.338433277628082e-05,-1.882248431369528e-06,1.2044147633981769e-10,1.5631126159723048e-10,-1.4599845103323037e-09,-1.0701635322814991e-09,1.0703821019818123e-09,-5.268280042441412e-09,9.081321052282583e-10,-2.8274827217126187e-09,-5.057085134691619e-10,1.1074521912395578e-09,1.0540041718181755e-07,-3.178602586164692e-08,-1.036488457648576e-09
commodities,3.529700910900486e-10,-3.879681448175668e-10,0.0,-1.7206395059676023e-09,-2.285091723513877e-10,-1.009785262481738e-09,-3.9178289546596944e-11,0.0,-9.139840287065484e-11,-1.0097380247805222e-08,-3.3380021731896167e-07,-2.2023526738241823e-08,-2.7377141295098496e-09,-1.1206644217127475e-10,-2.917466095333553e-10,-2.5112531970053812e-11,-7.35526680099922e-10,-5.484091380389442e-09,-2.875785615155166e-10,-7.448276717873404e-11,-2.7641884113796437e-09,7.923102550097842e-10,-1.9398407240878005e-09,-1.260998465542311e-09,-3.808442838767969e-11,-1.882248431369528e-06,1.2178914641172468e-05,-3.5795848133177516e-11,-4.6456539322498915e-11,4.3391517105943507e-10,3.180583005403586e-10,-3.18123260619186e-10,1.5657608828225598e-09,-2.6990169758379095e-10,8.403429215700855e-10,1.5029926316018845e-10,-3.2914068854915295e-10,-3.132556525601844e-08,-1.2294242039039707e-07,3.0804988903573774e-10
congress,5.1428310953870235e-11,-5.65275837685139e-11,0.0,-2.506999481999579e-10,-3.329415457045101e-11,-9.644465376481266e-08,-5.708339908406177e-12,0.0,-1.331689455330921e-11,-1.4712045703355486e-09,2.7309894821421963e-11,-3.2088633286104724e-09,-3.988893594933826e-10,-1.6328261178388324e-11,-4.250795105183203e-11,-3.658936367685395e-12,-1.0716742232246392e-10,-7.990409497276835e-10,-5.957081310008923e-07,-1.0852259179644552e-11,-4.0274670501538864e-10,1.1544088067276915e-10,-2.8263791884251883e-10,-1.8372950806675717e-10,3.8996406595476686e-08,1.2044147633981769e-10,-3.5795848133177516e-11,5.6738058988257815e-06,-6.768792626988886e-12,6.322213951875354e-11,4.634160682320636e-11,-4.635107161135087e-11,2.281338832775031e-10,-3.932511218570323e-11,1.2243931757762382e-10,2.1898844794659663e-11,-4.795632861130714e-11,-4.5641853274789225e-09,-1.1131236460521987e-11,4.488336514208539e-11
connecticut-primary,6.674464986075866e-11,-7.33625840733621e-11,0.0,-3.253632085589104e-10,-4.320979336086293e-11,-1.9094468761011145e-10,-7.408393186672592e-12,0.0,-1.728292156028077e-11,-1.909357552276818e-09,3.544330610479181e-11,-4.16452446807477e-09,-5.176862731588993e-10,-2.119113101272183e-11,-5.5167635425514354e-11,-4.7486379038007045e-12,-1.3908393930745355e-10,-1.0370106936202733e-09,-5.4379481095791885e-11,-1.4084270428275002e-11,-5.226924102746322e-10,1.4982139248229439e-10,-3.668129203668142e-10,-2.384476848949052e-10,-7.201550222093131e-12,1.5631126159723048e-10,-4.6456539322498915e-11,-6.768792626988886e-12,4.1593893621423774e-06,8.205090712416046e-11,6.014302752767426e-11,-6.015531111154801e-11,2.960765360229853e-10,-5.103688600476842e-11,1.5890409833295042e-10,2.8420741437262808e-11,-6.223864448202456e-11,-5.923487393071384e-09,-1.4446332502373632e-11,5.825049346203768e-11
