category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,epstein,extended,fdv,fifa-world-cup,foreign-policy,formula1,france
bernie-sanders,-7.498547457947532e-06,5.7625574431944775e-06,0.0,2.2811468540344536e-05,4.43749931358805e-06,-6.020277669188258e-07,1.5090139843863772e-05,1.858465232534256e-05,1.3626295770163555e-05,5.57105548965033e-06,1.0,0.00010513723034833708,0.013905850128160533,0.004559212826704555,-0.0004522085473678089,-0.00669629596943186,4.275300501029868e-06,1.2780514225889602e-05,-1.4701177030695384e-05,0.0,-6.227506794986639e-06,8.330607398333591e-06,1.0625786814387109e-05,1.2598088397525653e-05,-7.146322467015042e-06,-1.1102766074048176e-05,2.203506805181111e-06,6.879137886009839e-06,-1.1464543905559646e-06,0.003997549221760047,-2.067409632107995e-05,-1.1529250551168924e-05,-9.216516546260824e-06,1.1656694721607229e-05,3.679887995014083e-06,4.40347608689935e-06,-1.1522872018635017e-05,0.020276820242396753,3.778055728983509e-06,2.2842539197330247e-05
best-of-2025,-0.0008603225566708612,-3.3683708229865226e-05,0.0,-0.00013333920888113416,-2.5938384757562607e-05,3.5190152717910933e-06,-8.820595241940815e-05,-0.00010863232386856306,0.002069481701681094,-3.2564327470155066e-05,0.00010513723034833708,1.0,-0.004731691003437687,-3.637831808835724e-05,-0.0002670172212800814,-2.8356751981270707e-05,-2.4990288789529308e-05,-7.470556544662812e-05,8.593235948083136e-05,0.0,3.64014630569206e-05,-4.869465541110161e-05,-6.211060042295159e-05,-7.363923709558231e-05,4.177218939131904e-05,6.48986733181033e-05,-1.2880093784731961e-05,-4.0210423186149395e-05,0.0002558570192130913,0.0007083029705328366,0.00012084568965428917,6.73915905399243e-05,5.3873034204037874e-05,-6.81365362163822e-05,-2.15099415085262e-05,-2.5739509787180713e-05,6.735430629053873e-05,3.9994927661787044e-05,-2.2083758488435405e-05,-0.00013352082528232648
big-tech,0.00816084935825345,-2.197761600726346e-05,0.0,-8.699986092694495e-05,0.00784164484562738,2.2960526150899236e-06,-5.755175583993503e-05,-7.087935460274785e-05,-5.196885219629582e-05,-2.1247253413724428e-05,0.013905850128160533,-0.004731691003437687,1.0,-2.373576865349814e-05,-0.004531784652517125,-0.00023756552776395346,-1.6305418844590013e-05,-4.874315558688547e-05,5.606830418966489e-05,0.0,2.3750870055877105e-05,-3.177181178889302e-05,-4.0525316178401775e-05,-4.8047408109291345e-05,2.7255108967223325e-05,4.234445067130705e-05,-8.403877429604799e-06,-2.6236103051483112e-05,4.372422247214779e-06,0.013583258386584649,7.884821187829373e-05,4.397100488158304e-05,3.515054966046829e-05,-4.4457059739670416e-05,-1.4034595941368258e-05,-1.679426322236928e-05,4.394667801975197e-05,2.609549864256792e-05,-1.4408994423769808e-05,-8.711836021742758e-05
bitcoin,1.7183262628598395e-05,-1.3205162535024983e-05,0.0,-5.227351791410008e-05,-1.016873155064215e-05,1.3795740157260476e-06,-3.457974194249543e-05,-4.258757626840168e-05,-3.122527665348113e-05,-1.2766327096550181e-05,0.004559212826704555,-3.637831808835724e-05,-2.373576865349814e-05,1.0,-1.528972600679801e-05,-0.0009819042595799249,-9.797045592812091e-06,-2.9287129767948275e-05,3.368841596117846e-05,0.0,1.4270615126429465e-05,-1.908996583459764e-05,-2.4349473880252323e-05,-2.886909268321808e-05,1.6376123038233997e-05,0.001471787598878154,-5.04943608741191e-06,-1.5763857415926952e-05,2.627152391194122e-06,3.8605693689405845e-05,4.737563223895194e-05,2.641980213403578e-05,2.1120066949415986e-05,-2.6711846248368105e-05,-8.43263074839117e-06,-1.0090765778876778e-05,2.640518543655885e-05,1.5679375820095283e-05,-8.657586576690971e-06,-5.2344717738076924e-05
brazil,-0.011213527310393889,-1.415718748944534e-05,0.0,-5.6042172285262686e-05,-0.0069760359315955605,1.479034274996124e-06,-3.70727651945232e-05,-4.565792358508517e-05,-3.347646004512162e-05,-1.3686714251192886e-05,-0.0004522085473678089,-0.0002670172212800814,-0.004531784652517125,-1.528972600679801e-05,1.0,-1.1918279651722301e-05,-1.05033626759384e-05,-3.1398582641657956e-05,3.611717915018407e-05,0.0,1.5299453785495468e-05,-2.04662551309496e-05,-2.6104946915854263e-05,-3.095040721251542e-05,1.755675809272157e-05,2.727676773918889e-05,-5.413474708535163e-06,-1.6900351237798524e-05,2.8165566964315475e-06,-0.02208182236692413,5.0791174001746106e-05,2.8324535290912228e-05,2.2642716195232366e-05,-2.8637634298275915e-05,-9.040580471279287e-06,-1.0818258591269182e-05,2.8308864804003085e-05,1.6809778949240848e-05,-9.28175446892263e-06,-5.6118505253866225e-05
bundesliga,1.3394283798518542e-05,-1.0293370847124164e-05,0.0,-4.0746996028746235e-05,-7.926485161994621e-06,1.0753723717720497e-06,-2.695476914183065e-05,-3.319684364718076e-05,-2.433997700110232e-05,-9.95130039573072e-06,-0.00669629596943186,-2.8356751981270707e-05,-0.00023756552776395346,-0.0009819042595799249,-1.1918279651722301e-05,1.0,-7.636757459479753e-06,-2.2829199333952594e-05,2.625998414035655e-05,0.0,1.1123886837690269e-05,-1.4880551244504063e-05,-1.898031651764955e-05,-2.250334111527868e-05,1.2765121748677763e-05,1.983232093660406e-05,-3.9360150303887125e-06,-1.2287863169645573e-05,2.047854675225618e-06,-0.00014531386720224767,3.692911393245195e-05,2.0594129027336934e-05,1.6463006861883987e-05,-2.0821776234598587e-05,-6.573201600496188e-06,-7.865711157886369e-06,2.0582735370705177e-05,1.2222010107001268e-05,-6.748553759834266e-06,-4.080249600388593e-05
business,1.1804138233990316e-05,-9.071360156384235e-06,0.0,-3.590958508706198e-05,-6.985466932707709e-06,9.477060752450127e-07,-2.3754746860794323e-05,-2.925577337601184e-05,-2.1450378195280722e-05,-8.769899700957233e-06,4.275300501029868e-06,-2.4990288789529308e-05,-1.6305418844590013e-05,-9.797045592812091e-06,-1.05033626759384e-05,-7.636757459479753e-06,1.0,-2.011895736740181e-05,2.3142445499731428e-05,0.0,-0.001509313203837962,-1.3113958650593544e-05,-1.6727007077751174e-05,-1.983178445724441e-05,1.124966918438535e-05,1.7477863046504433e-05,-3.468738322156634e-06,-1.0829069895539117e-05,1.804737008197371e-06,2.6520396898919397e-05,3.2544955167042796e-05,1.8149230634801434e-05,1.4508547949857477e-05,0.0004199366285404635,-5.792842790199945e-06,-6.931907910342762e-06,1.8139189612833688e-05,1.0771034791439299e-05,-5.947377452865733e-06,-3.595849620380177e-05
california-midterm,3.5287100073445315e-05,-2.7117777451880592e-05,0.0,-0.0001073475333349012,-2.088224195853813e-05,2.833057225736054e-06,-7.101205637210516e-05,-8.745673613621031e-05,-6.412341392364926e-05,-2.6216596438241685e-05,1.2780514225889602e-05,-7.470556544662812e-05,-4.874315558688547e-05,-2.9287129767948275e-05,-3.1398582641657956e-05,-2.2829199333952594e-05,-2.011895736740181e-05,0.9999999999999998,6.918165257856513e-05,0.0,2.9305763111474925e-05,-3.920265605921436e-05,-5.000344463793053e-05,-5.928481596078516e-05,3.362957925716876e-05,0.03509501493813965,0.0537439155540649,-3.237224654027587e-05,5.395051646477238e-06,7.927964590120784e-05,9.728936302679859e-05,5.4255016755239775e-05,4.3371618772880945e-05,-5.48547509332613e-05,-1.7317030620575777e-05,-2.0722133482633467e-05,5.4225000286437564e-05,3.219875733796974e-05,-1.7778994043759498e-05,-0.00010749374743684851
celebrities,-0.03579770289048651,3.1193052169334165e-05,0.0,0.00012347978050585386,2.40204369248604e-05,-3.2588106454460797e-06,8.168378780293732e-05,0.00010059978321222068,7.375991632593799e-05,3.015644117042914e-05,-1.4701177030695384e-05,8.593235948083136e-05,5.606830418966489e-05,3.368841596117846e-05,3.611717915018407e-05,2.625998414035655e-05,2.3142445499731428e-05,6.918165257856513e-05,1.0,0.0,-3.3709849533959725e-05,4.509405307279902e-05,5.7517990182091565e-05,6.819417116301404e-05,-3.8683451181168254e-05,-6.0099906124268034e-05,1.1927708037110288e-05,3.7237165802441095e-05,-6.205823016410957e-06,-9.119383529682119e-05,-0.00011191006275500425,-6.240849092803686e-05,-4.9889529827861634e-05,6.309835349276982e-05,1.9919443638923825e-05,2.383626725791119e-05,-6.237396356756563e-05,-3.7037604546066424e-05,2.045083118294918e-05,0.00012364796774457597
champions-league,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
claude-5,-1.719419513164713e-05,1.3213564052407732e-05,0.0,5.230677588182466e-05,1.0175201200269778e-05,-1.3804517417700314e-06,3.460174260339115e-05,4.261467175180381e-05,3.124514310373402e-05,1.2774449413767575e-05,-6.227506794986639e-06,3.64014630569206e-05,2.3750870055877105e-05,1.4270615126429465e-05,1.5299453785495468e-05,1.1123886837690269e-05,-0.001509313203837962,2.9305763111474925e-05,-3.3709849533959725e-05,0.0,1.0,1.910211143896738e-05,2.4364965740161478e-05,2.8887460059111388e-05,-1.6386542015054457e-05,-0.0006006051682060778,0.01453819642681645,1.5773886851137157e-05,-2.6288238637281764e-06,-3.8630255780612634e-05,-4.74057740260503e-05,-2.6436611198390187e-05,-2.113350416452988e-05,0.0004985532917770318,8.43799583902297e-06,1.009718582436136e-05,-2.642198520133505e-05,-1.5689351505600233e-05,8.663094790915202e-06,5.237802100524695e-05
climate-science,2.300087240168185e-05,-1.7675936466575285e-05,0.0,-6.997137514084247e-05,-1.3611483566223433e-05,1.846646157383084e-06,-4.6287148680290714e-05,-5.700613607663222e-05,-4.179698695977738e-05,-1.708852776871297e-05,8.330607398333591e-06,-4.869465541110161e-05,-3.177181178889302e-05,-1.908996583459764e-05,-2.04662551309496e-05,-1.4880551244504063e-05,-1.3113958650593544e-05,-3.920265605921436e-05,4.509405307279902e-05,0.0,1.910211143896738e-05,1.0,-3.259329464217345e-05,-3.864308725945409e-05,2.1920465547082188e-05,3.405636987790874e-05,-6.758986209855469e-06,-2.1100909694447695e-05,3.516607889648872e-06,5.1676137048067676e-05,6.341524864221787e-05,3.536455857639334e-05,2.827053136055772e-05,-3.5755477900308566e-05,-0.03277303702770426,0.010241275990958544,3.534499321207095e-05,0.003723665910345212,-1.158872144720478e-05,-7.006668056109823e-05
colombia-election,2.933788078094626e-05,-2.2545862943445757e-05,0.0,-8.924930437902699e-05,-1.7361605905369587e-05,2.3554186929842806e-06,-5.9039797532768317e-05,-7.271199086676028e-05,-5.3312543933727724e-05,-2.1796616304159304e-05,1.0625786814387109e-05,-6.211060042295159e-05,-4.0525316178401775e-05,-2.4349473880252323e-05,-2.6104946915854263e-05,-1.898031651764955e-05,-1.6727007077751174e-05,-5.000344463793053e-05,5.7517990182091565e-05,0.0,2.4364965740161478e-05,-3.259329464217345e-05,0.9999999999999999,-4.92897081130995e-05,2.7959809247762352e-05,4.343929664323793e-05,-8.621165674145577e-06,-2.691445620732032e-05,4.48547434280403e-06,6.591351499455509e-05,8.088688863051479e-05,4.5107906572673526e-05,3.605939219111537e-05,-4.560652872576695e-05,-1.4397470428828858e-05,-1.7228490875559217e-05,4.50829507224809e-05,2.6770216371135672e-05,-1.478154925101138e-05,-8.937086755317239e-05
colorado-midterm,3.4783420929735094e-05,-0.04860752442621793,0.0,-0.00010581528178810346,-2.0584174117129414e-05,2.7926188832656348e-06,-6.999844823564241e-05,-8.620840079901779e-05,-6.320813252762505e-05,-2.5842387369842635e-05,1.2598088397525653e-05,-7.363923709558231e-05,-4.8047408109291345e-05,-2.886909268321808e-05,-3.095040721251542e-05,-2.250334111527868e-05,-1.983178445724441e-05,-5.928481596078516e-05,6.819417116301404e-05,0.0,2.8887460059111388e-05,-3.864308725945409e-05,-4.92897081130995e-05,1.0,-0.00084035597736201,5.150226600602415e-05,-1.022138022810157e-05,-0.014666123548289202,5.318044043474591e-06,7.814802828235851e-05,9.590067925966014e-05,0.003173534232705534,4.275254325351666e-05,-5.407176808907695e-05,-1.7069851704303305e-05,-0.0017352791085408908,5.3451006343747536e-05,-0.001435252283633906,-1.7525221178396936e-05,-0.00010595940886693313
comex-gold-futures,-1.9731052412573455e-05,1.5163113066868485e-05,0.0,6.0024195872795786e-05,1.1676465612600084e-05,-1.5841256576046803e-06,0.005309045873790559,0.007744221182985324,3.585509827577873e-05,1.4659210797304665e-05,-7.146322467015042e-06,4.177218939131904e-05,2.7255108967223325e-05,1.6376123038233997e-05,1.755675809272157e-05,1.2765121748677763e-05,1.124966918438535e-05,3.362957925716876e-05,-3.8683451181168254e-05,0.0,-1.6386542015054457e-05,2.1920465547082188e-05,2.7959809247762352e-05,-0.00084035597736201,1.0,-2.921489269223844e-05,5.798124037797996e-06,1.810118972285906e-05,-3.016684470630554e-06,-4.432982152886268e-05,-5.4400092868844946e-05,-3.0337108377128592e-05,-2.425157299536397e-05,3.067245433855595e-05,9.682950372616738e-06,1.158693973137814e-05,-3.032032443858026e-05,-1.8004181905934335e-05,9.94126076073312e-06,6.0105952608343093e-05
comex-silver-futures,-3.0654824259990504e-05,2.355792061061268e-05,0.0,9.325560225339563e-05,1.8140948280283804e-05,-2.4611507092580313e-06,6.1690025643837e-05,7.597594789676529e-05,5.57056822660087e-05,2.2775041157724274e-05,-1.1102766074048176e-05,6.48986733181033e-05,4.234445067130705e-05,0.001471787598878154,2.727676773918889e-05,1.983232093660406e-05,1.7477863046504433e-05,0.03509501493813965,-6.0099906124268034e-05,0.0,-0.0006006051682060778,3.405636987790874e-05,4.343929664323793e-05,5.150226600602415e-05,-2.921489269223844e-05,1.0,-0.07404142237492532,2.812261496489655e-05,-4.686822089434723e-06,-6.887229631898397e-05,-8.451780735015318e-05,-4.7132748239245935e-05,-3.767805653019751e-05,4.765375296311712e-05,1.5043756196282333e-05,1.800185787100642e-05,-4.7106672149850405e-05,-2.797190036957541e-05,1.544507587182033e-05,9.338262225759911e-05
commodities,6.08389958124218e-06,-4.675414940312257e-06,0.0,0.0013463741110542981,-3.6003373142727706e-06,4.884514633793092e-07,-1.2243290582852327e-05,-1.5078541428692921e-05,-1.1055609849090095e-05,-4.520041028030353e-06,2.203506805181111e-06,-1.2880093784731961e-05,-8.403877429604799e-06,-5.04943608741191e-06,-5.413474708535163e-06,-3.9360150303887125e-06,-3.468738322156634e-06,0.0537439155540649,1.1927708037110288e-05,0.0,0.01453819642681645,-6.758986209855469e-06,-8.621165674145577e-06,-1.022138022810157e-05,5.798124037797996e-06,-0.07404142237492532,1.0,-5.581345499072548e-06,9.301685994163909e-07,1.3668717562378486e-05,1.6773798746453385e-05,9.354185326378173e-06,7.477763056213324e-06,0.0011283858949278618,-2.985654109337304e-06,-3.572732782092688e-06,9.349010143900927e-06,5.551433976644785e-06,-3.0653018863153037e-06,-1.8533151311836887e-05
congress,1.8993353687669307e-05,-1.4596199100948648e-05,0.0,-0.05262720309918151,-1.1239909385710164e-05,1.5248988382095956e-06,-3.8222384382873385e-05,-4.707376685380608e-05,-3.451455851508817e-05,-1.4111136579714328e-05,6.879137886009839e-06,-4.0210423186149395e-05,-2.6236103051483112e-05,-1.5763857415926952e-05,-1.6900351237798524e-05,-1.2287863169645573e-05,-1.0829069895539117e-05,-3.237224654027587e-05,3.7237165802441095e-05,0.0,1.5773886851137157e-05,-2.1100909694447695e-05,-2.691445620732032e-05,-0.014666123548289202,1.810118972285906e-05,2.812261496489655e-05,-5.581345499072548e-06,1.0,2.9038975679919573e-06,4.26724313332867e-05,5.236619836059344e-05,2.9202873583206295e-05,2.334486239009627e-05,-0.009670416550515877,-9.320927101185319e-06,-1.115373067153443e-05,2.9186717157565336e-05,1.733104690242646e-05,-9.569579857263872e-06,-5.785872911153731e-05
connecticut-primary,-3.1653695691854674e-06,2.4325543145077733e-06,0.0,9.62942873282933e-06,1.8732061601650613e-06,-2.541346019207285e-07,6.370016289742555e-06,7.845158446279284e-06,5.7520822817318584e-06,2.351715397426042e-06,-1.1464543905559646e-06,0.0002558570192130913,4.372422247214779e-06,2.627152391194122e-06,2.8165566964315475e-06,2.047854675225618e-06,1.804737008197371e-06,5.395051646477238e-06,-6.205823016410957e-06,0.0,-2.6288238637281764e-06,3.516607889648872e-06,4.48547434280403e-06,5.318044043474591e-06,-3.016684470630554e-06,-4.686822089434723e-06,9.301685994163909e-07,2.9038975679919573e-06,1.0,-7.11164641099085e-06,-8.727177594346906e-06,-4.8668544214529234e-06,-3.8905776316069266e-06,4.9206525605128505e-06,1.5533949131820942e-06,1.8588439004058593e-06,-4.864161844938613e-06,-2.8883350128263064e-06,1.5948345599307588e-06,9.642544621296842e-06
crypto-prices,-0.004751839817577266,3.574609796657148e-05,0.0,0.0001415033164081466,0.011159629999047408,-3.7344779200931825e-06,9.360663603015581e-05,0.00011528367556334454,-0.00018749765775123026,3.455817964043576e-05,0.003997549221760047,0.0007083029705328366,0.013583258386584649,3.8605693689405845e-05,-0.02208182236692413,-0.00014531386720224767,2.6520396898919397e-05,7.927964590120784e-05,-9.119383529682119e-05,0.0,-3.8630255780612634e-05,5.1676137048067676e-05,6.591351499455509e-05,7.814802828235851e-05,-4.432982152886268e-05,-6.887229631898397e-05,1.3668717562378486e-05,4.26724313332867e-05,-7.11164641099085e-06,0.9999999999999999,-0.00012824484263256213,-7.151785014653685e-05,-5.7171578178753937e-05,7.230840743757947e-05,2.2826954537541343e-05,2.7315491280984446e-05,-7.147828305309407e-05,-4.24437414256109e-05,2.343590524566385e-05,0.00014169605283802556
delaware-midterm,-5.708134218355974e-05,4.386643081371389e-05,0.0,0.0001736481963691294,3.37796644188435e-05,-4.582827962377104e-06,0.00011487097212572896,0.00014147231909842186,0.00010372772272404355,0.0014179218862857255,-2.067409632107995e-05,0.00012084568965428917,7.884821187829373e-05,4.737563223895194e-05,5.0791174001746106e-05,3.692911393245195e-05,3.2544955167042796e-05,9.728936302679859e-05,-0.00011191006275500425,0.0,-4.74057740260503e-05,6.341524864221787e-05,8.088688863051479e-05,9.590067925966014e-05,-5.4400092868844946e-05,-8.451780735015318e-05,1.6773798746453385e-05,5.236619836059344e-05,-8.727177594346906e-06,-0.00012824484263256213,1.0,-8.77643436308113e-05,0.07379137617668197,8.87344894281025e-05,2.8012484687010815e-05,3.3520668732588386e-05,-8.77157882005475e-05,-5.2085557658994076e-05,2.8759768883783147e-05,0.00017388471615023765
