category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,epstein,extended,fdv,felix,fifa-world-cup,foreign-policy,formula1
bernie-sanders,-4.7736508495247086e-06,-5.105301750721769e-06,0.0,-1.307696229509612e-05,-7.615239144569438e-06,2.0937131855840646e-06,-1.4598177697720533e-05,-1.354470757035652e-05,-7.452629394173342e-06,0.0017807957447680458,1.0,-0.0029339280016548127,-1.9375828724199433e-05,0.003341077188230202,-2.3042021941227334e-06,-1.1650885306860588e-05,-0.00024228407648984704,-1.2697795113331921e-05,5.230284222168124e-06,-5.789190238114321e-06,-5.514109077242044e-07,0.004147607799312889,-1.2326673119125243e-05,-1.3250296727039082e-05,-3.49458288701939e-06,0.003801282213622633,0.007659269309140381,-1.5856948527920046e-05,-0.025684324238527675,-2.449235619457671e-06,1.1792047942090214e-05,-2.6444332501395537e-05,-1.3906448505112307e-05,-1.2086531395956268e-05,-2.2457840763670626e-06,-5.884874850818723e-06,-6.362474547273445e-05,-0.014201790331390891,-6.741015843335699e-07,-1.4884492832874749e-05
best-of-2025,0.0008592132734995853,-2.792535972876735e-05,0.0,-7.152934225650702e-05,-4.165440221092597e-05,0.009166711336307743,-7.985019955690612e-05,-7.408785019802443e-05,-0.00044317280581127527,-0.00010519577194168356,-0.0029339280016548127,1.0,-0.00010598335095272123,-1.197934827796701e-05,-1.2603696764761208e-05,-6.372888014047908e-05,6.488204867651171e-05,-6.945534536756432e-05,2.860899815904287e-05,-3.166614390907816e-05,-3.0161484488943027e-06,-7.898607974326897e-05,-6.742535464468058e-05,-7.247745984126669e-05,-1.9114929731275234e-05,3.54791705000444e-05,-2.6833122346385317e-05,-8.673551798973773e-05,-0.0006503103549355367,-1.3397011395890705e-05,6.450102203561309e-05,-0.0001446471793335825,-7.60665277032795e-05,-6.611180956295644e-05,-1.2284156993625558e-05,-3.2189526729671435e-05,-0.00034801937118139533,0.0006247273667000876,-3.6872510490850155e-06,-8.141630740622832e-05
big-tech,-6.890132401874123e-06,-7.368826527706832e-06,0.0,0.008091559921114858,-1.0991588541344222e-05,3.0219975266240432e-06,-2.107053497081514e-05,-1.954999044676857e-05,-1.0756882915528224e-05,-2.7758618059552675e-05,-1.9375828724199433e-05,-0.00010598335095272123,0.9999999999999999,-3.1610600627057833e-06,-3.3258105166555815e-06,0.009084815996931957,1.7120802242232455e-05,-1.8327584547041918e-05,7.549222162688773e-06,-0.009249661418090903,-7.958885728815089e-07,-2.0842514667131478e-05,-1.779191912911778e-05,0.00950794056747441,-5.0439672987986835e-06,9.362094357997564e-06,-7.08061151898363e-06,0.01166792729849148,-2.0969510762031655e-06,-3.5351470464431677e-06,1.7020258534059656e-05,-3.8168889589387917e-05,-2.0072115548544037e-05,-1.7445306375063746e-05,-3.241491705187076e-06,-0.0037019139278969574,-9.183388860253144e-05,-1.3763004322755888e-05,-9.729763057201086e-07,-2.148379292621549e-05
bitcoin,-7.787949237438541e-07,-8.32901947162423e-07,0.0,-2.133434592189403e-06,-1.2423844507767822e-06,3.4157780954422387e-07,-2.381612532057409e-06,-2.2097446654361973e-06,-1.215855562897829e-06,-3.13756972638795e-06,0.003341077188230202,-1.197934827796701e-05,-3.1610600627057833e-06,0.9999999999999999,-3.759179354813967e-07,-1.900777962219533e-06,-0.0010843461774599904,-2.0715755485105928e-06,8.532921510938942e-07,-9.444745986145907e-07,-8.995966177028829e-08,-0.001831410036533296,-2.0110290330054427e-06,-2.161713152973562e-06,-5.701220090874285e-07,-0.0001662105322069789,-0.002645124909690019,-2.586974081031191e-06,-2.370193717965696e-07,-3.9957934243904807e-07,1.9238078710261568e-06,-4.3142476404478e-06,-2.2687607126034178e-06,-1.9718512295005864e-06,-3.663873403463974e-07,-9.600850177683865e-07,-1.0380027857211526e-05,0.00410670091270124,-1.0997597195831048e-07,-2.4283232741872066e-06
brazil,-8.193847305415635e-07,-8.763117436131644e-07,0.0,-2.244626505840086e-06,-1.3071359576084846e-06,3.5938041312176823e-07,-2.5057391661633494e-06,-2.324913763624678e-06,-1.2792244176338768e-06,0.006125367359031268,-2.3042021941227334e-06,-1.2603696764761208e-05,-3.3258105166555815e-06,-3.759179354813967e-07,0.9999999999999998,-1.9998441064623805e-06,-0.0031146344311873235,-2.17954344701237e-06,8.977646591943145e-07,-9.936994205979575e-07,0.0033501676329913818,0.0019217406862086241,-2.115841323667766e-06,-2.274378909458353e-06,-0.0003210064803516389,1.1133541005314773e-06,-8.420367887230378e-07,-2.7218038994306703e-06,-2.493725217917587e-07,-4.2040491257993695e-07,2.024074304999497e-06,-4.539100772977114e-06,-0.005525213947123226,-2.0746216225766036e-06,-3.854829853028469e-07,-1.0101234350619074e-06,-1.0921021785689458e-05,-1.6367168191683313e-06,-1.1570778057463417e-07,-2.554884413116255e-06
bundesliga,0.001471752850548983,-4.430951261105983e-06,0.0,-1.1349648934013743e-05,-6.6093553601382125e-06,1.817158227474093e-06,-0.003867486952289165,-1.1755610543823632e-05,-6.468224450787902e-06,-1.6691542844041968e-05,-1.1650885306860588e-05,-6.372888014047908e-05,0.009084815996931957,-1.900777962219533e-06,-1.9998441064623805e-06,0.9999999999999998,1.0294914665330936e-05,-1.1020565290334095e-05,4.539425013787628e-06,-5.024506099513239e-06,-4.7857599340246e-07,-1.2532818665455076e-05,-1.0698464159285341e-05,0.012838917576603047,0.00022716881090460944,5.629523730296449e-06,-4.2576446088772e-06,-0.0009304139386724683,-1.2609182724885918e-06,-2.125720317168619e-06,1.023445669840006e-05,-0.007884849414143769,-0.00039293081346491754,-1.049004234152106e-05,-1.949142336972627e-06,-0.0009830935171497282,0.007520496055260431,-8.275836204207783e-06,-5.850606704677589e-07,-1.2918425885293014e-05
business,4.218076724951144e-06,4.511128938287079e-06,0.0,1.1555019843040753e-05,0.003883533683775489,-1.8500395473446317e-06,1.289919089486467e-05,1.1968327292825245e-05,6.58526640891143e-06,1.6993574858149633e-05,-0.00024228407648984704,6.488204867651171e-05,1.7120802242232455e-05,-0.0010843461774599904,-0.0031146344311873235,1.0294914665330936e-05,1.0,1.1219981459488385e-05,-4.621565514076333e-06,5.115424099802905e-06,4.872357843239766e-07,-0.0016874548640537813,1.0892051936524802e-05,1.1708181009630746e-05,3.087871150152028e-06,-5.731389471924336e-06,4.334686317279192e-06,1.4011461588361572e-05,1.2837344788164134e-06,2.1641850411800684e-06,-1.0419648301045303e-05,2.3366648912353837e-05,1.2287967556735679e-05,1.0679858744119699e-05,1.9844118978107023e-06,5.1999726037695566e-06,5.6219875828616274e-05,8.425586739585244e-06,5.956472923467864e-07,1.3152183676628776e-05
california-midterm,-4.515393420744574e-06,-4.8291018054697625e-06,0.0,0.0010024915508067922,-7.203250052149926e-06,1.980442022494695e-06,-1.3808407361361466e-05,-1.2811930611805144e-05,-7.049437588642764e-06,-1.8191389373153416e-05,-1.2697795113331921e-05,-6.945534536756432e-05,-1.8327584547041918e-05,-2.0715755485105928e-06,-2.17954344701237e-06,-1.1020565290334095e-05,1.1219981459488385e-05,1.0,4.947322648817498e-06,-5.4759915076787525e-06,-5.215792405754199e-07,-1.3658976070494624e-05,-1.1659792568890388e-05,-1.2533447575065184e-05,-3.3055238168209837e-06,6.135374010664797e-06,-4.640222393835612e-06,-1.499907792024274e-05,-1.3742201950342498e-06,-2.316730475387588e-06,1.1154090940714268e-05,-2.50136779493785e-05,-1.3154101140882478e-05,0.013305967054661019,-2.124285785134399e-06,-5.5664995243495726e-06,-6.0182607853005744e-05,-9.019475322673102e-06,-6.376322765871084e-07,-1.4079232672697476e-05
celebrities,1.859912745056449e-06,1.9891307707330077e-06,0.0,-0.01234197112352306,2.967054103474698e-06,-8.157538037685773e-07,5.687750866256517e-06,5.2772971950131785e-06,2.9036979937033106e-06,7.493122701107374e-06,5.230284222168124e-06,2.860899815904287e-05,7.549222162688773e-06,8.532921510938942e-07,8.977646591943145e-07,4.539425013787628e-06,-4.621565514076333e-06,4.947322648817498e-06,1.0,2.255587818806969e-06,2.1484105297368257e-07,5.62619938303082e-06,4.802725871894886e-06,5.1625886633189185e-06,1.3615615081839882e-06,-2.527190712928444e-06,1.9113304126594253e-06,-0.0061923984684197665,5.660480532029391e-07,9.542726705137527e-07,-4.594424885513633e-06,1.0303256900063344e-05,5.4182389178517e-06,4.709161707774161e-06,8.750037566522152e-07,2.292868515758568e-06,2.4789511997403698e-05,3.7151662199117814e-06,2.626438689559702e-07,5.799305143215748e-06
champions-league,-2.0586622542975372e-06,-2.2016884649314026e-06,0.0,-0.01643109064086299,-3.284112281888979e-06,0.0017658147169768296,-6.2955415792123625e-06,-5.841226997857953e-06,-3.213985964344207e-06,-8.293834704123056e-06,-5.789190238114321e-06,-3.166614390907816e-05,-0.009249661418090903,-9.444745986145907e-07,-9.936994205979575e-07,-5.024506099513239e-06,5.115424099802905e-06,-5.4759915076787525e-06,2.255587818806969e-06,1.0,-2.3779887933243238e-07,-6.227412729861971e-06,-5.3159431787796785e-06,-0.0038177246084750774,-1.507057409684062e-06,2.7972452707498264e-06,-2.115574392665199e-06,-0.012925972664597324,-6.26535714831225e-07,-1.0562458547132482e-06,5.085383234859793e-06,-1.1404258685182077e-05,-5.99722969509949e-06,-5.212380786650275e-06,-0.004474438802170652,0.007328201604601455,-2.7438509030680783e-05,-4.112167350700839e-06,0.007003511887519381,-6.419016500222701e-06
claude-5,-1.9608421482965793e-07,-2.0970722761581901e-07,0.0,-5.371540493477001e-07,-0.008730562156879224,8.600212269721194e-08,-5.996400453314285e-07,-5.563673240360495e-07,-3.06126909830532e-07,-7.89974199261095e-07,-5.514109077242044e-07,-3.0161484488943027e-06,-7.958885728815089e-07,-8.995966177028829e-08,0.0033501676329913818,-4.7857599340246e-07,4.872357843239766e-07,-5.215792405754199e-07,2.1484105297368257e-07,-2.3779887933243238e-07,0.9999999999999999,-5.931508837868738e-07,-5.063348988470871e-07,-0.0006533624775548925,-0.005216267546185126,2.6643303992982025e-07,-2.015050029860409e-07,-6.513457728069206e-07,-5.967650276240998e-08,-1.0060569122325418e-07,4.843744410407177e-07,-1.0862369994555753e-06,0.005152187735743045,-4.964707502708222e-07,-9.224864179914033e-08,0.0019043812986159377,0.00025886296838198815,-3.9167721879990535e-07,-0.00013090440940029087,-6.114008297368453e-07
climate-science,-5.1350003792470174e-06,-5.491756153203624e-06,0.0,-1.4066844949793544e-05,-8.191687479470944e-06,2.252200326524206e-06,-1.570321131080777e-05,-1.4569996990351857e-05,0.0014388041734235493,-2.0687630650523367e-05,0.004147607799312889,-7.898607974326897e-05,-2.0842514667131478e-05,-0.001831410036533296,0.0019217406862086241,-1.2532818665455076e-05,-0.0016874548640537813,-1.3658976070494624e-05,5.62619938303082e-06,-6.227412729861971e-06,-5.931508837868738e-07,1.0,-1.3259761372757375e-05,-1.425330022308775e-05,-3.7591112160911477e-06,-0.0011719960988906054,0.0053411732764619595,-1.7057266916090832e-05,-1.562792112477043e-06,-2.6346346289718454e-06,1.268466684377556e-05,-2.8446080726059018e-05,-1.4959120513566501e-05,-1.3001441717965412e-05,-2.4157824791476377e-06,-6.330340350254857e-06,-6.844092758993501e-05,0.0025686235979613704,-7.251288375115628e-07,-1.6011199551662564e-05
colombia-election,-4.383420759666064e-06,-4.687960302061014e-06,0.0,-1.200796409385519e-05,-6.992718656717485e-06,1.9225590919352006e-06,-1.3404825193667669e-05,-1.2437472747596737e-05,-6.843401712919429e-06,-1.76597045695082e-05,-1.2326673119125243e-05,-6.742535464468058e-05,-1.779191912911778e-05,-2.0110290330054427e-06,-2.115841323667766e-06,-1.0698464159285341e-05,1.0892051936524802e-05,-1.1659792568890388e-05,4.802725871894886e-06,-5.3159431787796785e-06,-5.063348988470871e-07,-1.3259761372757375e-05,1.0,-1.216712901213139e-05,-3.208912351614237e-06,5.956053725707806e-06,-4.5046013215950644e-06,-1.4560695692514018e-05,-1.3340554786632231e-06,-2.249018748557244e-06,1.082808721829357e-05,-2.4282596217457863e-05,-1.2769642563323868e-05,-1.109849762863695e-05,-2.0621986928635694e-06,-5.403805892441211e-06,-5.8423634011987455e-05,-8.755860605426807e-06,0.004906949805199518,-1.3667735018202998e-05
colorado-midterm,-4.711865495558786e-06,-0.021013641383584556,0.0,0.002734686343449594,-7.516675118645365e-06,2.0666142597613988e-06,-1.4409233511238505e-05,-1.3369398445751196e-05,-7.356170025943216e-06,-1.898292616316484e-05,-1.3250296727039082e-05,-7.247745984126669e-05,0.00950794056747441,-2.161713152973562e-06,-2.274378909458353e-06,0.012838917576603047,1.1708181009630746e-05,-1.2533447575065184e-05,5.1625886633189185e-06,-0.0038177246084750774,-0.0006533624775548925,-1.425330022308775e-05,-1.216712901213139e-05,0.9999999999999998,0.000575738773955751,6.4023340624947695e-06,-4.842125979274431e-06,-0.0018030794218065252,-1.4340147395648043e-06,-2.4175351674422943e-06,1.1639423487756596e-05,-0.0031403785955711016,-0.0004993994633896461,-1.1930095442833491e-05,-2.2167168972908797e-06,-0.01433077483168704,0.006745906085484195,-9.411927289813142e-06,-0.0015965519171814544,-1.469184287013661e-05
comex-gold-futures,-1.2426894933692825e-06,-1.3290257385985195e-06,0.0,-3.4042296266634513e-06,0.002962603651119902,5.450409885156936e-07,-3.8002364687191155e-06,-3.5259943215404026e-06,-1.9400883177358854e-06,-5.006484781580785e-06,-3.49458288701939e-06,-1.9114929731275234e-05,-5.0439672987986835e-06,-5.701220090874285e-07,-0.0003210064803516389,0.00022716881090460944,3.087871150152028e-06,-3.3055238168209837e-06,1.3615615081839882e-06,-1.507057409684062e-06,-0.005216267546185126,-3.7591112160911477e-06,-3.208912351614237e-06,0.000575738773955751,1.0,1.6885272467988429e-06,-1.2770438981517553e-06,-4.1279230412302625e-06,-3.782015959227021e-07,-0.0051615466467071994,3.0697373027184402e-06,0.003781173691704903,0.0004295695904665072,-3.1463980191444396e-06,-0.0015133785854328325,0.030264329374181984,4.3852131094495515e-05,-2.4822659234288825e-06,-0.000852611396499756,-3.874770786678845e-06
comex-silver-futures,-0.001151986613866484,2.466801157083484e-06,0.0,6.318581603158473e-06,3.67956325610655e-06,-1.0116491367176905e-06,7.053608854943459e-06,6.5445887311542674e-06,0.0006374534893533116,9.292523156961123e-06,0.003801282213622633,3.54791705000444e-05,9.362094357997564e-06,-0.0001662105322069789,1.1133541005314773e-06,5.629523730296449e-06,-5.731389471924336e-06,6.135374010664797e-06,-2.527190712928444e-06,2.7972452707498264e-06,2.6643303992982025e-07,-0.0011719960988906054,5.956053725707806e-06,6.4023340624947695e-06,1.6885272467988429e-06,1.0,-0.003967345842123928,7.661827035191323e-06,7.019789815483945e-07,1.1834319605486631e-06,-5.697731285681785e-06,1.2777483721412506e-05,6.719376236376942e-06,5.840021038611422e-06,1.0851273888677313e-06,2.843478564071005e-06,0.00023879666304515334,-0.0011008064768356215,3.2571523671247585e-07,7.191951805306439e-06
commodities,-0.0024175973523912373,-1.8656574074116747e-06,0.0,-4.778783461495392e-06,-2.7828770977680123e-06,7.65116677604613e-07,-5.334689247822833e-06,-4.949714090120131e-06,-2.723453757061335e-06,-7.027994377069576e-06,0.007659269309140381,-2.6833122346385317e-05,-7.08061151898363e-06,-0.002645124909690019,-8.420367887230378e-07,-4.2576446088772e-06,4.334686317279192e-06,-4.640222393835612e-06,1.9113304126594253e-06,-2.115574392665199e-06,-2.015050029860409e-07,0.0053411732764619595,-4.5046013215950644e-06,-4.842125979274431e-06,-1.2770438981517553e-06,-0.003967345842123928,1.0,-5.7946885266632936e-06,-5.309111693145943e-07,-8.950371200473599e-07,4.309230416910317e-06,-9.663692221191777e-06,-5.081906992214226e-06,-4.416845062213392e-06,-8.206887471305229e-07,-2.150540926512312e-06,-2.3250727083686047e-05,-0.004023030288561072,-2.463405055306841e-07,-5.439318901237783e-06
congress,-5.63880267534701e-06,-6.030560273021232e-06,0.0,-0.05426725044703757,-8.995385757229448e-06,2.4731669500832816e-06,-0.0009758802239731774,-1.5999480416988323e-05,-8.803305455490368e-06,-2.2717323942216282e-05,-1.5856948527920046e-05,-8.673551798973773e-05,0.01166792729849148,-2.586974081031191e-06,-2.7218038994306703e-06,-0.0009304139386724683,1.4011461588361572e-05,-1.499907792024274e-05,-0.0061923984684197665,-0.012925972664597324,-6.513457728069206e-07,-1.7057266916090832e-05,-1.4560695692514018e-05,-0.0018030794218065252,-4.1279230412302625e-06,7.661827035191323e-06,-5.7946885266632936e-06,0.9999999999999999,-1.7161199014631297e-06,-2.8931224337298335e-06,1.3929177809535418e-05,-3.123696674872415e-05,-1.6426781410500906e-05,-0.011928361189378976,0.00023060504452600565,0.006485315151875905,-7.51557657438632e-05,-1.1263479577672342e-05,0.0024382454273249405,-1.758208144098802e-05
connecticut-primary,-5.166288590192629e-07,-5.525218122491827e-07,0.0,-1.415255602664493e-06,-8.241600474000605e-07,0.001870910971336589,-1.579889297618111e-06,-1.4658773836628889e-06,-8.065615902735386e-07,-0.001329154516052839,-0.025684324238527675,-0.0006503103549355367,-2.0969510762031655e-06,-2.370193717965696e-07,-2.493725217917587e-07,-1.2609182724885918e-06,1.2837344788164134e-06,-1.3742201950342498e-06,5.660480532029391e-07,-6.26535714831225e-07,-5.967650276240998e-08,-1.562792112477043e-06,-1.3340554786632231e-06,-1.4340147395648043e-06,-3.782015959227021e-07,7.019789815483945e-07,-5.309111693145943e-07,-1.7161199014631297e-06,0.9999999999999999,-2.6506877931299434e-07,1.2761956133487328e-06,-2.861940631681477e-06,-1.5050268338996352e-06,-1.308066115730913e-06,-2.430502149297647e-07,-6.368911919798292e-07,-6.885794687358879e-06,-0.008618748002829022,-7.295471398201886e-08,-1.6108757828602417e-06
