category_a,category_b,correlation,abs_correlation
ligue-1,primaries,-1.4341196234003453e-05,1.4341196234003453e-05
grooming-gangs,serie-a,-1.4228360119672331e-05,1.4228360119672331e-05
grooming-gangs,roland-garros,1.4170487250822055e-05,1.4170487250822055e-05
airdrops,grooming-gangs,-1.4003645112817752e-05,1.4003645112817752e-05
grooming-gangs,nba,1.381783637032881e-05,1.381783637032881e-05
grooming-gangs,nba-champion,-1.1693023428897389e-05,1.1693023428897389e-05
league-of-legends,prediction-markets,-6.39219563069106e-06,6.39219563069106e-06
ligue-1,rhode-island-primary,-6.21133360211063e-06,6.21133360211063e-06
prediction-markets,uefa-europa-league,-5.838369212018213e-06,5.838369212018213e-06
prediction-markets,ufc,-4.84548546662935e-06,4.84548546662935e-06
la-liga,prediction-markets,-4.6530132575376096e-06,4.6530132575376096e-06
grooming-gangs,ligue-1,-4.647070662814947e-06,4.647070662814947e-06
colombia-election,prediction-markets,-4.496263833896074e-06,4.496263833896074e-06
grooming-gangs,rhode-island-primary,-4.2983162415401325e-06,4.2983162415401325e-06
new-mexico-primary,prediction-markets,3.6703768462289353e-06,3.6703768462289353e-06
prediction-markets,taylor-swift,-3.3836736996527302e-06,3.3836736996527302e-06
prediction-markets,serie-a,-3.177223460896524e-06,3.177223460896524e-06
prediction-markets,roland-garros,3.1643003246286884e-06,3.1643003246286884e-06
airdrops,prediction-markets,-3.127044115858072e-06,3.127044115858072e-06
nba,prediction-markets,3.0855526234489935e-06,3.0855526234489935e-06
north-carolina-midterm,prediction-markets,3.03327896230229e-06,3.03327896230229e-06
nba-champion,prediction-markets,-2.6110773170364996e-06,2.6110773170364996e-06
prediction-markets,primaries,-2.2161124833264553e-06,2.2161124833264553e-06
ligue-1,prediction-markets,-1.037700888236373e-06,1.037700888236373e-06
prediction-markets,rhode-island-primary,-9.59823274791446e-07,9.59823274791446e-07
grooming-gangs,prediction-markets,-7.181012754255206e-07,7.181012754255206e-07
