category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,elon-musk,epstein,extended,fdv,felix,fifa-world-cup,foreign-policy
bernie-sanders,-8.968919679697309e-10,-8.486645528716234e-10,0.0,-3.6380623307690143e-06,-4.998545297368432e-10,-3.9813512380352794e-11,-6.205896090454207e-11,0.0,-2.2848154503862675e-10,1.0608306910896063e-09,5.150929867817119e-05,-9.686164300179973e-08,-1.4885763493086157e-08,-1.0501689024023455e-10,-8.156396026067947e-10,-4.528031127526444e-11,2.342944698482676e-09,-3.933648870060468e-09,2.132396897021324e-09,-2.917561793577471e-10,-6.412354394282706e-09,5.2363884117157106e-11,-4.243322764358318e-09,-2.643924858251081e-09,-2.2005211619135495e-07,8.260746190863626e-10,-7.015304090067017e-10,-3.8464353249269636e-08,-1.0162179214642876e-10,1.1599694582485114e-09,8.75264802967902e-10,-7.394774884498313e-10,-2.4070857518463193e-09,-7.045492168159337e-10,-3.3748575588831775e-08,3.383184215021644e-10,-5.1323420381795354e-08,-6.85067736602662e-08,2.4898434626945405e-10,6.287307323052093e-10
best-of-2025,-7.362625559534875e-08,-6.966724590686956e-08,0.0,-1.312101136993599e-07,-4.103327789879674e-08,-3.2683087187181384e-09,-5.094447359008854e-09,0.0,-1.875615038889783e-08,8.70840573835833e-08,-9.686164300179973e-08,0.08412717188517063,-1.2219788634687688e-06,-8.620882646723997e-09,-3.624642452378806e-07,-3.7170806412018675e-09,1.9233335939750926e-07,-3.229149635323789e-07,1.7504939789596472e-07,4.140634595958692e-07,-5.263929887455271e-07,4.298574247129403e-09,-3.483362295343436e-07,-8.186815063745539e-07,3.8074976746891737e-08,6.781282832018217e-08,-5.758893941079877e-08,-1.1340522695869717e-08,-8.34217755296662e-09,9.522240232470001e-08,7.18508721209824e-08,-6.070403182989889e-08,-1.975987266409871e-07,-5.7836754669817705e-08,8.562605891985426e-08,3.3624543018848813e-07,-4.6564660922188523e-07,-5.623751140219812e-06,2.0439234347448382e-08,5.1612781974335335e-08
big-tech,-1.1314933277082337e-08,-1.0706509962514799e-08,0.0,-4.6581754637039485e-08,1.102696266119115e-06,-5.022759174997315e-10,-7.8291815174741e-10,0.0,-2.882458009975103e-09,1.3383137453143222e-08,-1.4885763493086157e-08,-1.2219788634687688e-06,0.0012045000050357516,-1.3248631367778317e-09,-1.028987660858778e-08,-5.712434932435602e-10,2.9557922115453033e-08,-4.962579228015279e-08,2.690171109980001e-08,-3.6807127508145953e-09,-1.0614766996867403e-07,6.606078280034255e-10,-5.3532549812574574e-08,-3.33550019724784e-08,5.851388447421733e-09,-4.528417043646511e-07,-8.850307565719472e-09,-1.7428192781694754e-09,-1.2820315474976064e-09,1.463384386555046e-08,1.1042091131419661e-08,-9.329037097583449e-09,-3.0367107351858354e-08,-8.888391984085289e-09,1.3159071252821337e-08,4.26812871829989e-09,-7.131378548526286e-09,-8.642619185773062e-07,3.1411155029671885e-09,7.931887606696e-09
bitcoin,-7.982520389948331e-11,-7.553286615846197e-11,0.0,-3.2862748465589317e-10,-4.448806676979371e-11,-3.543483337141293e-12,-5.523373365923584e-12,0.0,-2.033532083163297e-11,9.441608269806487e-11,-1.0501689024023455e-10,-8.620882646723997e-09,-1.3248631367778317e-09,6.145695525759162e-06,-7.259357861567265e-11,-4.030039524562026e-12,2.0852682927353997e-10,-3.501027262317538e-10,1.8978764798694576e-10,-2.5966891596639534e-11,-5.70712544296684e-10,4.660491871812003e-12,-3.7766433079223887e-10,-2.353146738314226e-10,4.1280692026390975e-11,7.3522316242849e-11,-6.243762899049624e-11,-1.2295335803844042e-11,-9.044545573401058e-12,1.0323963401240615e-10,7.790034235795798e-11,-6.581499601139543e-11,-2.142355130904043e-10,-6.270630900716582e-11,9.283532833655003e-11,3.011102556809884e-11,-5.031083549325944e-11,-6.097241776292671e-09,2.216011171749898e-11,1.810107375137344e-08
brazil,-6.199821518007765e-10,-5.866446511249976e-10,0.0,5.168218210075781e-07,-3.455275529283147e-10,-2.7521338085134833e-11,-4.289864275093968e-11,0.0,-1.5793928923288515e-10,9.272597581441391e-07,-8.156396026067947e-10,-3.624642452378806e-07,-1.028987660858778e-08,-7.259357861567265e-11,5.888975341315046e-05,-1.5674702612226018e-08,1.6195750966570844e-09,-2.719159249925443e-09,1.47403261922534e-09,3.015428073652081e-07,3.389866161091271e-06,9.358119497798837e-07,-2.933223255625131e-09,-1.081275915838574e-05,-1.5805997345670855e-07,5.710292188796018e-10,-4.849372589590707e-10,-9.549476075726479e-11,-7.024669593978827e-11,8.018361033782514e-10,6.050322394657252e-10,-1.9127311940930027e-07,-1.6639129987715785e-09,-4.870240286351321e-10,7.210284949314394e-10,1.4061666052091487e-07,-2.682382984843814e-06,-3.208283809664391e-05,1.721119781173631e-10,4.346140296029429e-10
bundesliga,-6.1252286887742884e-09,-3.256763443806818e-11,0.0,-1.4169487179429972e-10,-1.9181995455801556e-11,-1.5278497405273292e-12,-2.3815222934746713e-12,0.0,-8.768014888196831e-12,2.3473298064579377e-08,-4.528031127526444e-11,-3.7170806412018675e-09,-5.712434932435602e-10,-4.030039524562026e-12,-1.5674702612226018e-08,2.2592974718474043e-08,8.991086783418468e-11,-1.509543882495899e-10,8.183106314983143e-11,-1.1196188838356998e-11,-2.4607509892300483e-10,9.848742814590546e-09,-1.6283817219034872e-10,-2.008860184124528e-08,-1.2351102675504027e-09,3.170074220955586e-11,-2.6921338743808813e-11,-5.301400861883563e-12,-3.8997521062565815e-12,4.451400868309454e-11,3.358842317982238e-11,7.064818695035498e-09,-9.237229075016652e-11,-2.7037185963814915e-11,4.00279664995272e-11,1.2983022135026543e-11,-2.3418109562353743e-08,-3.7013391778292607e-07,9.554813079758105e-12,2.4127639808223777e-11
business,1.7809138877920185e-09,1.6851511020967075e-09,0.0,7.331735125548566e-09,9.925363429213029e-10,7.90557164654141e-11,1.2322740004800175e-10,0.0,4.536844694735855e-10,-2.1064388776209644e-09,2.342944698482676e-09,1.9233335939750926e-07,2.9557922115453033e-08,2.0852682927353997e-10,1.6195750966570844e-09,8.991086783418468e-11,4.145997800665155e-05,7.810851420875197e-09,-4.2341947344968065e-09,5.793257719138067e-10,1.2732694016731122e-08,-1.0397636702449847e-10,8.425755510483856e-09,5.249910431238203e-09,-9.209792663988173e-10,8.846268166219713e-07,-1.597419355122126e-06,2.7431103484191546e-10,2.017853514126426e-10,-2.3032938094937543e-09,-1.7379698991280008e-09,1.4683437648248818e-09,4.779630766761291e-09,1.398988428562758e-09,-2.071171978721397e-09,-6.717821062806864e-10,1.1224433043628381e-09,1.360305019740307e-07,-4.943958647750113e-10,-1.2484394250721706e-09
california-midterm,-2.9900363875105073e-09,-2.8292570170080226e-09,0.0,-1.2309497364950458e-08,-1.6664027394049508e-09,-1.3272930852694867e-10,-3.2821330841670295e-08,0.0,-7.617061563017448e-10,3.5365712712599325e-09,-3.933648870060468e-09,-3.229149635323789e-07,-4.962579228015279e-08,-3.501027262317538e-10,-2.719159249925443e-09,-1.509543882495899e-10,7.810851420875197e-09,0.00033259624369445475,7.108932337906217e-09,-9.72649576219773e-10,-2.13773493946207e-08,1.745694291991612e-10,-1.4146285085040112e-08,-8.81425167616284e-09,-3.486286884165205e-07,2.7539472512597393e-09,-2.3387448263401075e-09,-4.6055004753200665e-10,-3.387842316947986e-10,3.8670776553112315e-09,2.9179362766570793e-09,-2.4652518666378386e-09,-8.02468328729742e-09,-2.348808853579526e-09,3.477360485321709e-09,1.1278776340771437e-09,-1.884507918079893e-09,-2.2838619739101105e-07,8.30057890864452e-10,2.096047054356267e-09
celebrities,-5.202525935103006e-06,1.5337156627941035e-09,0.0,6.672871639534278e-09,9.033424558406273e-10,7.195140567849972e-11,1.1215361833360318e-10,0.0,4.1291429352079895e-10,-1.9171445784925667e-09,2.132396897021324e-09,1.7504939789596472e-07,2.690171109980001e-08,1.8978764798694576e-10,1.47403261922534e-09,8.183106314983143e-11,-4.2341947344968065e-09,7.108932337906217e-09,1.588439154591595e-05,5.272648898599415e-10,1.1588475489661622e-08,-7.388093998053844e-07,7.66857831397028e-09,4.778129300474726e-09,-8.382158277836249e-10,-1.4928908926881118e-09,1.2678132632961746e-09,2.4966018186191937e-10,1.8365199037570678e-10,-2.096309219536285e-09,-1.581787919457556e-09,1.3363916313948445e-09,4.350111132605772e-09,1.273268885077747e-09,-1.8850469255561368e-09,-6.114126721963285e-10,1.021575379417129e-09,-1.616863676609475e-06,-4.499671753366628e-10,-1.1362489084215425e-09
champions-league,-2.217690549861588e-10,-2.098441536014991e-10,0.0,-9.129874169366251e-10,-1.235960078238055e-10,-9.84444652376285e-12,-1.5344944101102913e-11,0.0,-5.649525041426692e-11,2.6230519200189974e-10,-2.917561793577471e-10,4.140634595958692e-07,-3.6807127508145953e-09,-2.5966891596639534e-11,3.015428073652081e-07,-1.1196188838356998e-11,5.793257719138067e-10,-9.72649576219773e-10,5.272648898599415e-10,1.0472853762380643e-05,-1.5855441068064087e-09,1.2947701073029917e-11,-1.0492207680075626e-09,2.2395872597565017e-07,1.1468533260996345e-10,2.042584772361467e-10,-1.7346318331030892e-10,-3.41586976137233e-11,-2.5127406215191864e-11,2.868186356389234e-10,2.164214366377359e-10,2.2971632250618594e-08,-5.951855424304908e-10,-1.742096256678544e-10,2.5791356650284717e-10,8.365395086633509e-11,2.7737314024785874e-08,-1.6939255782589144e-08,6.15648541301087e-11,1.554624473443682e-10
claude-5,-4.874144490741719e-09,-4.612053405083896e-09,0.0,-2.0066066425074118e-08,-6.164314276172518e-06,-2.163658712043254e-10,-3.372583914189489e-10,0.0,-1.2416791584244076e-09,5.765066756355268e-09,-6.412354394282706e-09,-5.263929887455271e-07,-1.0614766996867403e-07,-5.70712544296684e-10,3.389866161091271e-06,-2.4607509892300483e-10,1.2732694016731122e-08,-2.13773493946207e-08,1.1588475489661622e-08,-1.5855441068064087e-09,0.0012238373490077981,2.8457065778093025e-10,6.03088947684304e-05,-1.43683656917474e-08,2.5206081260733312e-09,4.489288785444225e-09,-3.8124553460863166e-09,-7.507559059366999e-10,-5.522619401432161e-10,6.303834738479365e-09,4.756612022051562e-09,6.715128647495244e-07,-1.3081267505007618e-08,-3.828861006943157e-09,5.668545547690138e-09,1.8385858377278856e-09,-1.2439556321841111e-06,-1.5631099272145069e-06,1.3531012908920096e-09,3.416826713213475e-09
climate-science,1.9166615135226825e-07,-4.6322556370679367e-07,0.0,1.6386137015549234e-10,2.218279333542409e-11,-9.031838684636252e-08,-1.6628079268488716e-08,0.0,1.0139667829403273e-11,-4.7078072887974063e-11,5.2363884117157106e-11,4.298574247129403e-09,6.606078280034255e-10,4.660491871812003e-12,9.358119497798837e-07,9.848742814590546e-09,-1.0397636702449847e-10,1.745694291991612e-10,-7.388093998053844e-07,1.2947701073029917e-11,2.8457065778093025e-10,6.63141900878882e-05,1.8831229155188633e-10,-5.77325425385e-06,-2.0583521075529372e-11,-3.665995097514065e-11,3.113286597545863e-11,6.130742757110835e-12,4.509822517258171e-12,-5.147770248537144e-11,-3.884293746065226e-11,1.5044814393934412e-07,-2.0974208131774133e-07,3.1266836132315037e-11,-4.62898716946798e-11,-1.5014063451009128e-11,-1.777957444961713e-06,-1.6804475884113105e-05,-1.1049551356401784e-11,-3.198363467897217e-08
colombia-election,-3.225425015931347e-09,-3.051988396286597e-09,0.0,-1.327855436819876e-08,-1.7975891881263413e-09,-1.431783351725993e-10,-2.231779658115626e-10,0.0,-8.216709674794389e-10,3.814985495358165e-09,-4.243322764358318e-09,-3.483362295343436e-07,-5.3532549812574574e-08,-3.7766433079223887e-10,-2.933223255625131e-09,-1.6283817219034872e-10,8.425755510483856e-09,-1.4146285085040112e-08,7.66857831397028e-09,-1.0492207680075626e-09,6.03088947684304e-05,1.8831229155188633e-10,0.00041177427442700207,-9.508147784342315e-09,1.667991689749618e-09,2.9707499192554907e-09,-2.5228609592400157e-09,-4.968065440952053e-10,-3.6545479529140815e-10,4.1715107749491e-09,3.14764887174473e-09,-2.6593271822505694e-09,-8.656421148548082e-09,-2.533717270338713e-09,3.751113379628965e-09,1.216669051606535e-09,-2.0328645521119933e-09,-2.4636574907093963e-07,8.954036469418815e-10,2.261056966373102e-09
colorado-midterm,-2.0096942541525807e-09,-4.119796973246667e-06,0.0,-8.27358698013873e-09,-1.1200398846232703e-09,-8.921139883722264e-11,-1.390574802792183e-10,0.0,-5.11965838297654e-10,-1.9830367894758003e-06,-2.643924858251081e-09,-8.186815063745539e-07,-3.33550019724784e-08,-2.353146738314226e-10,-1.081275915838574e-05,-2.008860184124528e-08,5.249910431238203e-09,-8.81425167616284e-09,4.778129300474726e-09,2.2395872597565017e-07,-1.43683656917474e-08,-5.77325425385e-06,-9.508147784342315e-09,0.000124687633490435,-8.131861645522966e-08,1.8510115763855628e-09,-1.5719414181906993e-09,-3.0954967241898073e-10,-2.277071699456672e-10,2.5991803232574864e-09,1.9612335801919325e-09,2.6471817385215214e-07,-5.393633322069419e-09,-1.578705756511503e-09,2.3372395788090157e-09,7.580808079996022e-10,1.7251347571939774e-05,0.00028420358927194815,5.579071147268738e-10,1.4088168756636352e-09
comex-gold-futures,3.5255587007010193e-10,3.3359833794993823e-10,0.0,1.4514156321820869e-09,1.9648592576738495e-10,1.565014293703269e-11,1.4909542501225922e-08,0.0,8.981294602113929e-11,-4.1699792243739034e-10,-2.2005211619135495e-07,3.8074976746891737e-08,5.851388447421733e-09,4.1280692026390975e-11,-1.5805997345670855e-07,-1.2351102675504027e-09,-9.209792663988173e-10,-3.486286884165205e-07,-8.382158277836249e-10,1.1468533260996345e-10,2.5206081260733312e-09,-2.0583521075529372e-11,1.667991689749618e-09,-8.131861645522966e-08,6.405136910950204e-05,-3.247185463530002e-10,2.757619340575697e-10,5.4303560784986e-11,3.99461257629179e-11,-4.5596800530315997e-10,-3.440545296114328e-10,6.041800250332313e-09,9.461922303714535e-10,2.769485857968526e-10,-2.6312349390934593e-08,-1.329883081943769e-10,2.2220275695902517e-10,4.054644722733954e-08,-9.787231457940968e-11,-2.1347772419917917e-07
comex-silver-futures,6.279139932053192e-10,5.941499838510824e-10,0.0,2.5850205960910335e-09,3.4994811526664797e-10,2.7873436751651732e-11,4.3447473438688786e-11,0.0,1.599599109396366e-10,-7.426874798138658e-10,8.260746190863626e-10,6.781282832018217e-08,-4.528417043646511e-07,7.3522316242849e-11,5.710292188796018e-10,3.170074220955586e-11,8.846268166219713e-07,2.7539472512597393e-09,-1.4928908926881118e-09,2.042584772361467e-10,4.489288785444225e-09,-3.665995097514065e-11,2.9707499192554907e-09,1.8510115763855628e-09,-3.247185463530002e-10,9.053564664984021e-05,4.911413818004042e-10,9.671648834263995e-11,6.44873109148072e-07,-8.120945225697172e-10,-6.127728167615478e-10,5.177081290057895e-10,1.6852005374190433e-09,4.932548488999708e-10,-7.302530889835006e-10,-2.3685669914205145e-10,3.9575066611598945e-10,4.796158662007446e-08,-1.7431392039953307e-10,-4.401743341133121e-10
commodities,-2.720770859461745e-07,-5.045721918480333e-10,0.0,-2.1952866171728832e-09,-2.971877343304651e-10,-2.367106195134647e-11,-3.6897058821956054e-11,0.0,-1.358433477477814e-10,6.307152398099858e-10,-7.015304090067017e-10,-5.758893941079877e-08,-8.850307565719472e-09,-6.243762899049624e-11,-4.849372589590707e-10,-2.6921338743808813e-11,-1.597419355122126e-06,-2.3387448263401075e-09,1.2678132632961746e-09,-1.7346318331030892e-10,-3.8124553460863166e-09,3.113286597545863e-11,-2.5228609592400157e-09,-1.5719414181906993e-09,2.757619340575697e-10,4.911413818004042e-10,1.2337196151124112e-05,-8.213490168689405e-11,-6.04190786917547e-11,7.589472722249926e-08,5.203873292298622e-10,-4.396551922745613e-10,-1.4311290953127816e-09,-4.18888642621769e-10,6.201555360212022e-10,2.0114669206136626e-10,-3.36084804266427e-10,-4.073059588177019e-08,1.4803325637666147e-10,3.738108804096943e-10
congress,-1.0500775542610721e-10,-9.936130881905697e-11,0.0,-4.322999860858747e-10,-5.852276983376665e-11,-4.661350218305569e-12,-7.265838497154722e-12,0.0,-2.67505285559725e-11,1.2420163602380655e-10,-3.8464353249269636e-08,-1.1340522695869717e-08,-1.7428192781694754e-09,-1.2295335803844042e-11,-9.549476075726479e-11,-5.301400861883563e-12,2.7431103484191546e-10,-4.6055004753200665e-10,2.4966018186191937e-10,-3.41586976137233e-11,-7.507559059366999e-10,6.130742757110835e-12,-4.968065440952053e-10,-3.0954967241898073e-10,5.4303560784986e-11,9.671648834263995e-11,-8.213490168689405e-11,5.7846454413380615e-06,-1.1897839067322248e-11,1.358087635116837e-10,1.0247565553652344e-10,-8.657773067813272e-11,-2.818206438972904e-10,-8.24883425063437e-11,1.2212219921348665e-10,3.9610186432671176e-11,-6.618245429617062e-11,-8.020745853966968e-09,2.9150988381786885e-11,7.361154444971295e-11
connecticut-primary,-7.724452952438406e-11,-7.309095905829194e-11,0.0,-3.1800326464543493e-10,-4.3049809072940336e-11,-3.428925826480504e-12,-5.344807857621499e-12,0.0,-1.9677898879457928e-11,9.1363698822851e-11,-1.0162179214642876e-10,-8.34217755296662e-09,-1.2820315474976064e-09,-9.044545573401058e-12,-7.024669593978827e-11,-3.8997521062565815e-12,2.017853514126426e-10,-3.387842316947986e-10,1.8365199037570678e-10,-2.5127406215191864e-11,-5.522619401432161e-10,4.509822517258171e-12,-3.6545479529140815e-10,-2.277071699456672e-10,3.99461257629179e-11,6.44873109148072e-07,-6.04190786917547e-11,-1.1897839067322248e-11,4.151681809850016e-06,9.99019929544871e-11,7.538189696083346e-11,-6.36872585875474e-11,-2.0730947880724432e-10,-6.067907253412541e-11,8.983404877523469e-11,2.91375642013064e-11,-4.868433311551029e-11,-5.900123637631082e-09,2.1443695978296283e-11,5.414923017357938e-11
crypto-prices,8.817133921031926e-10,8.343021549898439e-10,0.0,3.6298717708155374e-09,4.913952278668386e-10,3.913972730950419e-11,6.100870437429038e-11,0.0,3.165359896736446e-08,-1.0428776937372943e-09,1.1599694582485114e-09,9.522240232470001e-08,1.463384386555046e-08,1.0323963401240615e-10,8.018361033782514e-10,4.451400868309454e-11,-2.3032938094937543e-09,3.8670776553112315e-09,-2.096309219536285e-09,2.868186356389234e-10,6.303834738479365e-09,-5.147770248537144e-11,4.1715107749491e-09,2.5991803232574864e-09,-4.5596800530315997e-10,-8.120945225697172e-10,7.589472722249926e-08,1.358087635116837e-10,9.99019929544871e-11,1.102552816017521e-05,-8.604522350225601e-10,7.269629208531872e-10,2.334679930891219e-08,6.926257587841268e-10,-1.0254173901982133e-09,-3.325928803988342e-10,5.557109190497065e-10,6.734739739366236e-08,-2.4477065284330786e-10,-6.180903904795185e-10
