category_a,category_b,correlation,abs_correlation
bitcoin,bundesliga,-0.0009814271685777169,0.0009814271685777169
comex-gold-futures,extended,-0.000971101596110026,0.000971101596110026
claude-5,comex-silver-futures,-0.000599512917100588,0.000599512917100588
brazil,comex-silver-futures,-0.0005175389506013717,0.0005175389506013717
crypto-prices,economic-policy,0.00027093526446986466,0.00027093526446986466
democratic-primary,france,-0.0002457016347372241,0.0002457016347372241
abraham-accords,democratic-primary,-0.000245367431591248,0.000245367431591248
big-tech,bundesliga,-0.00023677205396185273,0.00023677205396185273
business,democratic-primary,0.00022281553548379377,0.00022281553548379377
delaware-midterm,democratic-primary,0.00022237733739997152,0.00022237733739997152
anthropic,foreign-policy,0.0002089440720867896,0.0002089440720867896
crypto-prices,democratic-primary,0.00020049372981794213,0.00020049372981794213
awards,democratic-primary,-0.0001999027242699086,0.0001999027242699086
2025-predictions,best-of-2025,-0.00019893623893834451,0.00019893623893834451
democratic-primary,epstein,0.0001952445609133593,0.0001952445609133593
abraham-accords,france,-0.00018363447510844573,0.00018363447510844573
business,france,0.00016675649917849392,0.00016675649917849392
abraham-accords,business,0.000166529677135987,0.000166529677135987
delaware-midterm,france,0.00016642854907282642,0.00016642854907282642
abraham-accords,delaware-midterm,0.00016620217310776324,0.00016620217310776324
anthropic,democratic-primary,-0.00016495293431596295,0.00016495293431596295
best-of-2025,connecticut-primary,0.00015927319685835392,0.00015927319685835392
business,delaware-midterm,-0.0001509264125210705,0.0001509264125210705
democratic-primary,foreign-policy,0.00015088554905040946,0.00015088554905040946
crypto-prices,france,0.00015005072433160665,0.00015005072433160665
abraham-accords,crypto-prices,0.00014984662546925354,0.00014984662546925354
awards,france,-0.0001496084121922352,0.0001496084121922352
abraham-accords,awards,-0.0001494049149624593,0.0001494049149624593
base,democratic-primary,-0.00014656917074929335,0.00014656917074929335
epstein,france,0.0001461222144625623,0.0001461222144625623
airdrops,democratic-primary,-0.00013945893756324337,0.00013945893756324337
california-midterm,democratic-primary,-0.00013747167488923154,0.00013747167488923154
democratic-primary,formula1,-0.00013685207159978225,0.00013685207159978225
business,crypto-prices,-0.0001360741149623771,0.0001360741149623771
crypto-prices,delaware-midterm,-0.00013580650607996798,0.00013580650607996798
awards,business,0.00013567300238414513,0.00013567300238414513
awards,delaware-midterm,0.0001354061823460282,0.0001354061823460282
business,epstein,-0.00013251152967042138,0.00013251152967042138
delaware-midterm,epstein,-0.00013225092711297096,0.00013225092711297096
democratic-primary,fifa-world-cup,0.00012394406595014283,0.00012394406595014283
anthropic,france,-0.00012345177725612587,0.00012345177725612587
abraham-accords,anthropic,-0.00012328385825802752,0.00012328385825802752
awards,crypto-prices,0.00012208119251888962,0.00012208119251888962
comex-silver-futures,democratic-primary,0.00011942526754855471,0.00011942526754855471
crypto-prices,epstein,-0.00011923643820354936,0.00011923643820354936
awards,epstein,0.00011888495890007818,0.00011888495890007818
colombia-election,democratic-primary,-0.00011429471976319108,0.00011429471976319108
foreign-policy,france,0.00011292366073864,0.00011292366073864
anthropic,business,0.00011195275068140235,0.00011195275068140235
anthropic,delaware-midterm,0.00011173257985390116,0.00011173257985390116
big-tech,democratic-primary,-0.00011141403548554534,0.00011141403548554534
base,france,-0.00010969325701898146,0.00010969325701898146
abraham-accords,base,-0.0001095440523479277,0.0001095440523479277
airdrops,france,-0.00010437191534559669,0.00010437191534559669
california-midterm,france,-0.00010288463589828692,0.00010288463589828692
abraham-accords,california-midterm,-0.0001027446923076504,0.0001027446923076504
formula1,france,-0.00010242092103566177,0.00010242092103566177
business,foreign-policy,-0.00010240528502457463,0.00010240528502457463
abraham-accords,formula1,-0.00010228160818956955,0.00010228160818956955
delaware-midterm,foreign-policy,-0.00010220389063089762,0.00010220389063089762
colorado-midterm,france,-0.00010141609032697647,0.00010141609032697647
abraham-accords,colorado-midterm,-0.00010127814425072901,0.00010127814425072901
anthropic,crypto-prices,0.00010073725110215619,0.00010073725110215619
base,business,9.947578015826329e-05,9.947578015826329e-05
base,delaware-midterm,9.92801470478606e-05,9.92801470478606e-05
democratic-primary,economic-policy,9.913613238694008e-05,9.913613238694008e-05
best-of-2025,democratic-primary,-9.895083626638357e-05,9.895083626638357e-05
anthropic,epstein,9.809982774483272e-05,9.809982774483272e-05
celebrities,democratic-primary,9.484991116394216e-05,9.484991116394216e-05
airdrops,business,9.465009963026488e-05,9.465009963026488e-05
airdrops,delaware-midterm,9.446395689923313e-05,9.446395689923313e-05
business,california-midterm,9.330135416172044e-05,9.330135416172044e-05
california-midterm,delaware-midterm,9.311786392831736e-05,9.311786392831736e-05
business,formula1,9.288083243609701e-05,9.288083243609701e-05
fifa-world-cup,france,9.276049125980616e-05,9.276049125980616e-05
delaware-midterm,formula1,9.269816921780203e-05,9.269816921780203e-05
crypto-prices,foreign-policy,-9.21462567817235e-05,9.21462567817235e-05
business,colorado-midterm,9.196959758548426e-05,9.196959758548426e-05
colorado-midterm,delaware-midterm,9.178872643866211e-05,9.178872643866211e-05
epstein,foreign-policy,-8.97337560705471e-05,8.97337560705471e-05
comex-silver-futures,france,8.937859510832927e-05,8.937859510832927e-05
abraham-accords,comex-silver-futures,8.925702242241176e-05,8.925702242241176e-05
awards,base,-8.924637776865073e-05,8.924637776865073e-05
base,epstein,8.716674524665688e-05,8.716674524665688e-05
colombia-election,france,-8.553886200490141e-05,8.553886200490141e-05
abraham-accords,colombia-election,-8.542251212055475e-05,8.542251212055475e-05
airdrops,crypto-prices,8.51679909181736e-05,8.51679909181736e-05
airdrops,awards,-8.491693690669376e-05,8.491693690669376e-05
business,fifa-world-cup,-8.412023206071545e-05,8.412023206071545e-05
delaware-midterm,fifa-world-cup,-8.395479779501677e-05,8.395479779501677e-05
california-midterm,crypto-prices,8.39543636503257e-05,8.39543636503257e-05
awards,california-midterm,-8.370688710956925e-05,8.370688710956925e-05
crypto-prices,formula1,8.35759700654409e-05,8.35759700654409e-05
big-tech,france,-8.338294040663223e-05,8.338294040663223e-05
awards,formula1,-8.33296089346667e-05,8.33296089346667e-05
abraham-accords,big-tech,-8.326952300493539e-05,8.326952300493539e-05
airdrops,epstein,8.293818966703571e-05,8.293818966703571e-05
colorado-midterm,crypto-prices,8.275602331647015e-05,8.275602331647015e-05
awards,colorado-midterm,-8.251207918436532e-05,8.251207918436532e-05
california-midterm,epstein,8.175633663233611e-05,8.175633663233611e-05
epstein,formula1,8.138784985022818e-05,8.138784985022818e-05
comex-silver-futures,delaware-midterm,-8.089394285876859e-05,8.089394285876859e-05
2025-predictions,democratic-primary,8.065706368122775e-05,8.065706368122775e-05
colorado-midterm,epstein,8.058937030116572e-05,8.058937030116572e-05
business,colombia-election,7.757126794325196e-05,7.757126794325196e-05
colombia-election,delaware-midterm,7.74187131364307e-05,7.74187131364307e-05
crypto-prices,fifa-world-cup,-7.56930123493598e-05,7.56930123493598e-05
big-tech,business,7.561616159691811e-05,7.561616159691811e-05
awards,fifa-world-cup,7.546988821332616e-05,7.546988821332616e-05
big-tech,delaware-midterm,7.546745178166162e-05,7.546745178166162e-05
economic-policy,france,7.419408320450534e-05,7.419408320450534e-05
basketball,brazil,7.410268828815946e-05,7.410268828815946e-05
abraham-accords,economic-policy,7.409316447823524e-05,7.409316447823524e-05
best-of-2025,france,-7.405540646319063e-05,7.405540646319063e-05
congress,democratic-primary,-7.399447755146067e-05,7.399447755146067e-05
abraham-accords,best-of-2025,-7.395467636490113e-05,7.395467636490113e-05
anthropic,base,-7.364307787088101e-05,7.364307787088101e-05
awards,comex-silver-futures,7.271837923536947e-05,7.271837923536947e-05
comex-silver-futures,epstein,-7.102388462185499e-05,7.102388462185499e-05
celebrities,france,7.098624922515774e-05,7.098624922515774e-05
abraham-accords,celebrities,7.088969379182673e-05,7.088969379182673e-05
airdrops,anthropic,-7.007057040888607e-05,7.007057040888607e-05
colombia-election,crypto-prices,6.980012772843855e-05,6.980012772843855e-05
awards,colombia-election,-6.959437434763245e-05,6.959437434763245e-05
anthropic,california-midterm,-6.907207844018735e-05,6.907207844018735e-05
anthropic,formula1,-6.876076131216642e-05,6.876076131216642e-05
anthropic,colorado-midterm,-6.808616354620223e-05,6.808616354620223e-05
big-tech,crypto-prices,6.804088521101096e-05,6.804088521101096e-05
colombia-election,epstein,6.797267576602406e-05,6.797267576602406e-05
awards,big-tech,-6.784031763870069e-05,6.784031763870069e-05
base,foreign-policy,6.736270733459985e-05,6.736270733459985e-05
business,economic-policy,-6.728320874470948e-05,6.728320874470948e-05
best-of-2025,business,6.715744917290892e-05,6.715744917290892e-05
