category_a,category_b,correlation,abs_correlation
awards,basketball,-3.8435452824243916e-05,3.8435452824243916e-05
basketball,colombia-election,-3.7832278596471914e-05,3.7832278596471914e-05
hockey,nba-champion,-3.718894839513655e-05,3.718894839513655e-05
primaries,roland-garros,3.5356620175791443e-05,3.5356620175791443e-05
la-liga,nba-champion,-3.4191643523803546e-05,3.4191643523803546e-05
basketball,hockey,-3.355972681441404e-05,3.355972681441404e-05
ligue-1,usdptai,-3.0880956709659664e-05,3.0880956709659664e-05
basketball,la-liga,-3.085492506544614e-05,3.085492506544614e-05
natural-disasters,nba-champion,-2.9100537173275922e-05,2.9100537173275922e-05
best-of-2025,usdptai,-2.9098866797815953e-05,2.9098866797815953e-05
nba-champion,serie-a,-2.875670436841579e-05,2.875670436841579e-05
awards,usdptai,-2.8385889735340725e-05,2.8385889735340725e-05
colombia-election,usdptai,-2.7940425044211704e-05,2.7940425044211704e-05
nba,nba-champion,2.675728851816686e-05,2.675728851816686e-05
nba-champion,new-mexico-primary,2.667420981446042e-05,2.667420981446042e-05
basketball,natural-disasters,-2.6260653227172375e-05,2.6260653227172375e-05
basketball,serie-a,-2.5950374622938655e-05,2.5950374622938655e-05
hockey,usdptai,-2.4785000173100653e-05,2.4785000173100653e-05
basketball,nba,2.4146079190601954e-05,2.4146079190601954e-05
la-liga,usdptai,-2.278741204650089e-05,2.278741204650089e-05
nba-champion,roland-garros,2.2426944352196134e-05,2.2426944352196134e-05
nba-champion,primaries,-2.1555410277185973e-05,2.1555410277185973e-05
basketball,roland-garros,2.023832773502684e-05,2.023832773502684e-05
basketball,primaries,-1.9451845548006304e-05,1.9451845548006304e-05
natural-disasters,usdptai,-1.9394385966861496e-05,1.9394385966861496e-05
nba,usdptai,1.7832701089262493e-05,1.7832701089262493e-05
new-mexico-primary,usdptai,1.777733233659243e-05,1.777733233659243e-05
roland-garros,usdptai,1.4946693672144467e-05,1.4946693672144467e-05
primaries,usdptai,-1.4365849815778974e-05,1.4365849815778974e-05
basketball,nba-champion,-1.2338437765930882e-05,1.2338437765930882e-05
nba-champion,usdptai,-9.112356124217279e-06,9.112356124217279e-06
basketball,usdptai,-8.223093025248602e-06,8.223093025248602e-06
