category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,epstein,extended,fdv,felix,fifa-world-cup,foreign-policy,formula1
bernie-sanders,2.7872416664564118e-09,-3.3329765365270455e-09,0.0,-1.2282025269766666e-08,-1.963088258667683e-09,-1.9990214075363024e-07,-2.966217473100157e-10,0.0,-7.851900634450299e-10,-8.560884750142978e-08,0.00030535013164790815,-3.7855238676420486e-07,-2.3241546204732107e-08,1.0554132842608084e-08,-2.5063516610194266e-09,-2.2161506807921795e-08,-6.318800137355717e-09,-1.544869447237355e-08,7.023396430169305e-09,-6.398703571373227e-10,-2.3746730861115748e-08,5.615340903930442e-10,-1.6664882682634717e-08,-1.0833049966578424e-08,1.0368559858197373e-09,3.596475986264263e-07,1.5863702556072618e-07,-8.938746341012176e-09,-5.265607806932868e-07,3.107045303124517e-10,2.732391478808606e-09,-2.732949541168961e-09,3.4488760320795317e-09,7.219260853353551e-09,1.629000255732452e-09,-2.827598623249301e-09,-2.693490883576657e-07,-9.663953258956737e-10,6.748560879339335e-10,-3.5710462891361048e-09
best-of-2025,7.120331993286733e-08,-8.514474992073186e-08,0.0,-1.2325774686827652e-07,-5.0149365597017635e-08,1.2468444460917924e-08,-7.577546442039949e-09,0.0,-2.0058590529992207e-08,-2.186977265404492e-06,-3.7855238676420486e-07,0.09322981671589232,-5.937322443425243e-07,-2.4594465604038145e-08,-3.915169484715849e-07,-5.661413857396196e-07,-1.6142107560554203e-07,-3.9465481170852907e-07,1.794208048233211e-07,3.200440255522051e-07,-6.0663777210727e-07,1.4345039388817578e-08,-4.2572374960366013e-07,-9.434957214131212e-07,2.6487688301704912e-08,1.7691805565798407e-07,-5.39175449278201e-08,-2.2835063897672718e-07,-1.0195503098989345e-08,2.320548717516275e-06,6.980210829540532e-08,-6.981636464542233e-08,8.81055369099589e-08,1.8442438860125722e-07,3.8347177922883657e-07,-5.368494282000195e-07,-6.88083474883617e-06,-2.4687689050967087e-08,2.710143078867295e-06,-9.122651777221031e-08
big-tech,1.1613646602783748e-06,-5.227534440578678e-09,0.0,-1.9263474973234107e-08,1.2259447250159987e-06,7.655107672591761e-10,-4.652299177309631e-10,0.0,-1.2315142498231334e-09,3.550522491240405e-07,-2.3241546204732107e-08,-5.937322443425243e-07,0.0008730938476657532,-1.5099981632742644e-09,-3.93103266242361e-09,-3.4758732569490195e-08,-9.910584421808878e-09,-2.4230168298892397e-08,1.1015693127801983e-08,-1.0035907222216675e-09,-6.522908490984646e-08,8.807259111844675e-10,-2.6137672202892578e-08,-1.6990861224545634e-08,1.6262341832861982e-09,1.0862034711163488e-08,-3.3103135933108384e-09,-1.4019781970001196e-08,-6.259615964415114e-10,4.873177519410022e-10,4.285559890409435e-09,-4.286435171161115e-09,5.4093144795334084e-09,1.1322892415483873e-08,2.554969963702997e-09,-4.4348854620411536e-09,-4.2245470992584016e-07,-1.515721696197902e-09,1.0584633295332286e-09,-5.600929757762885e-09
bitcoin,1.8108648021418777e-10,-2.1654275511872257e-10,0.0,-7.979604900322102e-10,-1.275414139326759e-10,3.1710132663795134e-11,-1.9271449914724754e-11,0.0,-5.101362633875567e-11,4.706715451060654e-06,1.0554132842608084e-08,-2.4594465604038145e-08,-1.5099981632742644e-09,1.2842514033500845e-05,-1.628371181211606e-10,-1.4398282403661221e-09,-4.1053106008755804e-10,-1.00369829411428e-09,4.5630852681144633e-10,-4.157223686839645e-11,-1.5428198996823608e-09,3.6482746786305264e-11,-1.082713775593528e-09,-7.038208821433581e-10,6.736430615999862e-11,1.3606078983778416e-07,-1.3712476387301012e-10,-5.807483907483791e-10,-2.5929518061091758e-11,2.018640523999476e-11,1.7752287554373956e-10,-1.7755913273299348e-10,2.2407271994403865e-10,4.69033795459814e-10,1.0583578960113465e-10,-1.8370846285234232e-10,-1.749955123970227e-08,-6.278649252697354e-11,4.3845252130737804e-11,-2.3201009477005642e-10
brazil,4.71428963133141e-10,-5.637335619913101e-10,0.0,5.735059249655843e-07,-3.320331614801036e-10,8.255213169324818e-11,-5.017006040774739e-11,0.0,-1.3280561277737463e-10,-1.4479724057774871e-08,-2.5063516610194266e-09,-3.915169484715849e-07,-3.93103266242361e-09,-1.628371181211606e-10,6.338657962328186e-05,-3.7483567720945635e-09,-1.0687503106921157e-09,-2.612963958066716e-09,1.1879244403507141e-09,1.6629076043259465e-07,3.757629102096544e-06,9.497685011809609e-11,-2.818667809956361e-09,-1.1982773240408094e-05,1.7537192709044338e-10,1.1713540269892388e-09,-3.5698184191373686e-10,6.464506688287749e-07,-6.750324927418412e-11,5.2551996595332037e-11,4.621517026065401e-10,-2.118693450855633e-07,5.833365909189858e-10,1.2210525910411524e-09,1.5585120280345244e-07,-2.972728195744434e-06,-3.554806888188725e-05,-1.6345433980357964e-10,9.190698080684326e-09,-6.040002449906341e-10
bundesliga,4.1684398635736336e-09,-4.98460984794249e-09,0.0,-1.8368297358658395e-08,-2.9358829740609686e-09,7.299373256282987e-10,4.093738297292554e-07,0.0,-1.1742855312246467e-09,-1.2803171569017008e-07,-2.2161506807921795e-08,-5.661413857396196e-07,-3.4758732569490195e-08,-1.4398282403661221e-09,-3.7483567720945635e-09,0.0009910295918250766,-9.450037540517238e-09,2.2438556727104056e-06,1.0503791619339068e-08,-9.569536564805118e-10,-3.551425796417331e-08,8.397983982947103e-10,-2.4923049239712634e-08,-1.6201292434817674e-08,1.550662748799334e-09,1.0357273740690377e-08,-3.156482644840954e-09,-1.3368279839768229e-08,-5.968730332669887e-10,4.6467199652412345e-10,4.086409047420449e-09,-4.0872436536968236e-09,5.1579425313774766e-09,1.079671529340845e-08,2.436239987902134e-09,-4.2287954292542866e-09,6.873145099565886e-07,-1.4452857995465011e-09,1.009276322528417e-09,-5.340653408509842e-09
business,-3.932333288046134e-08,-1.4212369973231377e-09,0.0,-5.237261206056628e-09,-8.370937003762568e-10,2.0812339672641305e-10,-1.2648447922375452e-10,0.0,-3.348181890476904e-10,-3.6505045875297986e-08,-6.318800137355717e-09,-1.6142107560554203e-07,-9.910584421808878e-09,-4.1053106008755804e-10,-1.0687503106921157e-09,-9.450037540517238e-09,0.0004883855209102832,-6.587581971805733e-09,2.9948938265925296e-09,-2.7285143327216784e-10,2.8813464067531053e-06,6.368204001365822e-06,-7.106184986614653e-09,-4.619393877400006e-09,4.421327518489932e-10,2.9531179130793757e-09,-8.999921865714888e-10,-3.811631096200781e-09,-1.7018343731227975e-10,1.324896136760938e-10,1.165137473454715e-09,-1.165375440588431e-09,1.47065848266623e-09,3.0784136958860187e-09,6.946329824776214e-10,-1.205735393843797e-09,-1.1485496083571204e-07,-4.120871467741561e-10,2.8776993463023527e-10,-1.5227539257031835e-09
california-midterm,2.905802138679007e-09,-3.4747508494017806e-09,0.0,-1.2804463899097032e-08,-2.0465918435067867e-09,5.088362819978886e-10,-3.645336612865432e-08,0.0,-8.185895730128333e-10,-8.925037794651068e-08,-1.544869447237355e-08,-3.9465481170852907e-07,-2.4230168298892397e-08,-1.00369829411428e-09,-2.612963958066716e-09,2.2438556727104056e-06,-6.587581971805733e-09,0.0003685897876401426,7.322149569299087e-09,-6.670884245967356e-10,-2.475684191769292e-08,5.854199800623484e-10,-1.7373754247008587e-08,-1.1293853755179205e-08,1.0809605702137178e-09,7.220012563832881e-09,-2.2003709589848526e-09,-9.318972426185924e-09,-4.1607771572844356e-10,3.239209213699679e-10,2.8486187969932982e-09,-2.8492005975667864e-09,3.595580344059749e-09,7.526345447478594e-09,1.6982927903180724e-09,-2.9478757531671102e-09,-2.8080634930950756e-07,-1.0075027359813534e-09,7.035623380702263e-10,-3.7229473386446836e-09
celebrities,-1.3210566371205743e-09,1.5797161860542844e-09,0.0,5.821257336661644e-09,9.304362820692681e-10,-2.3133080487252367e-10,1.4058850106686474e-10,0.0,3.7215307061404556e-10,4.05756477987022e-08,7.023396430169305e-09,1.794208048233211e-07,1.1015693127801983e-08,4.5630852681144633e-10,1.1879244403507141e-09,1.0503791619339068e-08,2.9948938265925296e-09,7.322149569299087e-09,1.640435857326287e-05,3.032765304731162e-10,1.1255133270835916e-08,-2.6614783569397453e-10,7.89858093027157e-09,5.1344929041628135e-09,-4.914340576525703e-10,-3.282413964317926e-09,1.0003484479558496e-09,4.236658171211158e-09,1.8916023930348257e-10,-1.4726325560230845e-10,-1.2950595356451653e-09,1.2953240380002539e-09,-1.6346485586865143e-09,-3.421681219896729e-09,-7.720900651010151e-10,1.3401844459025277e-09,-1.801391061245447e-06,4.5803812949572634e-10,-3.1985856296406004e-10,1.6925530564867492e-09
champions-league,1.2035558445227495e-10,-1.4392090353953108e-10,0.0,-5.303488202655776e-10,-8.476790424982005e-11,2.1075518974675628e-11,-1.2808391962703224e-11,0.0,-3.390520819537653e-11,-3.696666492654167e-09,-6.398703571373227e-10,3.200440255522051e-07,-1.0035907222216675e-09,-4.157223686839645e-11,1.6629076043259465e-07,-9.569536564805118e-10,-2.7285143327216784e-10,-6.670884245967356e-10,3.032765304731162e-10,1.0898812533848804e-05,-1.0254050468662018e-09,2.4247543531118564e-11,-7.196045176976056e-10,2.4845330190965853e-07,4.4772367487179306e-11,2.9904611202046455e-10,-9.113729020132664e-11,-3.8598305022865075e-10,-1.7233546629863027e-11,1.3416499110127107e-11,1.1798710436276725e-10,2.5542352813107906e-08,1.4892554726768657e-10,3.117341311933707e-10,7.03416859080047e-11,-1.220982338895194e-10,-1.1630734191838596e-08,-4.172981326300602e-11,-9.504610576147974e-07,-1.5420096807804373e-10
claude-5,3.52773531378631e-06,-5.341161570495954e-09,0.0,-1.968219117650783e-08,-6.831580565855046e-06,7.821501203601369e-10,-4.753422834943086e-10,0.0,-1.2582827831059365e-09,-2.2401234199398964e-06,-2.3746730861115748e-08,-6.0663777210727e-07,-6.522908490984646e-08,-1.5428198996823608e-09,3.757629102096544e-06,-3.551425796417331e-08,2.8813464067531053e-06,-2.475684191769292e-08,1.1255133270835916e-08,-1.0254050468662018e-09,0.0014028061771460551,8.998696124204407e-10,6.683465477307722e-05,-1.7360179268781943e-08,1.6615824578740939e-09,1.109813489248614e-08,-3.3822674822824474e-09,-1.43245198163865e-08,-6.39567670289613e-10,4.979102249586148e-10,4.378712001786482e-09,7.442611106214452e-07,5.526892830496851e-09,1.1569009926934112e-08,2.6105054952811415e-09,-1.3797091396913152e-06,-1.7513234270623897e-06,-1.5486678408956148e-09,1.0814703802998625e-09,-5.7226731112458e-09
climate-science,-2.589082589754258e-07,1.263013558233584e-10,0.0,4.654207513397934e-10,7.439017525427411e-11,-1.849534400991938e-11,1.1240321808861695e-11,0.0,2.975435575537254e-11,3.244101298466844e-09,5.615340903930442e-10,1.4345039388817578e-08,8.807259111844675e-10,3.6482746786305264e-11,9.497685011809609e-11,8.397983982947103e-10,6.368204001365822e-06,5.854199800623484e-10,-2.6614783569397453e-10,2.4247543531118564e-11,8.998696124204407e-10,8.681466842174177e-06,6.315067791166731e-10,4.105126104208171e-10,-3.929110072254989e-11,-2.624353271345499e-10,7.997978775428465e-11,3.387289918960861e-10,1.5123725959645174e-11,-1.1773981307357737e-11,-1.0354250761492969e-10,1.0356365508834997e-10,-1.3069330496166794e-10,-2.7357001281837543e-10,-6.173008981035736e-11,1.0715033122099805e-10,1.02068390450804e-08,3.662103185674306e-11,-2.5573309010000923e-11,1.3532288123934363e-10
colombia-election,3.1345594818147864e-09,-3.7482983018545115e-09,0.0,-1.3812486813955604e-08,-2.207708426901008e-09,5.488940802944009e-10,-3.3358374400494405e-10,0.0,-8.830324933852664e-10,-9.627655466416694e-08,-1.6664882682634717e-08,-4.2572374960366013e-07,-2.6137672202892578e-08,-1.082713775593528e-09,-2.818667809956361e-09,-2.4923049239712634e-08,-7.106184986614653e-09,-1.7373754247008587e-08,7.89858093027157e-09,-7.196045176976056e-10,6.683465477307722e-05,6.315067791166731e-10,0.00045633657675927977,-1.2182954889908566e-08,1.1660584730563918e-09,7.78840325689597e-09,-2.3735937010946195e-09,-1.0052602340141475e-08,-4.4883315751207755e-10,3.494213807344273e-10,3.0728744195398558e-09,-3.0735020219769704e-09,3.8786400182167635e-09,8.118851993319869e-09,1.8319897621138948e-09,-3.1799453136550654e-09,-3.029126426281798e-07,-1.0868177196195724e-09,7.589498157807698e-10,-4.016033894844206e-09
colorado-midterm,2.0376284751824505e-09,-4.565989773485873e-06,0.0,-8.978842675814395e-09,-1.4351265565869504e-09,3.568100124931259e-10,-2.1684697310286997e-10,0.0,-5.740175496658292e-10,-6.258482265667114e-08,-1.0833049966578424e-08,-9.434957214131212e-07,-1.6990861224545634e-08,-7.038208821433581e-10,-1.1982773240408094e-05,-1.6201292434817674e-08,-4.619393877400006e-09,-1.1293853755179205e-08,5.1344929041628135e-09,2.4845330190965853e-07,-1.7360179268781943e-08,4.105126104208171e-10,-1.2182954889908566e-08,0.00013894986612925542,7.579993176748857e-10,5.0628716234367614e-09,-1.5429607068945583e-09,-2.495591647389101e-06,-2.9176515158138143e-10,2.2714226970412864e-10,1.9975299413648074e-09,2.9320556701483623e-07,2.521319946854126e-09,5.277680676776439e-09,1.1908896695637234e-09,1.9117705446177433e-05,0.0003149346363632415,-7.064886615416219e-10,-7.76392392462302e-08,-2.61063319069465e-09
comex-gold-futures,-1.950260811025106e-10,2.3321169461124845e-10,0.0,8.593855657336919e-10,1.3735924464453376e-10,-3.415110226532309e-11,2.075491969133381e-11,0.0,-1.135327724167788e-06,5.9901364983293084e-09,1.0368559858197373e-09,2.6487688301704912e-08,1.6262341832861982e-09,6.736430615999862e-11,1.7537192709044338e-10,1.550662748799334e-09,4.421327518489932e-10,1.0809605702137178e-09,-4.914340576525703e-10,4.4772367487179306e-11,1.6615824578740939e-09,-3.929110072254989e-11,1.1660584730563918e-09,7.579993176748857e-10,7.733601011575122e-05,-4.845790210874828e-10,1.476802977705838e-10,6.254530024564548e-10,2.7925509879857836e-11,-2.1740306072802585e-11,-1.9118815873164034e-10,1.912272069119236e-10,-2.413212979841738e-10,-5.051388868178592e-10,-1.139827736553604e-10,1.9784989764605482e-10,1.88466245260001e-08,6.761964542701146e-11,-4.7220353987178814e-11,2.498696727977416e-10
comex-silver-futures,-1.3026291565439962e-09,1.5576806513792314e-09,0.0,5.740056346871963e-09,9.174575830234322e-10,-2.2810396069808634e-10,1.3862742551574132e-10,0.0,3.6696189009417393e-10,4.00096561972215e-08,3.596475986264263e-07,1.7691805565798407e-07,1.0862034711163488e-08,1.3606078983778416e-07,1.1713540269892388e-09,1.0357273740690377e-08,2.9531179130793757e-09,7.220012563832881e-09,-3.282413964317926e-09,2.9904611202046455e-10,1.109813489248614e-08,-2.624353271345499e-10,7.78840325689597e-09,5.0628716234367614e-09,-4.845790210874828e-10,5.9072413211950394e-05,-2.0820167523413284e-06,4.1775608290031534e-09,1.8652163431283117e-10,-1.4520907358919293e-10,-1.2769946898482409e-09,1.277255502647593e-09,-1.6118467697864144e-09,-3.3739520291510663e-09,-7.613201448129353e-10,1.3214901506302496e-09,1.2588143324841703e-07,4.5164893428833573e-10,-3.1539684096771007e-10,1.6689435550491147e-09
commodities,3.969892491246341e-10,-4.747187402189103e-10,0.0,-1.7493395166460612e-09,-2.796043641112204e-10,6.951696085181751e-11,-4.224809285674794e-11,0.0,-1.1183530206889927e-10,-1.2193342434932744e-08,1.5863702556072618e-07,-5.39175449278201e-08,-3.3103135933108384e-09,-1.3712476387301012e-10,-3.5698184191373686e-10,-3.156482644840954e-09,-8.999921865714888e-10,-2.2003709589848526e-09,1.0003484479558496e-09,-9.113729020132664e-11,-3.3822674822824474e-09,7.997978775428465e-11,-2.3735937010946195e-09,-1.5429607068945583e-09,1.476802977705838e-10,-2.0820167523413284e-06,1.3471934126202471e-05,-1.2731533977624313e-09,-5.684433146560796e-11,4.425391585982211e-11,3.8917688930284654e-10,-3.892563746090815e-10,4.912264059398095e-10,1.028245587707328e-09,2.3201991995524707e-10,-4.0273732549956805e-10,-3.836362437687773e-08,-1.3764452483683306e-10,9.61203381968319e-11,-5.086272216630942e-10
congress,1.6813218930100568e-09,-2.0105204680282525e-09,0.0,-9.812011021853625e-06,-1.1841754903890573e-09,2.9441701122484104e-10,-1.7892838059115426e-10,0.0,-4.736429064374863e-10,-5.164102965011499e-08,-8.938746341012176e-09,-2.2835063897672718e-07,-1.4019781970001196e-08,-5.807483907483791e-10,6.464506688287749e-07,-1.3368279839768229e-08,-3.811631096200781e-09,-9.318972426185924e-09,4.236658171211158e-09,-3.8598305022865075e-10,-1.43245198163865e-08,3.387289918960861e-10,-1.0052602340141475e-08,-2.495591647389101e-06,6.254530024564548e-10,4.1775608290031534e-09,-1.2731533977624313e-09,0.00024708996169312783,-2.4074611389950695e-10,1.8742340693261556e-10,1.6482351239517152e-09,-1.6485717587240553e-09,2.080433443858763e-09,1.526324799851879e-07,9.826466885322227e-10,3.441783216868417e-06,-1.6247694793319393e-07,-5.8294967325026e-10,4.0708716754970294e-10,-2.154129072887324e-09
connecticut-primary,7.506842392646284e-11,-8.976663150241757e-11,0.0,-3.3079021841639617e-10,-5.2871605422747205e-11,1.3145264509832699e-11,-7.988875647508041e-12,0.0,-2.114742372535972e-11,-2.3056921591817846e-09,-5.265607806932868e-07,-1.0195503098989345e-08,-6.259615964415114e-10,-2.5929518061091758e-11,-6.750324927418412e-11,-5.968730332669887e-10,-1.7018343731227975e-10,-4.1607771572844356e-10,1.8916023930348257e-10,-1.7233546629863027e-11,-6.39567670289613e-10,1.5123725959645174e-11,-4.4883315751207755e-10,-2.9176515158138143e-10,2.7925509879857836e-11,1.8652163431283117e-10,-5.684433146560796e-11,-2.4074611389950695e-10,4.600995128006466e-06,8.368165444016474e-12,7.359115082585059e-11,-7.360618104812526e-11,9.288813781801869e-11,1.944354308050359e-10,4.387365589620622e-11,-7.615535269098192e-11,-7.25434460613061e-09,-2.602780192256922e-11,1.817581285040938e-11,-9.617853375258564e-11
crypto-prices,-5.84415654211921e-11,6.98842761468945e-11,0.0,2.57523698768645e-10,4.1161106436226106e-11,-1.0233728052993515e-11,6.2194245513006555e-12,0.0,1.6463494003099828e-11,1.795005837526987e-09,3.107045303124517e-10,2.320548717516275e-06,4.873177519410022e-10,2.018640523999476e-11,5.2551996595332037e-11,4.6467199652412345e-10,1.324896136760938e-10,3.239209213699679e-10,-1.4726325560230845e-10,1.3416499110127107e-11,4.979102249586148e-10,-1.1773981307357737e-11,3.494213807344273e-10,2.2714226970412864e-10,-2.1740306072802585e-11,-1.4520907358919293e-10,4.425391585982211e-11,1.8742340693261556e-10,8.368165444016474e-12,7.011483159374937e-06,-5.729149262041562e-11,5.730319380813323e-11,-7.231440197096775e-11,-1.5137004822058153e-10,9.28954384209979e-07,5.928775100997501e-11,5.6475843332268205e-09,2.0262920270152537e-11,-4.629122068005146e-07,7.487601015738667e-11
