category,2025-predictions,2026-fifa-world-cup,2026-nfl-draft,abraham-accords,acquisitions,airdrops,anthropic,awards,base,basketball,bernie-sanders,best-of-2025,big-tech,bitcoin,brazil,bundesliga,business,california-midterm,celebrities,champions-league,claude-5,climate-science,colombia-election,colorado-midterm,comex-gold-futures,comex-silver-futures,commodities,congress,connecticut-primary,crypto-prices,delaware-midterm,democratic-primary,economic-policy,epstein,extended,fdv,fifa-world-cup,foreign-policy,formula1,france
bernie-sanders,-5.7207285257664633e-11,6.318321573737656e-11,0.0,2.666235534921548e-10,3.721425206554254e-11,1.6422693535446784e-10,7.625833649211076e-12,6.794934484737685e-10,2.2016558601769093e-11,1.9965610564261517e-10,2.4106826500724654e-05,1.1810385352872774e-08,1.7513748647232992e-06,9.60165119189047e-08,3.888176559786661e-12,-9.26626512709351e-08,-3.4304315127819487e-07,2.909164791153595e-10,-9.508163668146169e-08,3.188997336326801e-12,-1.3902277365340994e-10,-1.2327594809627662e-11,3.1591607868688903e-10,2.0907057087758033e-10,-5.942689267749676e-11,-1.1820220234727894e-10,1.1277648578533421e-11,1.365675156991616e-10,-5.925635280086663e-12,-9.964276949377442e-11,-5.3099780458599464e-11,4.8617399992174523e-11,-2.3425030752336286e-10,-1.180042557258134e-10,2.297088318879181e-11,2.4141639867973286e-11,-3.8583094177931183e-11,-6.900276868172694e-11,8.273992537034831e-11,3.7121848748287697e-10
best-of-2025,-1.8060786237063754e-09,-2.43761025131678e-10,0.0,-1.028634423953041e-09,-4.090567363485694e-08,-6.335879813814776e-10,-2.942048780077883e-11,-2.621487647268876e-09,-8.493994539541458e-11,-7.702738206226923e-10,1.1810385352872774e-08,2.8312031987773997e-06,1.9453730611208143e-07,-1.450939462294927e-10,-1.500059617170971e-11,1.2119498651901809e-08,7.669004295223834e-10,-1.1223565997596521e-09,7.800348862071618e-11,-1.2303160748835223e-11,5.363502542079452e-10,4.7559895664276315e-11,7.470768982716647e-08,-8.065948541431398e-10,2.2926912013582325e-10,4.560244311838057e-10,-4.350920013321694e-11,-5.26877862071722e-10,5.885407906779453e-10,3.844220867092762e-10,2.048591032887312e-10,-1.8756606676351962e-10,9.037383493846125e-10,4.552607525579783e-10,-8.862173235301391e-11,-9.313851493469067e-11,1.488536865337657e-10,2.662128768611977e-10,-1.0380552776312997e-07,-1.4321619753068935e-09
big-tech,1.1247395892207073e-06,-4.167200429056443e-09,0.0,-1.7584951534085652e-08,1.1882998102935302e-06,-1.0831461290547945e-08,-5.029559968425372e-10,-4.4815468110886954e-08,-1.4520851998575314e-09,-1.3168164984767175e-08,1.7513748647232992e-06,1.9453730611208143e-07,0.0006526651316274519,-2.4804439292721767e-09,-2.564416964077656e-10,-1.69610947048509e-08,1.3110495401071489e-08,-1.9187172771144156e-08,-2.0175316001551278e-06,-2.103278681389708e-10,9.169140178387446e-09,8.130570402343822e-10,-2.0836002145283534e-08,-1.3789088803038258e-08,3.919455028888868e-09,7.795935401333513e-09,-7.438086435890629e-10,-9.007205527214881e-09,3.9082072024090783e-10,6.5718622729306145e-09,3.5021552057380567e-09,-3.2065232473943525e-09,1.544979897945492e-08,7.782879984063855e-09,-1.5150269444664712e-09,-1.5922433013557535e-09,2.544718320146122e-09,4.551024570384607e-09,-5.457048180907369e-09,-2.4483430010000445e-08
bitcoin,3.792485599782196e-10,-4.1886524548859743e-10,0.0,-1.7675475817940354e-09,-2.467072409214738e-10,-1.088721977669057e-09,-5.055451271757191e-11,-4.5046170376315025e-09,-1.4595602828885947e-10,-1.3235952416686722e-09,9.60165119189047e-08,-1.450939462294927e-10,-2.4804439292721767e-09,1.826515985276863e-05,-2.5776181383171327e-11,-1.1761102821824818e-08,1.3177985959965886e-09,-1.9285945012338363e-09,1.3403681081680298e-10,-2.1141059956414366e-11,9.21634132344666e-10,8.172425170131046e-11,-2.0943262274429867e-09,-1.386007264319804e-09,3.939631704320987e-10,4.732514754795738e-08,-7.476376416193854e-11,-9.053573060745663e-10,3.928325975979147e-11,6.605693081318036e-10,3.520183693978924e-10,-3.223029873532587e-10,1.5529331867879672e-09,7.822944901816117e-10,-1.5228260406937904e-10,-1.600439894010622e-10,2.557818089178486e-10,1.98327865664959e-08,-5.485140119493827e-10,-2.4609466465868212e-09
brazil,3.92087653880348e-11,-4.3304552403591256e-11,0.0,-1.8273861989282667e-10,-2.5505927641155598e-11,-1.1255796092589942e-10,-5.226598694439788e-12,-4.657116499046591e-10,-2.12527475845934e-07,6.912669918562669e-09,3.888176559786661e-12,-1.500059617170971e-11,-2.564416964077656e-10,-2.5776181383171327e-11,1.3359930978617846e-05,-1.3182536820358399e-11,1.3624113953679773e-10,-1.807824038619248e-07,1.3857449765868965e-11,-2.1856770133375623e-12,9.528351662242741e-11,8.449094735266472e-12,-2.165227620179229e-10,-1.432929202313685e-10,4.0730041326696795e-11,-1.424304319518632e-08,-8.477199320805743e-08,-9.360073037131432e-11,4.061315659806891e-12,-1.5114949548025658e-07,3.6393561148383934e-11,-3.332142438649303e-11,6.971427791246818e-10,8.087783149827132e-11,-1.5743798462888552e-11,-1.654621241687072e-11,2.6444105514775158e-11,4.72931612850066e-11,-5.670834243329235e-11,-2.544259619707703e-10
bundesliga,1.939565070428106e-10,-2.1421739858750717e-10,0.0,-9.039648166796211e-10,-1.2617180329978166e-10,-5.567976630987069e-10,-2.5854749989068775e-11,-2.3037655996233702e-09,-7.464529708530095e-11,-6.769172962114441e-10,-9.26626512709351e-08,1.2119498651901809e-08,-1.69610947048509e-08,-1.1761102821824818e-08,-1.3182536820358399e-11,7.86242405820241e-06,6.739527572104038e-10,-9.863279454053777e-10,6.854953290442857e-11,-1.0812028250195184e-11,4.71345064807273e-10,4.179567722441317e-11,-1.0710869929376245e-09,-7.088362517153678e-10,2.0148190001012192e-10,4.007546624312713e-10,-3.8235922507005693e-11,-4.630207184490967e-10,2.0090369884861266e-11,3.378304605092733e-10,1.800303562055416e-10,-1.6483322083039523e-10,7.942060389037275e-10,4.000835409979347e-10,-7.788085463100193e-11,-8.185020704944581e-11,1.308127477811484e-10,2.339481052022171e-10,-2.805227838646024e-10,-1.2585851759545532e-09
business,-2.004534931340382e-09,2.21393066371727e-09,0.0,9.342450425430566e-09,1.3039819644143235e-09,5.754487861156e-09,2.672080987864167e-10,2.38093513255839e-08,7.714570021347619e-10,6.995920820459311e-09,-3.4304315127819487e-07,7.669004295223834e-10,1.3110495401071489e-08,1.3177985959965886e-09,1.3624113953679773e-10,6.739527572104038e-10,4.605942771424452e-05,1.0193670995972222e-08,-7.084574543491493e-10,1.1174200152699531e-10,4.6253666496813074e-07,-4.3195712406222037e-10,1.106965331858617e-08,7.3258023091242004e-09,-2.082309651586017e-09,-6.807276304842087e-08,-1.71627630970863e-06,4.785305830758881e-09,-2.0763339591834482e-10,-3.491468109457106e-09,-1.8606085622898076e-09,1.7035466045331466e-09,-8.208096608548904e-09,-4.134851908875235e-09,8.048963964691369e-10,8.459195397443568e-10,-1.3519459923768704e-09,-2.4178469500651253e-09,2.899194916772519e-09,1.3007441656553178e-08
california-midterm,2.9336311769180365e-09,-3.240081236335702e-09,0.0,-1.3672649654713594e-08,-1.908373900167666e-09,-8.421676635684655e-09,-3.910582934070489e-10,-3.484491802007276e-08,-1.1290251308321189e-09,-1.0238510244580576e-08,2.909164791153595e-10,-1.1223565997596521e-09,-1.9187172771144156e-08,-1.9285945012338363e-09,-1.807824038619248e-07,-9.863279454053777e-10,1.0193670995972222e-08,0.0002591592970221841,1.0368254716363433e-09,-1.6353410176379339e-10,7.129188900581204e-09,6.321680238285834e-10,-1.620040618167875e-08,-1.0721290866013307e-08,3.0474542590308444e-09,4.253610979495743e-06,3.1317186354429757e-06,-7.003281487748559e-09,3.0387088501770287e-10,5.1097536585552205e-09,2.7229953447226753e-09,-2.4931356157756158e-09,1.2012526066528343e-08,6.051344021081199e-09,-1.1779635894355038e-09,-1.238000843067681e-09,1.97856911881997e-09,3.538512142057846e-09,-4.24296352377278e-09,-1.9036353908828202e-08
celebrities,-4.7396813546191806e-08,2.2518479412233467e-10,0.0,9.502455565236095e-10,1.3263148435861158e-10,5.853043121586126e-10,2.7178448584297216e-11,2.4217126418204807e-09,7.846694977713173e-11,7.115737703393897e-10,-9.508163668146169e-08,7.800348862071618e-11,-2.0175316001551278e-06,1.3403681081680298e-10,1.3857449765868965e-11,6.854953290442857e-11,-7.084574543491493e-10,1.0368254716363433e-09,2.6295758816768423e-06,1.1365577080197811e-11,-4.954767543582047e-10,-4.3935511461915864e-11,1.1259239706116784e-09,7.451268966080358e-10,-2.1179726984042222e-10,-4.2127229976740203e-10,4.0193506197859683e-11,4.867262222668633e-10,-2.111894662242089e-11,-3.5512653593798954e-10,-1.892474605948187e-10,1.7327226986210418e-10,-8.348674035838577e-10,-4.2056681859361757e-10,8.186815978436284e-11,8.604073312826994e-11,-1.3751003360094318e-10,-2.4592566361385806e-10,2.948848494459083e-10,1.3230215920904799e-09
champions-league,3.215817143602331e-11,-3.551744632539947e-11,0.0,-1.4987821749383936e-10,-2.0919403750711466e-11,-9.23175766470071e-11,-4.286741884873877e-12,-3.8196650491720756e-10,-1.2376260519233038e-11,-1.1223352488385456e-10,3.188997336326801e-12,-1.2303160748835223e-11,-2.103278681389708e-10,-2.1141059956414366e-11,-2.1856770133375623e-12,-1.0812028250195184e-11,1.1174200152699531e-10,-1.6353410176379339e-10,1.1365577080197811e-11,1.0417806609005962e-05,7.81494554150145e-11,6.929762625447863e-12,-1.7758723162707576e-10,2.4105263188694664e-07,3.3405888673542886e-11,6.644550025543397e-11,-6.339551942557529e-12,-7.676927095325972e-11,3.3310022376725927e-12,5.601260834712117e-11,2.9849202518724513e-11,2.483401999375447e-08,1.316801088243504e-10,6.633422769003393e-11,-1.291271900589248e-11,-1.3570841373164803e-11,2.1688876714173784e-11,3.8788816054327314e-11,-4.6510941616602417e-11,-2.0867460686049994e-10
claude-5,-1.4019196998789553e-09,1.548365639882333e-09,0.0,6.5338673284159196e-09,9.11971138850091e-10,-3.0776459922309126e-06,1.8687840845226838e-10,1.6651642305059575e-08,5.395370028194476e-10,4.892765430850862e-09,-1.3902277365340994e-10,5.363502542079452e-10,9.169140178387446e-09,9.21634132344666e-10,9.528351662242741e-11,4.71345064807273e-10,4.6253666496813074e-07,7.129188900581204e-09,-4.954767543582047e-10,7.81494554150145e-11,0.00024926966356148374,2.2399181489577702e-07,7.741828199411245e-09,5.123475981390087e-09,-1.4563133204440353e-09,-7.126739784436046e-08,8.308175185254919e-07,3.3467186873119033e-09,-1.452134076286965e-10,-2.4418421687839153e-09,-1.3012613332177696e-09,1.19141627677197e-09,-5.740529712964587e-09,-2.8918080979802057e-09,5.629236472407421e-10,5.916141688222521e-10,-9.455159350195397e-10,-1.690979397561384e-09,2.027621671274441e-09,9.097067064406195e-09
climate-science,-1.243127119505186e-10,1.3729854270642424e-10,0.0,5.793789524395882e-10,8.086740310508298e-11,3.568688081820405e-10,1.6571107290742747e-11,1.4765544799396244e-09,4.7842474874938034e-11,4.338571886102658e-10,-1.2327594809627662e-11,4.7559895664276315e-11,8.130570402343822e-10,8.172425170131046e-11,8.449094735266472e-12,4.179567722441317e-11,-4.3195712406222037e-10,6.321680238285834e-10,-4.3935511461915864e-11,6.929762625447863e-12,2.2399181489577702e-07,6.966248057562983e-06,6.864927135320343e-10,4.543150323909253e-10,-1.2913596857916367e-10,-2.5685603269114085e-10,2.450658290998924e-11,2.96764269873048e-10,-1.2876538160824205e-11,-2.165259694851844e-10,-1.1538701203972032e-10,1.0564669890886613e-10,-5.090311639908549e-10,-2.564258902499564e-10,4.991624357344391e-11,5.246032405494121e-11,-8.384192766880402e-11,-1.499445615761532e-10,1.7979571068695766e-10,8.066660862742528e-10
colombia-election,3.185729665584553e-09,-3.5185141863479297e-09,0.0,-1.484759432435767e-08,-2.0723679904364845e-09,-9.145384499371997e-09,-4.2466347374605786e-10,-3.7839279151658104e-08,-1.2260467098870538e-09,-1.1118345780542181e-08,3.1591607868688903e-10,7.470768982716647e-08,-2.0836002145283534e-08,-2.0943262274429867e-09,-2.165227620179229e-10,-1.0710869929376245e-09,1.106965331858617e-08,-1.620040618167875e-08,1.1259239706116784e-09,-1.7758723162707576e-10,7.741828199411245e-09,6.864927135320343e-10,0.0004421276963710118,-1.1642613643444338e-08,3.3093340137279335e-09,6.5823830104697726e-09,-6.280238517322005e-10,-7.605101066384869e-09,3.299837077424934e-10,5.548854928311e-09,2.9569930661990236e-09,-2.7073805848511623e-09,1.3044809773583447e-08,6.571359861558762e-09,-1.2791906431078354e-09,-1.3443871345556135e-09,2.148595360871688e-09,3.842590435934688e-09,-4.607578101169979e-09,-2.067222282374049e-08
colorado-midterm,2.108288766478321e-09,-4.4237814121482035e-06,0.0,-9.826011497911283e-09,-1.3714754900412596e-09,-6.052337589546767e-09,-2.810386709533287e-10,-2.5041712744461398e-08,-8.113872729242771e-10,-7.358026565834413e-09,2.0907057087758033e-10,-8.065948541431398e-10,-1.3789088803038258e-08,-1.386007264319804e-09,-1.432929202313685e-10,-7.088362517153678e-10,7.3258023091242004e-09,-1.0721290866013307e-08,7.451268966080358e-10,2.4105263188694664e-07,5.123475981390087e-09,4.543150323909253e-10,-1.1642613643444338e-08,0.00013775370220655767,2.190089071599389e-09,4.356165027921347e-09,-4.1562083750898785e-10,-2.4165854598012438e-06,2.1838040800203662e-10,3.6721849435487e-09,1.9569128326767693e-09,2.842197125773703e-07,8.63294403275912e-09,4.348870001833141e-09,-8.465574754139502e-10,-7.892874044284663e-08,1.4219221147259871e-09,2.5429936311848775e-09,-3.049255954235388e-09,-1.3680701042607538e-08
comex-gold-futures,4.569127014381446e-07,6.618668027455287e-10,0.0,2.792977166911937e-09,3.89832612090763e-10,-1.2003902284762424e-07,7.988333731939586e-11,7.117937113193363e-09,2.3063133269101523e-10,2.0914691781377378e-09,-5.942689267749676e-11,2.2926912013582325e-10,3.919455028888868e-09,3.939631704320987e-10,4.0730041326696795e-11,2.0148190001012192e-10,-2.082309651586017e-09,3.0474542590308444e-09,-2.1179726984042222e-10,3.3405888673542886e-11,-1.4563133204440353e-09,-1.2913596857916367e-10,3.3093340137279335e-09,2.190089071599389e-09,0.00012753553807358796,-1.238210382806024e-09,1.18137405955858e-10,1.4305936144568194e-09,-6.20731507774183e-11,-1.0437936798862825e-09,-5.562392086010677e-10,6.635552185249615e-08,-2.4538558266342437e-09,-1.2361368210865594e-09,-4.8415704856039495e-08,3.4713649040637967e-07,-4.041717232267373e-10,-7.22828703081773e-10,8.667303369286998e-10,3.88864654264601e-09
comex-silver-futures,-1.1919629545935862e-09,1.3164766020938985e-09,0.0,5.5553308840535836e-09,7.753909252160571e-10,3.4218093413665137e-09,1.5889079803054611e-10,1.4157829983048681e-08,4.5873392038697305e-10,4.1600065535806714e-09,-1.1820220234727894e-10,4.560244311838057e-10,7.795935401333513e-09,4.732514754795738e-08,-1.424304319518632e-08,4.007546624312713e-10,-6.807276304842087e-08,4.253610979495743e-06,-4.2127229976740203e-10,6.644550025543397e-11,-7.126739784436046e-08,-2.5685603269114085e-10,6.5823830104697726e-09,4.356165027921347e-09,-1.238210382806024e-09,5.6691152566026954e-05,-2.0179074446423725e-06,2.8455015612280473e-09,-1.234657037907736e-10,-1.6074072011093166e-07,-1.106379561949563e-09,1.012985312592861e-09,-4.880806481418093e-09,-2.4587200856679196e-09,4.786180933427415e-10,5.030118149489588e-10,-8.039119270657433e-10,-1.4377319892488213e-09,1.7239574551230053e-09,7.73465622685891e-09
commodities,1.1372494804317129e-10,-1.256047703464433e-10,0.0,4.03085096848868e-08,-7.397989370687081e-11,-3.2647414759068844e-10,-1.5159739386971538e-11,-1.3507957382579413e-09,-4.37677119583321e-11,-3.9690539654945574e-10,1.1277648578533421e-11,-4.350920013321694e-11,-7.438086435890629e-10,-7.476376416193854e-11,-8.477199320805743e-08,-3.8235922507005693e-11,-1.71627630970863e-06,3.1317186354429757e-06,4.0193506197859683e-11,-6.339551942557529e-12,8.308175185254919e-07,2.450658290998924e-11,-6.280238517322005e-10,-4.1562083750898785e-10,1.18137405955858e-10,-2.0179074446423725e-06,1.3101892749235486e-05,-2.714887370957029e-10,1.1779838202696989e-11,8.094702106317463e-08,1.0555945360035227e-10,-9.664872687458305e-11,4.656767740717337e-10,2.345859935643916e-10,-4.5664856938852237e-11,-4.7992257057753774e-11,7.670107681158431e-11,1.3717372267921568e-10,-1.6448243735847202e-10,-7.379620097601184e-10
congress,1.377160630527246e-09,-1.5210202132769995e-09,0.0,-6.107650719581904e-06,-8.958649690919757e-10,-6.093047482477933e-06,-1.8357798013558576e-10,-1.635756043525888e-08,-5.300083300489813e-10,-4.806355118880398e-09,1.365675156991616e-10,-5.26877862071722e-10,-9.007205527214881e-09,-9.053573060745663e-10,-9.360073037131432e-11,-4.630207184490967e-10,4.785305830758881e-09,-7.003281487748559e-09,4.867262222668633e-10,-7.676927095325972e-11,3.3467186873119033e-09,2.96764269873048e-10,-7.605101066384869e-09,-2.4165854598012438e-06,1.4305936144568194e-09,2.8455015612280473e-09,-2.714887370957029e-10,0.00019713003441999334,1.426488179231953e-10,2.3987172026335356e-09,1.2782799744448717e-09,-1.1703748731696028e-09,5.639147177794255e-09,1.4650132638051808e-07,-5.529819468545585e-10,-5.811657699328224e-10,9.288173362265401e-10,-8.711268875176454e-07,-1.9918121840532034e-09,-8.93640528444574e-09
connecticut-primary,-5.975470503963775e-11,6.59967415484909e-11,0.0,2.7849620417722425e-10,3.887138928951949e-11,1.7153990156089814e-10,7.965409271519978e-12,7.097510466897832e-10,2.2996948016510228e-11,2.0854672002528542e-10,-5.925635280086663e-12,5.885407906779453e-10,3.9082072024090783e-10,3.928325975979147e-11,4.061315659806891e-12,2.0090369884861266e-11,-2.0763339591834482e-10,3.0387088501770287e-10,-2.111894662242089e-11,3.3310022376725927e-12,-1.452134076286965e-10,-1.2876538160824205e-11,3.299837077424934e-10,2.1838040800203662e-10,-6.20731507774183e-11,-1.234657037907736e-10,1.1779838202696989e-11,1.426488179231953e-10,4.822771682381579e-06,-7.662922598911457e-08,-5.5464294533144516e-11,5.078231528101626e-11,-2.446813892400658e-10,-3.1705065295673846e-08,2.3993768333241416e-11,2.5216658385141256e-11,-4.0301185447521525e-11,-7.207543708680919e-11,8.642430440877208e-11,3.877487128587381e-10
