category_a,category_b,correlation,abs_correlation
nba,tennis,7.806252194324009e-05,7.806252194324009e-05
ligue-1,south-dakota-primary,-7.717600218821731e-05,7.717600218821731e-05
la-liga,roland-garros,7.586657690474115e-05,7.586657690474115e-05
awards,la-liga,-7.322829362452327e-05,7.322829362452327e-05
basketball,primaries,-7.269699372475423e-05,7.269699372475423e-05
awards,south-dakota-primary,-7.024071859468009e-05,7.024071859468009e-05
epstein,new-mexico-primary,6.913909993375314e-05,6.913909993375314e-05
basketball,comex-silver-futures,-6.796279668716232e-05,6.796279668716232e-05
hockey,south-dakota-primary,-6.449380688158319e-05,6.449380688158319e-05
new-mexico-primary,roland-garros,-6.426842741789782e-05,6.426842741789782e-05
nba,new-mexico-primary,-6.350623504471616e-05,6.350623504471616e-05
south-dakota-primary,tennis,-6.280064900223624e-05,6.280064900223624e-05
new-mexico-primary,serie-a,6.193466403644567e-05,6.193466403644567e-05
airdrops,serie-a,-6.099578880033769e-05,6.099578880033769e-05
la-liga,south-dakota-primary,-6.031019551800366e-05,6.031019551800366e-05
epstein,roland-garros,5.888423220739971e-05,5.888423220739971e-05
nba-champion,serie-a,-5.874505009567847e-05,5.874505009567847e-05
airdrops,primaries,-5.84891946767358e-05,5.84891946767358e-05
epstein,nba,5.818589377759259e-05,5.818589377759259e-05
nba-champion,primaries,-5.633094905269345e-05,5.633094905269345e-05
ligue-1,serie-a,-5.425949871367401e-05,5.425949871367401e-05
ligue-1,primaries,-5.202972935909544e-05,5.202972935909544e-05
airdrops,comex-silver-futures,-4.763750691403279e-05,4.763750691403279e-05
awards,primaries,-4.735417065989909e-05,4.735417065989909e-05
epstein,south-dakota-primary,-4.681006712369326e-05,4.681006712369326e-05
hockey,serie-a,-4.5343131702996215e-05,4.5343131702996215e-05
serie-a,tennis,-4.4152737083274096e-05,4.4152737083274096e-05
roland-garros,south-dakota-primary,4.3512417781669116e-05,4.3512417781669116e-05
nba,south-dakota-primary,4.299638161423305e-05,4.299638161423305e-05
primaries,tennis,-4.23383004887076e-05,4.23383004887076e-05
la-liga,primaries,-4.065931198072613e-05,4.065931198072613e-05
comex-silver-futures,hockey,-3.5412834106892665e-05,3.5412834106892665e-05
comex-silver-futures,tennis,-3.448313989287094e-05,3.448313989287094e-05
new-mexico-primary,primaries,3.444349471804862e-05,3.444349471804862e-05
epstein,serie-a,-3.291036986718564e-05,3.291036986718564e-05
epstein,primaries,-3.1557933226278294e-05,3.1557933226278294e-05
roland-garros,serie-a,3.0591918597899724e-05,3.0591918597899724e-05
nba,serie-a,3.022911328317314e-05,3.022911328317314e-05
primaries,roland-garros,2.9334757654572457e-05,2.9334757654572457e-05
nba,primaries,2.8986861658796543e-05,2.8986861658796543e-05
comex-silver-futures,epstein,-2.570288872275049e-05,2.570288872275049e-05
hockey,primaries,-2.480781987420747e-05,2.480781987420747e-05
serie-a,south-dakota-primary,-2.4319069967092452e-05,2.4319069967092452e-05
comex-silver-futures,roland-garros,2.389218604076781e-05,2.389218604076781e-05
comex-silver-futures,nba,2.3608836304193128e-05,2.3608836304193128e-05
primaries,south-dakota-primary,-2.331968887751353e-05,2.331968887751353e-05
comex-silver-futures,south-dakota-primary,-1.8993112253903553e-05,1.8993112253903553e-05
primaries,serie-a,-1.6395182346539406e-05,1.6395182346539406e-05
comex-silver-futures,primaries,-1.2804582541701266e-05,1.2804582541701266e-05
basketball,league-of-legends,-8.341416577085415e-06,8.341416577085415e-06
league-of-legends,nba-champion,-5.631045287602466e-06,5.631045287602466e-06
awards,league-of-legends,-4.733694070970885e-06,4.733694070970885e-06
league-of-legends,tennis,-4.232289557718304e-06,4.232289557718304e-06
la-liga,league-of-legends,-4.06445179739736e-06,4.06445179739736e-06
league-of-legends,new-mexico-primary,3.4430962354167844e-06,3.4430962354167844e-06
epstein,league-of-legends,-3.154645078216473e-06,3.154645078216473e-06
league-of-legends,roland-garros,2.9324084119264954e-06,2.9324084119264954e-06
league-of-legends,nba,2.8976314706428277e-06,2.8976314706428277e-06
league-of-legends,south-dakota-primary,-2.331120394213567e-06,2.331120394213567e-06
league-of-legends,serie-a,-1.6389216912636603e-06,1.6389216912636603e-06
comex-silver-futures,league-of-legends,-1.2799923557785848e-06,1.2799923557785848e-06
